<tdmsfile>

<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 97-kaist_corpus_97_social_pos_ac.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_social97_ac.txt </filename>
<title> 한국어 관계구문의 통사와 의미구조 </title>
<author> 신효필 </author>
<date> 1994 </date>
<publisher>서울대학교  </publisher>
<kdc>TD715.8  </kdc>
<ddc>TD495.75 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>

논제명	논제/ncn+명/ncn
전통적인	전통/ncn+적/xsn+이/jp+ㄴ/etm
개념을	개념/ncn+을/jco
확장	확장/ncn
,	,/sp
수정하여	수정/ncpa+하/xsv+어/ecs
관형구조가	관형/ncn+구조/ncn+가/jcs
그	그/mmd
수식명사와	수식/ncn+명사/ncn+와/jct
맺는	맺/pvg+는/etm
의미관계를	의미/ncn+관계/ncn+를/jco
구체적으로	구체/ncn+적/xsn+으로/jca
명시하여	명시/ncpa+하/xsv+어/ecs
관형의	관형/ncn+의/jcm
하위유형들이	하위/ncn+유형/ncn+들/xsn+이/jcs
서로	서로/mag
다른	다르/paa+ㄴ/etm
의미유형으로	의미/ncn+유형/ncn+으로/jca
체계화될	체계/ncn+화/xsn+되/xsv+ㄹ/etm
수	수/nbn
있음을	있/paa+음/etn+을/jco
보인다	보이/pvg+ㄴ다/ef
.	./sf
또한	또한/maj
통사	통사/ncn
의미적으로	의미/ncn+적/xsn+으로/jca
규정된	규정/ncpa+되/xsv+ㄴ/etm
관형구조에서	관형/ncn+구조/ncn+에서/jca
특히	특히/mag
관계구문을	관계/ncn+구문/ncn+을/jco
중심으로	중심/ncn+으로/jca
HPSG	HPSG/f
를	를/jxc
바탕으로	바탕/ncn+으로/jca
한	하/pvg+ㄴ/etm
기술을	기술/ncn+을/jco
행한다	행하/pvg+ㄴ다/ef
.	./sf
관계구문은	관계/ncn+구문/ncn+은/jxc
통사	통사/ncn
,	,/sp
의미	의미/ncn
더	더/mag
나아가	나아가/pvg+아/ecs
화용적	화용/ncn+적/xsn
상황까지	상황/ncn+까지/jca
고려되는	고려/ncpa+되/xsv+는/etm
복합적인	복합/ncn+적/xsn+이/jp+ㄴ/etm
면을	면/ncn+을/jco
보이므로	보이/pvg+므로/ecs
이	이/mmd
세	세/nnc
부문을	부문/ncn+을/jco
문법	문법/ncn
내에서	내/ncn+에서/jca
파악할	파악/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
이론적	이론/ncn+적/xsn
장치를	장치/ncn+를/jco
마련하고	마련/ncpa+하/xsv+고/ecx
있는	있/paa+는/etm
HPSG	HPSG/f
를	를/jxc
바탕으로	바탕/ncn+으로/jca
그동안	그/mmd+동안/ncn
적절히	적절/ncn+히/xsa
기술되지	기술/ncpa+되/xsv+지/ecx
못했던	못하/px+었/ep+던/etm
한국어	한국어/nq
관계구문에	관계/ncn+구문/ncn+에/jca
관한	관하/pvg+ㄴ/etm
구조를	구조/ncn+를/jco
포괄적으로	포괄/ncn+적/xsn+으로/jca
기술해	기술/ncpa+하/xsv+어/ecx
보도록	보/px+도록/ecx
한다	하/px+ㄴ다/ef
.	./sf
특히	특히/mag
관계구문의	관계/ncn+구문/ncn+의/jcm
다양한	다양/ncps+하/xsm+ㄴ/etm
의미관계를	의미/ncn+관계/ncn+를/jco
포착	포착/ncn
할	하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
이론적인	이론/ncn+적/xsn+이/jp+ㄴ/etm
장치를	장치/ncn+를/jco
마련해	마련/ncpa+하/xsv+어/ecx
보는데	보/px+는데/ecs
초점을	초점/ncn+을/jco
맞춘다	맞추/pvg+ㄴ다/ef
.	./sf
1	1/nno
.	./sf
2	2/nno
.	./sf
논의의	논의/ncn+의/jcm
범위	범위/ncn
본	본/mma
논의의	논의/ncn+의/jcm
주제인	주제/ncn+이/jp+ㄴ/etm
관계구성은	관계/ncn+구성/ncn+은/jxc
전통적으로	전통/ncn+적/xsn+으로/jca
여러	여러/mma
다른	다르/paa+ㄴ/etm
방법으로	방법/ncn+으로/jca
분류될	분류/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있으며	있/paa+으며/ecs
,	,/sp
그	그/mmd
분류및	분류/ncn+
범위도	범위/ncn+도/jxc
일괄적이지	일괄/ncn+적/xsn+이/jp+지/ecx
않다	않/px+다/ef
.	./sf
일반적으로	일반/ncn+적/ncn+으로/jca
관계절은	관계/ncn+절/ncn+은/jxc
관형절과	관형/ncn+절/ncn+과/jcj
관련하여	관련/ncpa+하/xsv+어/ecs
언급되거나	언급/ncpa+되/xsv+거나/ecc
분류된다	분류/ncpa+되/xsv+ㄴ다/ef
.	./sf
전통적으로	전통/ncn+적/xsn+으로/jca
관형절은	관형/ncn+절/ncn+은/jxc
관계절과	관계/ncn+절/ncn+과/jcj
보문으로	보문/ncn+으로/jca
이루어진	이루/pvg+어/ecx+지/px+ㄴ/etm
것으로	것/nbn+으로/jca
분석되었다	분석/ncpa+되/xsv+었/ep+다/ef
.	./sf
남기심	남기심/nq
고영근	고영근/nq
(	(/sl
1986	1986/nno
)	)/sr
은	은/jxc
관형절을	관형/ncn+절/ncn+을/jco
동격	동격/ncn
관형절과	관형/ncn+절/ncn+과/jcj
관계	관계/ncn
관형절로	관형/ncn+절/ncn+로/jca
나누고	나누/pvg+고/ecs
,	,/sp
한	한/nnc
문장의	문장/ncn+의/jcm
모든	모든/mma
성분을	성분/ncn+을/jco
다	다/mag
완전하게	완전/ncps+하/xsm+게/ecs
갖추고	갖추/pvg+고/ecs
또	또/maj
특수한	특수/ncpa+하/xsv+ㄴ/etm
명사	명사/ncn
앞에서만	앞/ncn+에서만/jca
쓰이는	쓰이/pvg+는/etm
것을	것/nbn+을/jco
동격	동격/ncn
관형절이라	관형/ncn+절/ncn+이라/jca
하였고	하/pvg+었/ep+고/ecs
,	,/sp
그	그/mmd
성분	성분/ncn
중의	중/nbn+의/jcm
하나가	하나/nnc+가/jcs
생략되는	생략/ncpa+되/xsv+는/etm
관형절을	관형/ncn+절/ncn+을/jco
관계	관계/ncn
관형절이라	관형/ncn+절/ncn+이/jp+라/ef
부른다	부르/pvg+ㄴ다/ef
.	./sf
반면	반면/maj
,	,/sp
이익섭	이익섭/nq
임홍빈	임홍빈/nq
(	(/sl
1985	1985/nno
)	)/sr
은	은/jxc
관형화를	관형/ncn+화/xsn+를/jco
기저의	기저/ncn+의/jcm
문장이	문장/ncn+이/jcs
'-	'/sl+-/sd
은	은/jxc
,	,/sp
-	-/sd
을	을/jco
'	'/sr
과	과/jct
같은	같/paa+은/etm
관형형	관형/ncn+형/xsn
어미에	어미/ncn+에/jca
의하여	의하/pvg+어/ecs
뒤에	뒤/ncn+에/jca
오는	오/pvg+는/etm
명사나	명사/ncn+나/jcj
명사구를	명사/ncn+구/ncn+를/jco
수식하는	수식/ncpa+하/xsv+는/etm
통사적인	통사/ncn+적/xsn+이/jp+ㄴ/etm
절차로	절차/ncn+로/jca
정의하고	정의/ncpa+하/xsv+고/ecs
관형화를	관형/ncn+화/xsn+를/jco
관계화와	관계/ncn+화/xsn+와/jcj
명사구	명사/ncn+구/xsn
보문화로	보문/ncn+화/xsn+로/jca
나눈다	나누/pvg+ㄴ다/ef
.{{	./sf+{/sl+{/sl
이홍식	이홍식/nq
(	(/sl
1990	1990/nno
)	)/sr
에서는	에서/jca+는/jxc
이런	이런/mmd
이분법적인	이분/ncn+법/ncn+적/xsn+이/jp+ㄴ/etm
분류	분류/ncn
외에	외/ncn+에/jca
명사적	명사/ncn+적/xsn
관형절이라고	관형/ncn+절/ncn+이/jp+라고/ecs
하여	하/px+어/ecs
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
구성을	구성/ncn+을/jco
설정하고	설정/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
i	i/f
.	./sf
논문을	논문/ncn+을/jco
낸	내/pvg+ㄴ/etm
뒤에	뒤/ncn+에/jca
열심히	열심/ncn+히/xsa
공부해야지	공부/ncpa+하/xsv+어야/ecs+지/ef
.	./sf
ii	ii/f
.	./sf
그	그/mmd
사람이	사람/ncn+이/jcs
집에	집/ncn+에/jca
가는	가/pvg+는/etm
대신	대신/ncn
네가	네/npp+가/jcs
그	그/mmd
일을	일/ncn+을/jco
더	더/mag
해라	하/pvg+어라/ef
.	./sf
iii	iii/f
.	./sf
그가	그/npp+가/jcs
귀국할	귀국/ncpa+하/xsv+ㄹ/etm
하루	하루/ncn
전에	전/ncn+에/jca
(	(/sl
앞서	앞/ncn+서/pvg+어/ecs
)	)/sr
부인이	부인/ncn+이/jcs
왔다	오/pvg+았/ep+다/ef
.	./sf
이	이/mmd
경우	경우/ncn
핵심명사를	핵심/ncn+명사/ncn+를/jco
관형절의	관형/ncn+절/ncn+의/jcm
어떤	어떤/mmd
성분으로	성분/ncn+으로/jca
해석하기도	해석/ncpa+하/xsv+기/etn+도/jxc
어렵고	어렵/paa+고/ecc
관형절이	관형/ncn+절/ncn+이/jcs
핵심명사의	핵심/ncn+명사/ncn+의/jcm
내용이	내용/ncn+이/jcs
된다고	되/pvg+ㄴ다고/ecs
하기도	하/pvg+기/etn+도/jxc
어렵기	어렵/paa+기/etn
때문에	때문/nbn+에/jca
이런	이런/mmd
관형절은	관형/ncn+절/ncn+은/jxc
관계절도	관계/ncn+절/ncn+도/jxc
보문도	보문/ncn+도/jxc
아닌	아니/paa+ㄴ/etm
명사적인	명사/ncn+적/xsn+이/jp+ㄴ/etm
성격을	성격/ncn+을/jco
지닌	지니/pvg+ㄴ/etm
명사적	명사/ncn+적/xsn
관형절이라고	관형/ncn+절/ncn+이/jp+라고/ecs
분류하고	분류/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
}}	}/sr+}/sr
한편	한편/maj
영어의	영어/ncn+의/jcm
경우에도	경우/ncn+에/jca+도/jxc
관계절은	관계/ncn+절/ncn+은/jxc
다양하게	다양/ncps+하/xsm+게/ecs
분류	분류/ncn
기술되는데	기술/ncpa+되/xsv+는데/ecs
,	,/sp
Quirk	Quirk/f
외	외/ncn
(	(/sl
1985	1985/nno
)	)/sr
에서는	에서/jca+는/jxc
명사구를	명사/ncn+구/ncn+를/jco
뒤에서	뒤/ncn+에서/jca
수식하는	수식/ncpa+하/xsv+는/etm
구성의	구성/ncn+의/jcm
하나로	하나/nnc+로/jca
관계절	관계/ncn+절/ncn
구성과	구성/ncn+과/jcj
동격절	동격/ncn+절/ncn
(	(/sl
appositive	appositive/f
)	)/sr
구성을	구성/ncn+을/jco
제시하고	제시/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
이	이/mmd
관계절	관계/ncn+절/ncn
구성은	구성/ncn+은/jxc
선행사인	선행사/ncn+이/jp+ㄴ/etm
명사구를	명사/ncn+구/ncn+를/jco
수식하는	수식/ncpa+하/xsv+는/etm
관형	관형/ncn
관계절	관계/ncn+절/ncn
(	(/sl
adnominal	adnominal/f
relative	relative/f
clause	clause/f
)	)/sr
과	과/jcj
선행사를	선행사/ncn+를/jco
포함하고	포함/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
명사적	명사/ncn+적/xsn
관계절	관계/ncn+절/ncn
(	(/sl
nominal	nominal/f
relative	relative/f
clause	clause/f
),	)/sr+,/sp
그리고	그리고/maj
선행사가	선행사/ncn+가/jcs
명사류가	명사/ncn+류/xsn+가/jcs
아닌	아니/paa+ㄴ/etm
절이	절/ncn+이/jcs
되는	되/pvg+는/etm
문장	문장/ncn
관계절	관계/ncn+절/ncn
(	(/sl
sentential	sentential/f
relative	relative/f
clause	clause/f
)	)/sr
로	로/jca
구분된다	구분/ncpa+되/xsv+ㄴ다/ef
.	./sf
그러나	그러나/maj
영어에서도	영어/ncn+에서/jca+도/jxc
관계절의	관계/ncn+절/ncn+의/jcm
분류는	분류/ncn+는/jxc
학자마다	학자/ncn+마다/jxc
다르며	다르/paa+며/ecs
또	또/maj
한국어의	한국어/nq+의/jcm
보문구조에	보문/ncn+구조/ncn+에/jca
해당하는	해당/ncpa+하/xsv+는/etm
동격절	동격/ncn+절/ncn
구성	구성/ncn
(	(/sl
appositive	appositive/f
)	)/sr
과의	과/jct+의/jcm
관계에서도	관계/ncn+에서/jca+도/jxc
개념이	개념/ncn+이/jcs
혼동되어	혼동/ncpa+되/xsv+어/ecs
사용된다	사용/ncpa+되/xsv+ㄴ다/ef
.	./sf
관형화란	관형/ncn+화/xsn+라/ef+ㄴ/etm
용어가	용어/ncn+가/jcs
한	한/nnc
문장이	문장/ncn+이/jcs
일정한	일정/ncps+하/xsm+ㄴ/etm
관형형	관형/ncn+형/xsn
어미에	어미/ncn+에/jca
의해	의하/pvg+어/ecs
뒤에	뒤/ncn+에/jca
오는	오/pvg+는/etm
명사나	명사/ncn+나/jcj
명사구를	명사/ncn+구/ncn+를/jco
수식하는	수식/ncpa+하/xsv+는/etm
점에	점/ncn+에/jca
초점을	초점/ncn+을/jco
맞춘	맞추/pvg+ㄴ/etm
일종의	일종/ncn+의/jcm
문장에서의	문장/ncn+에서/jca+의/jcm
그	그/mmd
기능을	기능/ncn+을/jco
중시한	중시/ncpa+하/xsv+ㄴ/etm
관점이라면	관점/ncn+이/jp+라/ef+면/ecs
,	,/sp
관계화란	관계/ncn+화/xsn+란/jxc
영어의	영어/ncn+의/jcm
관계대명사와	관계/ncn+대명사/ncn+와/jcj
그	그/mmd
선행사	선행사/ncn
그리고	그리고/maj
관계문에	관계/ncn+문/ncn+에/jca
남게	남/pvg+게/ecx
되는	되/px+는/etm
공백이나	공백/ncn+이나/jcj
대명사류와의	대명사/ncn+류/xsn+와/jct+의/jcm
여러	여러/mma
통사적	통사/ncn+적/xsn
,	,/sp
의미적	의미/ncn+적/xsn
관련에	관련/ncn+에/jca
초점이	초점/ncn+이/jcs
맞추어진	맞추/pvg+어/ecx+지/px+ㄴ/etm
개념이라고	개념/ncn+이/jp+라고/ecs
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
따라서	따라서/maj
위에서	위/ncn+에서/jca
살펴	살피/pvg+어/ecx
본	보/px+ㄴ/etm
한국어와	한국어/nq+와/jcj
관련한	관련/ncpa+하/xsv+ㄴ/etm
여러	여러/mma
분류에서도	분류/ncn+에서/jca+도/jxc
관계절은	관계/ncn+절/ncn+은/jxc
관형절의	관형/ncn+절/ncn+의/jcm
하위유형으로	하위/ncn+유형/ncn+으로/jca
분류될	분류/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
본	본/mmd
논의에서는	논의/ncn+에서/jca+는/jxc
남기심	남기심/nq
,	,/sp
고영근	고영근/nq
(	(/sl
1986	1986/nno
)	)/sr
의	의/jcm
분류를	분류/ncn+를/jco
기준으로	기준/ncn+으로/jca
한다면	하/pvg+ㄴ다면/ecs
관계	관계/ncn
관형절에	관형/ncn+절/ncn+에/jca
해당	해당/ncn
하는	하/pvg+는/etm
부문에	부문/ncn+에/jca
논의를	논의/ncn+를/jco
집중하게	집중/ncpa+하/xsv+게/ecx
될	되/px+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
즉	즉/maj
문장의	문장/ncn+의/jcm
한	한/nnc
성분이	성분/ncn+이/jcs
공백으로	공백/ncn+으로/jca
나타나는	나타나/pvg+는/etm
전통적으로	전통/ncn+적/xsn+으로/jca
관계구성으로	관계/ncn+구성/ncn+으로/jca
불리는	불리/pvg+는/etm
구조를	구조/ncn+를/jco
논의의	논의/ncn+의/jcm
대상으로	대상/ncn+으로/jca
삼는다	삼/pvg+는다/ef
.	./sf
한국어	한국어/nq
전체	전체/ncn
체계적인	체계/ncn+적/xsn+이/jp+ㄴ/etm
관점에서는	관점/ncn+에서/jca+는/jxc
관형이라는	관형/ncn+이/jp+라/ef+는/etm
구조로	구조/ncn+로/jca
관계절과	관계/ncn+절/ncn+과/jcj
여러	여러/mma
보문	보문/ncn
내지	내지/ncn
동격구조를	동격/ncn+구조/ncn+를/jco
포괄하여	포괄/ncpa+하/xsv+어/ecs
기술하는	기술/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
포괄적이고	포괄/ncn+적/xsn+이/jp+고/ecc
체계적이기	체계/ncn+적/xsn+이/jp+기/etn
때문에	때문/nbn+에/jca
관계구문을	관계/ncn+구문/ncn+을/jco
중점적으로	중점/ncn+적/xsn+으로/jca
논의한다고	논의/ncpa+하/xsv+ㄴ다/ef+고/ecs
해도	하/pvg+어도/ecs
,	,/sp
필요	필요/ncn
에	에/jca
따라	따르/pvg+아/ecx
보문	보문/ncn
내지	내지/ncn
동격구성	동격/ncn+구성/ncn
및	및/maj
기타	기타/ncn
새로	새로/mag
설정되는	설정/ncpa+되/xsv+는/etm
구성도	구성/ncn+도/jxc
함께	함께/mag
논의하도록	논의/ncpa+하/xsv+도록/ecx
한다	하/px+ㄴ다/ef
.	./sf
한편	한편/maj
한국어	한국어/nq
관형구성에	관형/ncn+구성/ncn+에/jca
있어서	있/paa+어서/ecs
관형절이	관형/ncn+절/ncn+이/jcs
수식하는	수식/ncpa+하/xsv+는/etm
명사구는	명사/ncn+구/ncn+는/jxc
다양한	다양/ncps+하/xsm+ㄴ/etm
부류로	부류/ncn+로/jca
나타나는데	나타나/pvg+는데/ecs
,	,/sp
이	이/mmd
수식명사구의	수식/ncn+명사/ncn+구/ncn+의/jcm
특성에	특성/ncn+에/jca
따라서도	따라서/maj+도/jxc
보문	보문/ncn
내지	내지/ncn
동격구성	동격/ncn+구성/ncn
{{	{/sl+{/sl
한편	한편/maj
'	'/sl
보문구성	보문/ncn+구성/ncn
'	'/sr
과	과/jcj
'	'/sl
동격구성	동격/ncn+구성/ncn
'	'/sr
은	은/jxc
관점에	관점/ncn+에/jca
따라	따르/pvg+아/ecs
차이가	차이/ncn+가/jcs
있을	있/paa+ㄹ/etm
수	수/nbn
있으나	있/paa+으나/ecs
본	본/mmd
논의에서는	논의/ncn+에서/jca+는/jxc
명시적으로	명시/ncn+적/xsn+으로/jca
구분하지	구분/ncpa+하/xsv+지/ecx
않고	않/px+고/ecc
같은	같/paa+은/etm
개념을	개념/ncn+을/jco
나타내는	나타내/pvg+는/etm
것으로	것/nbn+으로/jca
파악하고	파악/ncpa+하/xsv+고/ecs
함께	함께/mag
사용한다	사용/ncpa+하/xsv+ㄴ다/ef
.	./sf
}}	}/sr+}/sr
이	이/mmd
구분되기도	구분/ncpa+되/xsv+기/etn+도/jxc
한다	하/px+ㄴ다/ef
.	./sf
그러나	그러나/maj
이	이/mmd
수식명사구의	수식/ncn+명사/ncn+구/ncn+의/jcm
통사	통사/ncn
의미적	의미/ncn+적/xsn
특성이	특성/ncn+이/jcs
관형절	관형/ncn+절/ncn
내에	내/ncn+에/jca
공백과	공백/ncn+과/jcj
공지시될	공지시/ncpa+되/xsv+ㄹ/etm
수도	수/nbn+도/jxc
없고	없/px+고/ecc
또	또/maj
보문	보문/mmd
내지	내지/ncn
동격구성이	동격/ncn+구성/ncn+이/jcs
그	그/mmd
명사구의	명사/ncn+구/ncn+의/jcm
의미내용이라고도	의미/ncn+내용/ncn+이/jp+라고/ecs+도/jxc
보기	보/pvg+기/etn
어려운	어렵/paa+ㄴ/etm
경우도	경우/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
이와	이/npd+와/jct
더불어	더불/pvg+어/ecs
한국어의	한국어/nq+의/jcm
다양한	다양/ncps+하/xsm+ㄴ/etm
,	,/sp
소위	소위/mag
형식명사	형식/ncn+명사/ncn
구성도	구성/ncn+도/jxc
명시적으로	명시/ncn+적/xsn+으로/jca
관형절을	관형/ncn+절/ncn+을/jco
수식구로	수식/ncn+구/ncn+로/jca
취해야만	취하/pvg+어야/ecx+만/jxc
되는	되/pvg+는/etm
경우가	경우/ncn+가/jcs
많다	많/paa+다/ef
.	./sf
본	본/mmd
논의에서는	논의/ncn+에서/jca+는/jxc
이러한	이러하/pad+ㄴ/etm
모든	모든/mma
가능한	가능/ncpa+하/xsv+ㄴ/etm
구조를	구조/ncn+를/jco
다	다/mag
논의의	논의/ncn+의/jcm
대상으로	대상/ncn+으로/jca
삼지는	삼/pvg+지/ecx+는/jxc
않는다	않/px+는다/ef
.	./sf
다만	다만/mag
논의에	논의/ncn+에/jca
있어	있/paa+어/ecs
관여적이고	관여/ncn+적/xsn+이/jp+고/ecc
필요한	필요/ncps+하/xsm+ㄴ/etm
경우에는	경우/ncn+에/jca+는/jxc
제한된	제한/ncpa+되/xsv+ㄴ/etm
범위내에서	범위/ncn+내/nbn+에서/jca
이런	이런/mmd
유형들을	유형/ncn+들/xsn+을/jco
다루도록	다루/pvg+도록/ecx
한다	하/px+ㄴ다/ef
.	./sf
1	1/nno
.	./sf
3	3/nno
.	./sf
논의의	논의/ncn+의/jcm
구성	구성/ncn
본	본/mmd
논의의	논의/ncn+의/jcm
출발은	출발/ncn+은/jxc
관계구성과	관계/ncn+구성/ncn+과/jcj
관련한	관련/ncpa+하/xsv+ㄴ/etm
여러	여러/mma
기본개념과	기본/ncn+개념/ncn+과/jcj
연구사에	연구/ncn+사/xsn+에/jca
대한	대하/pvg+ㄴ/etm
고찰에서부터	고찰/ncn+에서/jca+부터/jxc
시작한다	시작/ncpa+하/xsv+ㄴ다/efc
.	./sf
따라서	따라서/maj
2	2/nno
장에서는	장/nbu+에서/jca+는/jxc
기간의	기간/ncn+의/jcm
관계구문의	관계/ncn+구문/ncn+의/jcm
연구사를	연구/ncn+사/xsn+를/jco
생성문법	생성/ncn+문법/ncn
초기의	초기/ncn+의/jcm
연구에서부터	연구/ncn+에서/jca+부터/jxc
,	,/sp
통사론	통사/ncn+론/xsn
위주의	위주/ncn+의/jcm
접근방법과	접근/ncn+방법/ncn+과/jcj
의미기능주의적	의미/ncn+기능/ncn+주의/ncn+적/xsn
접근방법으로	접근/ncn+방법/ncn+으로/jca
구분하여	구분/ncpa+하/xsv+어/ecs
고찰한다	고찰/ncpa+하/xsv+ㄴ다/ef
.	./sf
관계	관계/ncn
구성의	구성/ncn+의/jcm
기본개념으로	기본/ncn+개념/ncn+으로/jca
제한적	제한/ncn+적/xsn
용법과	용법/ncn+과/jcj
비제한적	비/xp+제한/ncn+적/xsn
용법의	용법/ncn+의/jcm
구분	구분/ncn
및	및/maj
관계절	관계/ncn+절/ncn
내에	내/ncn+에/jca
나타나는	나타나/pvg+는/etm
공백	공백/ncn
(	(/sl
gap	gap/f
)	)/sr
에	에/jca
대한	대하/pvg+ㄴ/etm
접근방법	접근/ncn+방법/ncn
,	,/sp
용언의	용언/ncn+의/jcm
활용어미로	활용/ncn+어미/ncn+로/jca
나타나는	나타나/pvg+는/etm
관형사형	관형사/ncn+형/xsn
어미의	어미/ncn+의/jcm
종류	종류/ncn
및	및/maj
분류	분류/ncn
,	,/sp
그리고	그리고/maj
관계절에	관계/ncn+절/ncn+에/jca
공백	공백/ncn
자리에	자리/ncn+에/jca
나타나는	나타나/pvg+는/etm
소위	소위/mag
복귀대명사	복귀/ncn+대명사/ncn
(	(/sl
resumptive	resumptive/f
pronoun	pronoun/f
)	)/sr
구성에	구성/ncn+에/jca
대해	대하/pvg+어/ecs
논의한다	논의/ncpa+하/xsv+ㄴ다/ef
.	./sf
특히	특히/mag
복귀대명사	복귀/ncn+대명사/ncn
구성은	구성/ncn+은/jxc
공백이	공백/ncn+이/jcs
나타나는	나타나/pvg+는/etm
경우보다	경우/ncn+보다/jca
핵심명사의	핵심/ncn+명사/ncn+의/jcm
강조나	강조/ncn+나/jcj
제한의	제한/ncn+의/jcm
정도에	정도/ncn+에/jca
있어	있/paa+어/ecs
변화를	변화/ncn+를/jco
의도하는	의도/ncpa+하/xsv+는/etm
경우라는	경우/ncn+라는/emt
것을	것/nbn+을/jco
논의할	논의/ncpa+하/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
3	3/nno
장은	장/nbu+은/jxc
한국어	한국어/nq
관계구성의	관계/ncn+구성/ncn+의/jcm
통사론적	통사/ncn+론/xsn+적/xsn
특징에	특징/ncn+에/jca
관한	관하/pvg+ㄴ/etm
것으로	것/nbn+으로/jca
,	,/sp
기존의	기존/ncn+의/jcm
접근성위계나	접근/ncn+성/xsn+위계/ncn+나/jcj
의미	의미/ncn
역위계	역/xp+위계/ncn
등의	등/ncn+의/jcm
관계화	관계/ncn+화/xsn
위계와	위계/ncn+와/jct
달리	달리/mag
보충어	보충/ncn+어/xsn
(	(/sl
complement	complement/f
)	)/sr
와	와/jcj
첨가어	첨가/ncn+어/xsn
(	(/sl
adjunct	adjunct/f
)	)/sr
라는	라는/etm
개념으로	개념/ncn+으로/jca
관계화에	관계/ncn+화/xsn+에/jca
접근한다	접근/ncpa+하/xsv+ㄴ다/ef
.	./sf
관계절이	관계/ncn+절/ncn+이/jcs
결합하는	결합/ncpa+하/xsv+는/etm
핵심명사의	핵심/ncn+명사/ncn+의/jcm
의미를	의미/ncn+를/jco
더	더/mag
특정화하거나	특정/ncpa+화/xsn+하/xsv+거나/ecc
제한하는	제한/ncpa+하/xsv+는/etm
기능이	기능/ncn+이/jcs
있다면	있/paa+다면/ecs
,	,/sp
일반적으로	일반/ncn+적/xsn+으로/jca
의미적으로	의미/ncn+적/xsn+으로/jca
제한되는	제한/ncpa+되/xsv+는/etm
요소인	요소/ncn+이/jp+ㄴ/etm
첨가어와	첨가/ncn+어/xsn+와/jcj
그렇지	그렇/pad+지/ecx
않은	않/px+은/etm
보충어는	보충/ncn+어/xsn+는/jxc
관계화	관계/ncn+화/xsn
가능성에	가능/ncn+성/xsn+에/jca
제약이	제약/ncn+이/jcs
있을	있/paa+ㄹ/etm
수	수/nbn
있는데	있/paa+는데/ecs
,	,/sp
이를	이/npd+를/jco
단문에서의	단문/ncn+에서/jca+의/jcm
관계화와	관계/ncn+화/xsn+와/jct
소위	소위/mag
섬제약	섬제약/ncn
(	(/sl
island	island/f
constraint	constraint/f
)	)/sr
을	을/jco
어기고	어기/pvg+고/ecs
관계화가	관계/ncn+화/xsn+가/jcs
이루어지는	이루/pvg+어/ecx+지/px+는/etm
복합구성에서	복합/ncn+구성/ncn+에서/jca
그	그/mmd
가능성에	가능/ncn+성/xsn+에/jca
차이가	차이/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
일반적으로	일반/ncn+적/xsn+으로/jca
보충어와	보충/ncn+어/xsn+와/jct
첨가어는	첨가/ncn+어/xsn+는/jxc
다	다/mag
관계화될	관계/ncpa+화/xsn+되/xsv+ㄹ/etm
수	수/nbn
있으나	있/paa+으나/ecs
,	,/sp
서술어의	서술/ncn+어/xsn+의/jcm
특정한	특정/ncpa+하/xsv+ㄴ/etm
의미와	의미/ncn+와/jcj
연관이	연관/ncn+이/jcs
있는	있/paa+는/etm
첨가어는	첨가/ncn+어/xsn+는/jxc
그	그/mmd
가능성이	가능/ncn+성/xsn+이/jcs
낮고	낮/paa+고/ecc
,	,/sp
특히	특히/mag
복합구성에서	복합/ncn+구성/ncn+에서/jca
내포된	내포/ncpa+되/xsv+ㄴ/etm
절이	절/ncn+이/jcs
첨가절	첨가/ncn+절/ncn
(	(/sl
adjunct	adjunct/f
clause	clause/f
)	)/sr
일	이/jp+ㄹ/etm
때	때/ncn
이	이/mmd
절에서	절/ncn+에서/jca
첨가어가	첨가/ncn+어/xsn+가/jxc
상위문의	상위/ncn+문/ncn+의/jcm
핵심명사로	핵심/ncn+명사/ncn+로/jca
되는	되/pvg+는/etm
관계화는	관계/ncn+화/xsn+는/jxc
그	그/npp
가능성이	가능/ncn+성/xsn+이/jcs
아주	아주/mag
낮아진다	낮/paa+아/ecx+지/px+ㄴ다/ef
