<tdmsfile>
<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0006.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0006.txt </filename>
<title>허공의 몸을 찾아서 </title>
<author>석지명  </author>
<date>1993  </date>
<publisher>불교시대사  </publisher>
<kdc>223  </kdc>
<ddc>294.38  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
법구경은	법구경/nq+은/jxc
한글로	한글/nq+로/jca
옮겨진	옮기/pvg+어/ecx+지/px+ㄴ/etm
것이라는	것/nbn+이/jp+라는/etm
데	데/nbn
큰	크/paa+ㄴ/etm
의미가	의미/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
지금까지	지금/ncn+까지/jxc
많은	많/paa+은/etm
번역의	번역/ncn+의/jcm
과정을	과정/ncn+을/jco
거치면서	거치/pvg+면서/ecs
의미가	의미/ncn+가/jcs
굴절될	굴절/ncpa+되/xsv+ㄹ/etm
위험을	위험/ncn+을/jco
안고	안/pvg+고/ecx
있는	있/px+는/etm
법구경	법구경/nq
을	을/jco
보았다	보/pvg+았/ep+다/ef
.	./sf
마가다어	마가다어/nq
또는	또는/maj
다른	다르/paa+ㄴ/etm
인도방언에서	인도/nq+방언/ncn+에서/jca
팔리어로	팔리어/nq+로/jca
,	,/sp
팔리어에서	팔리어/nq+에서/jca
범어로	범어/nq+로/jca
,	,/sp
범어에서	범어/nq+에서/jca
한문으로	한문/nq+으로/jca
,	,/sp
한문에서	한문/nq+에서/jca
한글로	한글/nq+로/jca
번역된	번역/ncpa+되/xsv+ㄴ/etm
것을	것/nbn+을/jco
읽어	읽/pvg+어/ecx
보았기	보/px+았/ep+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
법구경	법구경/nq
은	은/jxc
석가모니부처님	석가모니/nq+부처/ncn+님/xsn
재세시의	재세/ncn+시/nbn+의/jcm
환경과	환경/ncn+과/jcj
경우에	경우/ncn+에/jca
따라서	따르/pvg+아서/ecc
또	또/maj
출가한	출가/ncpa+하/xsv+ㄴ/etm
제자들의	제자/ncn+들/xsn+의/jcm
끈기에	끈기/ncn+에/jca
따라서	따르/pvg+아서/ecc
설한	설/ncpa+하/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그	그/mmd
내용은	내용/ncn+은/jxc
극히	극히/mag
간결하고	간결/ncps+하/xsm+고/ecs
청초하면서도	청초/ncps+하/xsm+면서/ecs+도/jxc
종교적이고	종교/ncn+적/xsn+이/jp+고/ecc
도덕적인	도덕/ncn+적/xsn+이/jp+ㄴ/etm
향취를	향취/ncn+를/jco
물씬	물씬/mag
풍기고	풍기/pvg+고/ecs
있다	있/paa+다/ef
.	./sf
불교인으로서의	불교/nq+인/xsn+으로서/jca+의/jcm
구도자세와	구도/ncn+자세/ncn+와/jcj
정신을	정신/ncn+을/jco
함양하는	함양/ncpa+하/xsv+는/etm
데	데/nbn
기본적	기본/ncn+적/xsn
경전인	경전/ncn+이/jp+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
사성제	사성제/ncn
.	./sf
삼법인	삼법인/ncn
.	./sf
십이인연이	십이인연/ncn+이/jcs
수학의	수학/ncn+의/jcm
공식이라고	공식/ncn+이/jp+라고/ecs
한다면	하/pvg+ㄴ다면/ecs
이	이/mmd
법구경	법구경/nq
에	에/jca
나오는	나오/pvg+는/etm
내용은	내용/ncn+은/jxc
공식을	공식/ncn+을/jco
표면에	표면/ncn+에/jca
내세우지	내세우/pvg+지/ecx
않고	않/px+고/ecc
그	그/mmd
공식이	공식/ncn+이/jcs
목표하하는	목표/ncpa+하/xsv+는/etm
바에	바/nbn+에/jca
이르게	이르/pvg+게/ecx
하는	하/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
어떤	어떤/mmd
이론을	이론/ncn+을/jco
내세워서	내세우/pvg+어서/ecs
고통이	고통/ncn+이/jcs
일어나는	일어나/pvg+는/etm
원인을	원인/ncn+을/jco
밝히는	밝히/pvg+는/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
단순히	단순/ncn+히/xsa
편안해지는	편안/ncps+하/xsm+어/ecx+지/px+는/etm
마음가짐이나	마음가짐/ncn+이나/jcj
행동거지를	행동거지/ncn+를/jco
갖게	갖/pvg+게/ecx
함으로서	하/px+ㅁ/etn+으로서/jca
모든	모든/mma
이론을	이론/ncn+을/jco
쉬면서도	쉬/pvg+면서/ecs+도/jxc
실천하게	실천/ncpa+하/xsv+게/ecx
만드는	만들/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
2	2/nno
.	./sf
코끼리와	코끼리/ncn+와/jcj
마음다스리기	마음/ncn+다스리/pvg+기/etn
(	(/sl
법구경	법구경/nq
2	2/nno
)	)/sr
발정한	발정/ncpa+하/xsv+ㄴ/etm
코끼리는	코끼리/ncn+는/jxc
누구인가	누구/npp+이/jp+ㄴ가/ef
,	,/sp
우리가	우리/npp+가/jcc
아니겠는가	아니/paa+겠/ep+는가/ef
어찌	어찌/mad
꼭	꼭/mag
발정을	발정/ncn+을/jco
음양의	음양/ncn+의/jcm
관계로만	관계/ncn+로/jca+만/jxc
해석해야겠는가	해석/ncpa+하/xsv+어야/ecs+겠/ep+는가/ef
.	./sf
돈과	돈/ncn+과/jcj
명예를	명예/ncn+를/jco
향한	향하/pvg+ㄴ/etm
흥분도	흥분/ncn+도/jxc
일종의	일종/ncn+의/jcm
발정이	발정/ncn+이/jcc
아니겠는가	아니/paa+겠/ep+는가/ef
법구경	법구경/nq
예문의	예문/ncn+의/jcm
내용을	내용/ncn+을/jco
보고자	보/pvg+고자/ecs
필자는	필자/ncn+는/jxc
지금	지금/ncn
거해스님이	거해스님/nq+이/jcs
번역한	번역/ncpa+하/xsv+ㄴ/etm
팔리어본	팔리어/nq+본/xsn
법구비유경을	법구비유경/nq+을/jco
책상	책상/ncn
앞에	앞/ncn+에/jca
놓고	놓/pvg+고/ecx
있다	있/px+다/ef
.	./sf
게송	게송/ncn
326	326/nno
부터는	부터는/jxc
코끼리를	코끼리/ncn+를/jco
중심으로	중심/ncn+으로/jca
개의	개/ncn+의/jcm
가르침이	가르치/pvg+ㅁ/etn+이/jcs
나오고	나오/pvg+고/ecc
부처님은	부처/ncn+님/xsn+은/jxc
자기절제와	자기/npp+절제/ncn+와/jcj
내면적	내면/ncn+적/xsn
자유를	자유/ncn+를/jco
강조한다	강조/ncpa+하/xsv+ㄴ다/ef
.	./sf
먼저	먼저/mag
인연비유담에	인연/ncn+비유/ncn+담/xsn+에/jca
이어서	잇/pvg+어서/ecs
게송이	게송/ncn+이/jcs
읊어진다	읊/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
한	한/nnc
소년이	소년/ncn+이/jcs
부처님	부처/ncn+님/xsn
말씀이	말씀/ncn+이/jcs
담긴	담기/pvg+ㄴ/etm
게송을	게송/ncn+을/jco
아주	아주/mag
유창하게	유창/ncps+하/xsm+게/ecx
외웠다	외우/pvg+었/ep+다/ef
.	./sf
그리고는	그리고/maj+는/jxc
그	그/mmd
공덕을	공덕/ncn+을/jco
(	(/sl
多劫生來	多劫生來/ncn
)	)/sr
의	의/jcm
부모님들에게	부모/ncn+님/xsn+들/xsn+에게/jca
회향한다고	회향/ncpa+하/xsv+ㄴ다/ef+고/jcr
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
이때	이/npd+때/ncn
,	,/sp
그	그/mmd
소년의	소년/ncn+의/jcm
전생	전생/ncn
어머니는	어머니/ncn+는/jxc
저승에서	저승/ncn+에서/jca
그말을	그/mmd+말/ncn+을/jco
듣고	듣/pvg+고/ecs
기뻐했다	기뻐하/pvg+었/ep+다/ef
.	./sf
소년의	소년/ncn+의/jcm
회향공덕	회향공덕/ncn
때문에	때문/nbn+에/jca
다른	다르/paa+ㄴ/etm
귀신들로부터	귀신/ncn+들/xsn+로/jca+부터/jxc
존경을	존경/ncn+을/jco
받았는데	받/pvg+았/ep+는데/ecs
소년이	소년/ncn+이/jcs
출가해서	출가/ncpa+하/xsv+어서/ecs
비구가	비구/ncn+가/jcc
되기로	되/pvg+기/etn+로/jca
결심해야	결심/ncpa+하/xsv+어야/ecs
할	하/pvg+ㄹ/etm
순간	순간/ncn
소년의	소년/ncn+의/jcm
마음이	마음/ncn+이/jcs
변했다	변하/pvg+었/ep+다/ef
.	./sf
소년은	소년/ncn+은/jxc
때묻고	때/ncn+묻/pvg+고/ecc
해진	해어지/paa+ㄴ/etm
옷을	옷/ncn+을/jco
입고	입/pvg+고/ecs
금생의	금생/ncn+의/jcm
어머니에게	어머니/ncn+에게/jca
가서	가/pvg+서/ecs
출가하고	출가/ncpa+하/xsv+고/ecx
싶지	싶/px+지/ecx
않다고	않/px+다/ef+고/jcr
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
소년의	소년/ncn+의/jcm
결심을	결심/ncn+을/jco
안	알/pvg+ㄴ/etm
금생의	금생/ncn+의/jcm
어머니는	어머니/ncn+는/jxc
소년이	소년/ncn+이/jcs
하고	하/pvg+고/ecx
싶은대로	싶/px+은/jxc+대로/jca
내버려둘	내버리/pvg+어/ecx+두/px+ㄹ/etm
작정이었으나	작정/ncn+이/jp+었/ep+으나/ecs
,	,/sp
전생의	전생/ncn+의/jcm
어머니는	어머니/ncn+는/jxc
소년이	소년/ncn+이/jcs
출가하지	출가/ncpa+하/xsv+지/px
않으면	않/px+으면/ecs
다른	다르/paa+ㄴ/etm
귀신들	귀신/ncn+들/xsn
사이에서	사이/ncn+에서/jca
체면이	체면/ncn+이/jcs
크게	크/paa+게/ecx
깎일	깎이/pvg+ㄹ/etm
처지였다	처지/ncn+이/jp+었/ep+다/ef
.	./sf
그래서	그래서/maj
소년의	소년/ncn+의/jcm
몸에	몸/ncn+에/jca
들어가	들/pvg+어/ecs+가/pvg+아/ecs
소년이	소년/ncn+이/jcs
발작을	발작/ncn+을/jco
일으키며	일으키/pvg+며/ecs
정신을	정신/ncn+을/jco
잃게	잃/pvg+게/ecx
만들었다	만들/px+었/ep+다/ef
.	./sf
사람들이	사람/ncn+들/xsn+이/jcs
소년의	소년/ncn+의/jcm
발작을	발작/ncn+을/jco
보기	보/pvg+기/etn
위해	위하/pvg+어/ecx
모였다	모이/pvg+었/ep+다/ef
.	./sf
전생의	전생/ncn+의/jcm
어머니	어머니/ncn
귀신은	귀신/ncn+은/jxc
소년이	소년/ncn+이/jcs
정신없는	정신/ncn+없/paa+는/etm
상태에서	상태/ncn+에서/jca
이렇게	이렇/pad+게/ecx
외우게	외우/pvg+게/ecx
했다	하/px+었/ep+다/ef
.	./sf
"	"/sl
저는	저/npp+는/jxc
어리석은	어리석/paa+은/etm
생각으로	생각/ncn+으로/jca
승가대중을	승가/ncn+대중/ncn+을/jco
떠나	떠나/pvg
세속인이	세속/ncn+인/xsn+이/jcc
되려	되/pvg+려/ecs
하고	하/pvg+고/ecx
있습니다	있/px+습니다/ef
.	./sf
만약	만약/mag
제가	제/npp+가/jcs
이처럼	이/npd+처럼/jca
행동한다면	행동/ncn+하/xsm+ㄴ다면/ecs
저는	저/npp+는/jxc
고통으로부터	고통/ncn+으로/jca+부터/jxc
벗어나지	벗어나/pvg+지/ecx
못할	못하/px+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sr
얼마	얼마/ncn
후	후/ncn
,	,/sp
정신을	정신/ncn+을/jco
차려	차리/paa+어/ecs
부끄러워하는	부끄럽/paa+어/ecx+하/px+는/etm
소년에게	소년/ncn+에게/jca
금생의	금생/ncn+의/jcm
어머니는	어머니/ncn+는/jxc
지금까지	지금/ncn+까지/jxc
발작해서	발작/ncpa+하/xsv+어서/ecs
정신을	정신/ncn+을/jco
잃은	잃/pvg+은/etm
가운데	가운데/ncn
일어난	일어나/pvg+ㄴ/etm
일을	일/pvg+을/jco
모두	모두/mag
말해	말/ncpa+하/xsv+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
어머니로부터	어머니/ncn+로/jca+부터/jxc
엄청난	엄청나/paa+ㄴ/etm
이야기를	이야기/ncn+를/jco
들은	듣/pvg+ㄴ/etm
소년은	소년/ncn+은/jxc
출가하여	출가/ncpa+하/xsv+여/ecs
비구가	비구/ncn+가/jcc
되었다	되/pvg+었/ep+다/ef
.	./sf
그리고는	그리고/maj+는/jxc
부처님	부처/ncn+님/xsn
앞에	앞/ncn+에/jca
나아가	나아가/pvg+아/ecs
사정을	사정/ncn+을/jco
말씀드리고	말씀/ncn+드리/px+고/ecc
한동안의	한동안/ncn+의/jcm
어리석음을	어리석/paa+음/etn+을/jco
참회했다	참회/ncpa+하/xsv+었/ep+다/ef
.	./sf
이때	이/npd+때/ncn
부처님은	부처/ncn+님/xsn+은/jxc
소년에게	소년/ncn+에게/jca
게송으로	게송/ncn+으로/jca
가르침을	가르치/pvg+ㅁ/etn+을/jco
주셨다	주/pvg+시/ep+었/ep+다/ef
.	./sf
지난	지나/pvg+ㄴ/etm
과거	과거/ncn
네	네/npp
마음은	마음/ncn+은/jxc
정처없이	정처/ncn+없/paa+이/xsa
방황하며	방황/ncpa+하/xsv+며/ecc
좋은	좋/paa+은/etm
것을	것/nbn+을/jco
따라가	따르/pvg+아/ecs+가/pvg+아/ecs
그것을	그것/npd+을/jco
즐겼었다	즐기/pvg+었/ep+었/ep+다/ef
.	./sf
자	자/ii
,	,/sp
이제는	이제/ncn+는/jxc
네	네/npp
마음을	마음/ncn+을/jco
현명하게	현명/ncps+하/xsm+게/ecs
다스려라	다스리/pvg+어라/ef
.	./sf
마치	마치/mag
조련사가	조련/ncn+사/xsn+가/jcs
발정한	발정/ncpa+하/xsv+ㄴ/etm
코끼리를	코끼리/ncn+를/jco
뾰족한	뾰족하/paa+ㄴ/etm
쇠끝으로	쇠끝/ncn+으로/jca
다스리듯이	다스리/pvg+듯이/ecs
.	./sf
부처님의	부처/ncn+님/xsn+의/jcm
설법을	설법/ncn+을/jco
들은	듣/pvg+은/etm
소년은	소년/ncn+은/jxc
열심히	열심/ncn+히/xsm
수도하여	수도/ncpa+하/xsv+어/ecs
마침내	마침내/mag
고집멸도	고집멸도/ncn
사성제를	사성제/ncn+를/jco
깨닫고	깨닫/pvg+고/ecc
아라한과를	아라한과/ncn+를/jco
증득하였다	증득/ncpa+하/xsv+었/ep+다/ef
.	./sf
법구경	법구경/nq
의	의/jcm
말씀은	말씀/ncn+은/jxc
아주	아주/mag
이해하기	이해/ncpa+하/xsv+기/etn
쉽다	쉽/paa+다/ef
.	./sf
게송	게송/ncn
앞의	앞/ncn+의/jcm
인연비유담에서	인연/ncn+비유/ncn+담/xsn+에서/jca
보고	보/pvg+고/ecx
기뻐하던	기뻐하/pvg+던/etm
전생의	전생/ncn+의/jcm
어머니가	어머니/ncn+가/jcs
소년이	소년/ncn+이/jcs
부처님의	부처/ncn+님/xsn+의/jcm
성스러운	성/ncn+스럽/xsm+ㄴ/etm
게송을	게송/ncn+을/jco
외운	외우/pvg+ㄴ/etm
공덕을	공덕/ncn+을/jco
자신에게	자신/npp+에게/jca
돌리는	돌리/pvg+는/etm
것을	것/nbn+을/jco
보고	보/pvg+고/ecx
기뻐하던	기뻐하/pvg+던/etm
전생의	전생/ncn+의/jcm
어머니가	어머니/ncn+가/jcs
소년의	소년/ncn+의/jcm
몸에	몸/ncn+에/jca
들어가	들/pvg+어/ecs+가/pvg+아/ecs
소년을	소년/ncn+을/jco
발작하게	발작/ncpa+하/xsv+게/ecx
하는	하/px+는/etm
장면과	장면/ncn+과/jcj
그로	그/npd+로/jca
인해	인하/pvg+어/ecs
소년이	소년/ncn+이/jcs
새로운	새롭/paa+ㄴ/etm
결심을	결심/ncn+을/jco
하는	하/pvg+는/etm
것이	것/nbn+이/jcs
두드러지게	두드러지/pvg+게/ecx
보인다	보이/px+ㄴ다/ef
.	./sf
이어서	잇/pvg+어서/ecs
자신	자신/ncn
다스리기를	다스리/pvg+기/etn+를/jco
조련사가	조련/ncn+사/xsn+가/jcs
발정한	발정/ncpa+하/xsv+ㄴ/etm
코끼리를	코끼리/ncn+를/jco
쇠끝으로	쇠끝/ncn+으로/jca
다스리듯	다스리/pvg+듯/ecs
하라는	하/pvg+라/ef+는/etm
게송이	게송/ncn+이/jcs
나온다	나오/pvg+ㄴ다/ef
.	./sf
여기서	여기/npd+서/jca
소년이	소년/ncn+이/jcs
발작한	발작/ncpa+하/xsv+ㄴ/etm
것은	것/nbn+은/jxc
자기가	자기/ncn+가/jcs
고의로	고의/ncn+로/jca
한	하/pvg+ㄴ/etm
것이	것/nbn+이/jcc
아니었다	아니/paa+었/ep+다/ef
.	./sf
전생의	전생/ncn+의/jcm
어머니	어머니/ncn
귀신이	귀신/ncn+이/jcs
소년을	소년/ncn+을/jco
발작하게	발작/ncpa+하/xsv+게/ecx
만들었으므로	만들/px+었/ep+으므로/ecs
소년에게	소년/ncn+에게/jca
발작의	발작/ncn+의/jcm
책임이	책임/ncn+이/jcs
없다	없/paa+다/ef
.	./sf
그러나	그러나/maj
부처님은	부처/ncn+님/xsn+은/jxc
귀신이	귀신/ncn+이/jcs
자기에게	자기/npp+에게/jca
들어와서	듣/pvg+어/ecs+오/pvg+아서/ecs
일을	일/ncn+을/jco
만들고	만들/pvg+고/ecx
나가서라도	나가/pvg+서라도/ecs
그	그/mmd
책임은	책임/ncn+은/jxc
소년에게	소년/ncn+에게/jca
있다고	있/paa+다고/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
꼭	꼭/mag
출가해야	출가/ncpa+하/xsv+어야/ecs
할	하/pvg+ㄹ/etm
소년이	소년/ncn+이/jcs
마음에	마음/ncn+에/jca
바람이	바람/ncn+이/jcs
들어	들/pvg+어/ecx
출가할	출가/ncpa+하/xsv+ㄹ/etm
마음을	마음/ncn+을/jco
바꿈으로써	바꾸/pvg+ㅁ/etn+으로써/jca
마음에	마음/ncn+에/jca
귀신이	귀신/ncn+이/jcs
들어올	들/pvg+어/ecs+오/pvg+ㄹ/etm
틈을	틈/ncn+을/jco
주었기	주/pvg+었/ep+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
소년은	소년/ncn+은/jxc
자신을	자신/ncn+을/jco
조절하지	조절/ncpa+하/xsv+지/ecx
못하고	못하/px+고/ecx
발작한	발작/ncpa+하/xsv+ㄴ/etm
것에	것/nbn+에/jca
대한	대하/pvg+ㄴ/etm
책임을	책임/ncn+을/jco
져야	지/pvg+어야/ecs
한다는	하/pvg+ㄴ다는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
또	또/mag
게송이	게송/ncn+이/jcs
전해	전하/pvg+어/ecx
주는	주/px+는/etm
비유가	비유/ncn+가/jcs
인상적이다	인상/ncn+적/xsn+이/jp+다/ef
.	./sf
세속으로	세속/ncn+으로/jca
돌아갈까	돌/pvg+아/ecs+가/pvg+ㄹ까/ef
하고	하/px+고/ecc
망심	망심/ncn
(	(/sl
妄心	妄心/ncn
)	)/sr
을	을/jco
품었던	품/pvg+었/ep+던/etm
소년에게	소년/ncn+에게/jca
흔들리는	흔들리/pvg+는/etm
자기자신의	자기/npp+자신/ncn+의/jcm
통제를	통제/ncn+를/jco
마치	마치/mag
코끼리조련사가	코끼리/ncn+조련/ncn+사/xscn+가/jcs
발정한	발정/ncpa+하/xsv+ㄴ/etm
코끼리를	코끼리/ncn+를/jco
쇠꼬챙이로	쇠/ncn+꼬챙이/ncn+로/jca
다루듯	다루/pvg+듯/ecs
하라고	하/pvg+라고/ecs
부처님은	부처/ncn+님/xsn+은/jxc
설한다	설/ncpa+하/xsv+ㄴ다/ef
.	./sf
필자는	필자/ncn+는/jxc
코끼리가	코끼리/ncn+가/jcs
발정하면	발정/ncpa+하/xsv+면/ecs
얼마나	얼마나/mag
날뛰는지	날뛰/pvg+는지/ecs
또	또/maj
조련사가	조련/ncn+사/xsn+가/jcs
어떻게	어떻/pad+게/xsa
발정한	발정/ncpa+하/xsv+ㄴ/etm
코끼리의	코끼리/ncn+의/jcm
흥분을	흥분/ncn+을/jco
가라앉게	가라앉/pvg+게/ecx
하는지	하/px+는지/ecs
보지	보/pvg+지/ecx
못했다	못하/px+었/ep+다/ef
.	./sf
아마도	아마도/mag
발정한	발정/ncpa+하/xsv+ㄴ/etm
코끼리는	코끼리/ncn+는/jxc
무서울	무섭/paa+ㄹ/etm
정도로	정도/ncn+로/jca
날뛸	날뛰/pvg+ㄹ/etm
것이고	것/nbn+이/jp+고/ecc
조련사는	조련/ncn+사/xsn+는/jxc
무자비하게	무/xp+자비/ncps+하/xsm+게/jca
쇠꼬챙이를	쇠/ncn+꼬챙이/ncn+를/jco
쓸	쓰/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
짐작된다	짐작/ncpa+되/xsv+ㄴ다/ef
.	./sf
발정한	발정/ncpa+하/xsv+ㄴ/etm
코끼리는	코끼리/ncn+는/jxc
누구인가	누구/npp+이/jp+ㄴ가/ef
.	./sf
우리가	우리/npp+가/jcc
아니겠는가	아니/paa+겠/ep+는가/ef
.	./sf
어찌	어찌/mag
꼭	꼭/mag
발정을	발정/ncn+을/jco
음양의	음양/ncn+의/jcm
관계로만	관계/ncn+로/jca+만/jxc
해석해야겠는가	해석/ncpa+하/xsv+어야/ecs+겠/ep+는가/ef
.	./sf
돈과	돈/ncn+과/jcj
명예를	명예/ncn+를/jco
향한	향하/pvg+ㄴ/etm
흥분도	흥분/ncn+도/jxc
일종의	일종/ncn+의/jcm
발정이	발정/ncn+이/jcc
아니겠는가	아니/paa+겠/ep+는가/ef
.	./sf
남과	남/ncn+과/jct
비교하고	비교/ncpa+하/xsv+고/ecc
남을	남/ncn+을/jco
시샘하고	시샘/ncpa+하/xsv+고/ecc
남을	남/ncn+을/jco
원망하는	원망/ncpa+하/xsv+는/etm
것도	것/nbn+도/jxc
일종의	일종/ncn+의/jcm
발정이	발정/ncn+이/jcc
아니겠는가	아니/paa+겠/ep+는가/ef
.	./sf
부처님은	부처/ncn+님/xsn+은/jxc
쇠끝으로	쇠끝/ncn+으로/jca
달아오르는	달/pvg+아/ecs+오르/pvg+는/etm
흥분을	흥분/ncn+을/jco
찌르라고	찌르/pvg+라고/ecs
설한다	설/ncpa+하/xsv+ㄴ다/ef
.	./sf
계속해서	계속/ncpa+하/xsv+어서/ecs
다음	다음/ncn
코끼리	코끼리/ncn
이야기가	이야기/ncn+가/jcs
나온다	나오/pvg+ㄴ다/ef
.	./sf
젊었을	젊/paa+었/ep+을/etm
때	때/ncn
힘이	힘/ncn+이/jcs
세고	세/paa+고/ecx
강했던	강하/paa+었/ep+던/etm
코끼리가	코끼리/ncn+가/jcs
물을	물/ncn+을/jco
마시려고	마시/pvg+려고/ecs
늪에	늪/ncn+에/jca
들어갔다가	들/pvg+어/ecs+가/pvg+았/ep+다가/ecs
그곳에	그곳/npd+에/jca
빠졌다	빠지/pvg+었/ep+다/ef
.	./sf
상황을	상황/ncn+을/jco
살펴본	살피/pvg+어/ecx+보/px+ㄴ/etm
조련사는	조련/ncn+사/xsn+는/jxc
사람의	사람/ncn+의/jcm
힘으로는	힘/ncn+으로/jca+는/jxc
도저히	도저히/mag
코끼리를	코끼리/ncn+를/jco
끌어올릴	끌/pvg+어/ecs+올리/pvg+ㄹ/etm
수	수/nbn
없다는	없/paa+다/ef+는/etm
것을	것/nbn+을/jco
알고	알/pvg+고/ecc
꾀를	꾀/ncn+를/jco
내어	내/pvg+어/ecs
군악대를	군악대/ncn+를/jco
불렀다	부르/pvg+었/ep+다/ef
.	./sf
군악대로	군악대/ncn+로/jca
하여금	하여금/mag
힘차고	힘차/paa+고/ecc
씩씩한	씩씩하/paa+ㄴ/etm
군악을	군악/ncn+을/jco
연주하게	연주/ncpa+하/xsv+게/ecx
했다	하/px+었/ep+다/ef
.	./sf
그	그/mmd
음악을	음악/ncn+을/jco
들으면서	듣/pvg+으면서/ecs
늪에	늪/ncn+에/jca
빠진	빠지/pvg+ㄴ/etm
코끼리는	코끼리/ncn+는/jxc
자신이	자신/ncn+이/jcs
전쟁에	전쟁/ncn+에/jca
나가는	나가/pvg+는/etm
듯한	듯하/px+ㄴ/etm
기분을	기분/ncn+을/jco
일으키며	일으키/pvg+며/ecs
힘을	힘/ncn+을/jco
모아	모으/pvg+아/ecs
몸을	몸/ncn+을/jco
늪으로부터	늪/ncn+으로/jca+부터/jxc
솟구쳐서	솟구치/pvg+어서/ecs
언덕으로	언덕/ncn+으로/jca
올라왔다	오르/pvg+아/ecs+오/pvg+았/ep+다/ef
.	./sf
그	그/mmd
광경을	광경/ncn+을/jco
목격한	목격/ncpa+하/xsv+ㄴ/etm
비구들이	비구/ncn+들/xsn+이/jcs
그	그/mmd
사실을	사실/ncn+을/jco
부처님께	부처/ncn+님/xsn+께/jca
사뢰자	사뢰/pvg+자/ecs
부처님은	부처/ncn+님/xsn+은/jxc
게송을	게송/ncn+을/jco
읊으셨다	읊/pvg+으시/ep+었/ep+다/ef
.	./sf
마음을	마음/ncn+을/jco
집중해서	집중/ncpa+하/xsv+어서/ecs
힘차게	힘/ncn+차/pvg+게/ecs
수행하여	수행/ncpa+하/xsv+어/ecs
자기마음을	자기/npp+마음/ncn+을/jco
잘	잘/mag
다스려라	다스리/pvg+어라/ef
.	./sf
늪	늪/ncn
속의	속/ncn+의/jcm
코끼리가	코끼리/ncn+가/jcs
자기	자기/npp
힘으로	힘/ncn+으로/jca
늪을	늪/ncn+을/jco
빠져	빠지/pvg+어/ecs
나오듯	나오/pvg+듯/ecs
너희도	너희/npp+도/jxc
번뇌의	번뇌/ncn+의/jcm
늪에서	늪/ncn+에서/jca
스스로	스스로/mag
빠져	빠지/pvg+어/ecs
나오라	나오/pvg+라/ef
.	./sf
우리는	우리/npp+는/jxc
목마른	목마르/paa+ㄴ/etm
늙은	늙/pvg+은/etm
코끼리이다	코끼리/ncn+이/jp+다/ef
.	./sf
물을	물/ncn+을/jco
얻기	얻/pvg+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
늪	늪/ncn
가까이	가깝/paa+이/xsa
가야	가/pvg+야/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
다겁생래의	다겁생래/ncn+의/jcm
무거운	무겁/paa+ㄴ/etm
업의	업/ncn+의/jcm
무게는	무게/ncn+는/jxc
우리를	우리/npp+를/jco
자칫	자칫/mag
늪에	늪/ncn+에/jca
빠지게	빠지/pvg+게/ecx
하며	하/px+며/ecc
우리가	우리/npp+가/jcs
쌓아온	쌓/pvg+아/ecx+오/px+ㄴ/etm
업의	업/ncn+의/jcm
무게를	무게/ncn+를/jco
들	들/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것은	것/nbn+은/jxc
아무것도	아무것/npd+도/jxc
없다	없/paa+다/ef
.	./sf
요즘	요즘/ncn
지하철	지하철/ncn
공사장에서	공사/ncn+장/xsn+에서/jca
일하는	일/ncpa+하/xsv+는/etm
큰	크/paa+ㄴ/etm
크레인은	크레인/ncn+은/jxc
코끼리를	코끼리/ncn+를/jco
들	들/pvg+ㄹ/etm
수	수/nbn
있는지	있/paa+는지/ecs
모르나	모르/paa+나/ecs
아무리	아무리/mag
큰	크/paa+ㄴ/etm
크레인이라도	크레인/ncn+이/jp+라도/jxc
우리가	우리/npp+가/jcs
억겁으로	억겁/ncn+으로/jca
쌓아온	쌓/pvg+아/ecx+오/px+ㄴ/etm
번뇌의	번뇌/ncn+의/jcm
업을	업/ncn+을/jco
들지는	들/pvg+지/ef+는/jxc
못	못/mag
한다	하/pvg+ㄴ다/ef
.	./sf
