<tdmsfile>
 96-kaist_corpus_96_explanation_pos_mh2-0188.txt 
 kaist_corpus_96_explanation_pos_mh2-0188.txt 

최준식  
1993  
민족사  
151.7  
181.11  
  
  
  

한국에도	한국/nq+에/jca+도/jxc
얼마든지	얼마/ncn+든지/jxc
의미가	의미/ncn+가/jcs
있다	있/px+다/ef
.	./sf
그는	그/npp+는/jxc
분명히	분명히/mag
우리나라를	우리/npp+나라/ncn+를/jco
세운	세우/pvg+ㄴ/etm
할아버지이시고	할아버지/ncn+이/jp+시/ep+고/ecc
,	,/sp
우리는	우리/npp+는/jxc
모두	모두/mag
그	그/mmd
분의	분/nbn+의/jcm
자손들이다	자손/ncn+들/xsn+이/jp+다/ef
.	./sf
남한의	남한/nq+의/jcm
수많은	수많/paa+은/etm
다른	다르/paa+ㄴ/etm
종교인들과	종교/ncn+인/xsn+들/xsn+과/jct
앞으로	앞/ncn+으로/jca
남북이	남북/ncn+이/jcs
통일될	통일/ncpa+되/xsv+ㄹ/etm
때	때/ncn
많은	많/paa+은/etm
이질감을	이질/ncn+감/xsn+을/jco
느끼게	느끼/pvg+게/ecx
될	되/px+ㄹ/etm
남북의	남북/ncn+의/jcm
인민들이	인민/ncn+들/xsn+이/jcs
사상적으로	사상/ncn+적/xsn+으로/jca
,	,/sp
혹은	혹은/maj
민족적으로	민족/ncn+적/xsn+으로/jca
공유할	공유/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
부분은	부분/ncn+은/jxc
우리	우리/npp
모두가	모두/ncn+가/jcs
단군이라는	단군/nq+이/jp+라/ef+는/etm
한	한/nnc
시조를	시조/ncn+를/jco
모시고	모/pvg+시/ep+고/ecx
있다는	있/px+다/ef+는/etm
사실밖에는	사실/ncn+밖/nbn+에/jca+는/jxc
없을	없/paa+을/etm
것으로	것/nbn+으로/jca
생각된다	생각/ncpa+되/xsv+ㄴ다/ef
.	./sf
그런	그런/mmd
점에서	점/ncn+에서/jca
단군신앙은	단군/nq+신앙/ncn+은/jxc
좀더	좀더/mag
신중하게	신중/ncps+하/xsm+게/ecx
발전시키고	발전/ncpa+시키/xsv+고/ecc
정립시킬	정립/ncpa+시키/xsv+ㄹ/etm
필요가	필요/ncn+가/jcs
있다	있/px+다/ef
.	./sf
필자는	필자/ncn+는/jxc
다시금	다시금/mag
우리나라의	우리/npp+나라/ncn+의/jcm
중심	중심/ncn
사상이	사상/ncn+이/jcc
될	되/pvg+ㄹ/etm
만한	만하/paa+ㄴ/etm
후보자들을	후보/ncn+자/xsn+들/xsn+을/jco
찾아	찾/pvg+아/ecs
나서야	나서/pvg+야/jxc
했다	하/pvg+었/ep+다/ef
.	./sf
앞에서도	앞/ncn+에서/jca+도/jxc
언급했듯이	언급/ncpa+하/xsv+었/ep+듯이/ecs
,	,/sp
이	이/mmd
과정	과정/ncn
끝에	끝/ncn+에/jca
발견한	발견/ncpa+하/xsv+ㄴ/etm
것이	것/nbn+이/jcs
동학	동학/nq
,	,/sp
증산	증산/nq
계통	계통/ncn
,	,/sp
원불교이다	원불교/nq+이/jp+다/ef
.	./sf
이렇게	이렇게/mag
생각하게	생각/ncpa+하/xsv+게/ecx
된	되/px+ㄴ/etm
이유를	이유/ncn+를/jco
밝히기	밝히/pvg+기/etn
위해	위하/pvg+어/ecx
진부하지만	진부/ncps+하/xsm+지만/ecs
,	,/sp
그	그/mmd
동안	동안/ncn
필자가	필자/ncn+가/jcs
겪어	겪/pvg+어/ecx
왔던	오/px+았/ep+던/etm
굳이	굳이/mag
말하자면	말하자면/mag
거만하게	거만/ncps+하/xsm+게/ecx
들릴까	들리/pvg+ㄹ까/ef
두렵지만	두렵/paa+지만/ecs
'	'/sl
영적	영적/ncn
순례	순례/ncn
'라고나	'/sl+라고/jcr+나/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
,	,/sp
공부	공부/ncn
과정에	과정/ncn+에/jca
대해	대하/pvg+어/ecs
잠깐	잠깐/ncn
적어	적/pvg+어/ecx
보고자	보/px+고자/ecs
한다	하/px+ㄴ다/ef
.	./sf
자신의	자신/ncn+의/jcm
이야기를	이야기/ncn+를/jco
이렇게	이렇게/mag
구체적으로	구체/ncn+적/xsn+으로/jca
하는	하/pvg+는/etm
것은	것/nbn+은/jxc
필자가	필자/ncn+가/jcs
가장	가장/mag
꺼리는	꺼리/pvg+는/etm
일	일/ncn
중의	중/ncn+의/jcm
하나이지만	하나/ncn+이/jp+지만/ecs
,	,/sp
위의	위/ncn+의/jcm
결론을	결론/ncn+을/jco
사실은	사실/ncn+은/jxc
오랜	오랜/mma
각고와	각고/ncn+와/jcj
생각	생각/ncn
끝에	끝/ncn+에/jca
내렸다는	내리/pvg+었/ep+다/ef+는/etm
것을	것/nbn+을/jco
독자들에게	독자/ncn+들/xsn+에게/jca
밝히기	밝히/pvg+기/etn
위해	위하/pvg+어/ecx
다시	다시/mag
말하면	말하/pvg+면/ecs
이렇게	이렇게/mag
장황하게	장황/ncps+하/xsm+게/ecx
언급하면	언급/ncpa+하/xsv+면/ecs
독자들이	독자/ncn+들/xsn+이/jcs
이해하는	이해/ncpa+하/xsv+는/etm
데에	데/nbn+에/jca
도움이	도움/ncn+이/jcc
될까	되/pvg+ㄹ까/ef
하여	하/pvg+어/ecs
평소에	평소/ncn+에/jca
안	안/mag
하던	하/pvg+던/etm
짓을	짓/nbn+을/jco
하기로	하/pvg+기/etn+로/jca
마음	마음/ncn
먹었다	먹/pvg+었/ep+다/ef
.	./sf
독자들의	독자/ncn+들/xsn+의/jcm
질책이	질책/ncn+이/jcs
두려울	두렵/paa+ㄹ/etm
뿐이다	뿐/nbn+이/jp+다/ef
.	./sf
나는	나/npp+는/jxc
우선	우선/mag
불교로	불교/nq+로/jca
시작하였다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
종교를	종교/ncn+를/jco
만나기는	만나/pvg+기/etn+는/jxc
대학교	대학교/ncn
때	때/ncn
,	,/sp
불교가	불교/nq+가/jcs
처음이었다	처음/ncn+이/jp+었/ep+다/ef
.	./sf
나는	나/npp+는/jxc
곧	곧/maj
불교가	불교/nq+가/jcs
우리	우리/npp
민족의	민족/ncn+의/jcm
위대한	위대/ncps+하/xsm+ㄴ/etm
정신적	정신/ncn+적/xsn
문화	문화/ncn
유산이자	유산/ncn+이/jp+자/ecs
세계의	세계/ncn+의/jcm
위대한	위대/ncps+하/xsm+ㄴ/etm
종교라는	종교/ncn+라/ef+는/etm
것을	것/nbn+을/jco
알게	알/pvg+게/ecx
되었고	되/px+었/ep+고/ecc
,	,/sp
그	그/mmd
인생관이나	인생/ncn+관/xsn+이나/jcj
세계관에	세계/ncn+관/xsn+에/jca
빠져들었다	빠지/pvg+어/ecx+들/px+었/ep+다/ef
.	./sf
그와	그/npd+와/jct
더불어	더불/pvg+어/ecx
비슷한	비슷하/paa+ㄴ/etm
세계관을	세계/ncn+관/xsn+을/jco
공유하는	공유/ncpa+하/xsv+는/etm
인도	인도/nq
종교의	종교/ncn+의/jcm
가르침에도	가르치/pvg+ㅁ/etn+에/jca+도/jxc
흥미를	흥미/ncn+를/jco
갖게	갖/pvg+게/ecx
되었는데	되/px+었/ep+는데/ecs
,	,/sp
대학	대학/ncn
졸업반이었던	졸업/ncn+반/ncn+이/jp+었/ep+던/etm
70	70/nnc
년대	년/nbu+대/xsn
말	말/ncn
석지현	석지현/nq
스님과	스님/ncn+과/jcj
홍신자씨가	홍신자/nq+씨xsn+가/jcs
처음	처음/mag
소개한	소개/ncpa+하/xsv+ㄴ/etm
라즈니쉬의	라즈니쉬/nq+의/jcm
마하무드라의노래를	nq[마하무드라/nq+의/jcm+노래/ncn]nq+를/jco
읽고	읽/pvg+고/ecx
받았던	받/pvg+았/ep+던/etm
느낌은	느낌/ncn
실로	실로/mag
엄청난	엄청나/paa+ㄴ/etm
충격으로	충격/ncn+으로/jca
다가왔다	다가오/pvg+았/ep+다/ef
.	./sf
종래	종래/ncn
불교의	불교/nq+의/jcm
설명이나	설명/ncn+이나/jcj
묘사가	묘사/ncn+가/jcs
진부하게만	진부/ncps+하/xsm+게/ecx+만/jxc
느껴지고	느끼/pvg+어/ecx+지/px+고/ecx
있을	있/px+을/etm
때	때/ncn
,	,/sp
라즈니쉬의	라즈니쉬/nq+의/jcm
설법은	설법/ncn+은/jxc
감로와	감로/ncn+와/jct
같은	같/paa+은/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
그	그/mmd
뒤로	뒤/ncn+로/jca
크리슈나무르티	크리슈나무르티/nq
,	,/sp
라마나마하리쉬	라마나마하리쉬/nq
,	,/sp
라마크리슈나	라마크리슈나/nq
,	,/sp
비베카난다	비베크아난다/nq
,	,/sp
요가난다	요가난다/nq
,	,/sp
묵타난다	묵타난다/nq
,	,/sp
스리오로빈도	스리오로빈도/nq
등	등/nbn
인도의	인도/ncn+의/jcm
스승들에	스승/ncn+들/xsn+에/jca
대해	대하/pvg+어/ecx
지대한	지대/ncps+하/xsm+ㄴ/etm
관심을	관심/ncn+을/jco
갖게	갖/pvg+게/ecx
되었고	되/px+었/ep+고/ecc
,	,/sp
국내에	국내/ncn+에/jca
번역된	번역/ncpa+되/xsv+ㄴ/etm
책뿐만	책/ncn+뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
유학을	유학/ncn+을/jco
가서도	가/pvg+아서/ecs+도/jxc
이런	이런/mmd
스승들의	스승/ncn+들/xsn+의/jcm
가르침은	가르치/pvg+ㅁ/etn+은/jxc
쉬지	쉬/pvg+지/ecx
않고	않/px+고/ecc
읽곤	읽/pvg+고/ecx+는/jxc
했다	하/px+었/ep+다/ef
.	./sf
그	그/mmd
뒤	뒤/ncn
,	,/sp
종교학을	종교/ncn+학/xsn+을/jco
전공차	전공/ncn+차/xsn
미국	미국/nq
유학을	유학/ncn+을/jco
떠났다	떠나/pvg+았/ep+다/ef
.	./sf
유학	유학/ncn
시절에는	시절/ncn+에/jca+는/jxc
종교학	종교/ncn+학/xsn
일반은	일반/ncn+은/jxc
물론이고	물론/ncn+이/jp+고/ecc
주로	주로/mag
중국	중국/nq
종교	종교/ncn
,	,/sp
불교	불교/nq
,	,/sp
도교	도교/nq
등으로	등/nbn+으로/jca
가르침을	가르치/pvg+ㅁ/etn+을/jco
받았다	받/pvg+았/ep+다/ef
.	./sf
특히	특히/mag
선불교의	선불교/nq+의/jcm
세계적	세계/ncn+적/xsn
대가였던	대가/ncn+이/jp+었/ep+던/etm
리차드_디마티노	리차드_디마티노/nq
교수를	교수/ncn+를/jco
만나	만나/pvg+아/ecs
그의	그/npp+의/jcm
조교	조교/ncn
생활과	생활/ncn+과/jct
사적인	사적/ncn+이/jp+ㄴ/etm
세미나	세미나/ncn
등을	등/nbn+을/jco
하면서	하/pvg+면서/ecs
그에게서	그/npp+에게/jca+서/jxc
받은	받/pvg+은/etm
교습은	교습/ncn+은/jxc
,	,/sp
나의	나/npp+의/jcm
연구	연구/ncn
생활에	생활/ncn+에/jca
길잡이	길잡이/ncn
같은	같/paa+은/etm
역할을	역할/ncn+을/jco
해	하/pvg+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
아울러	아울러/mag
지도	지도/ncn
교수였던	교수/ncn+이/jp+었/ep+던/etm
중국	중국/nq
계통의	계통/ncn+의/jcm
부위훈	부위훈/nq
(	(/sl
傅偉勳	傅偉勳/nq
)	)/sr
교수를	교수/ncn+를/jco
통해서는	통하/pvg+어서는/ecs
중국	중국/nq
전통을	전통/ncn+을/jco
어떻게	어떻게/mag
이해할	이해/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는가에	있/paa+는가/ef+에/jca
대해	대하/pvg+어/ecx
배울	배우/pvg+ㄹ/etm
수	수/nbn
있었다	있/px+었/ep+다/ef
.	./sf
부	부/ncn
교수께서는	교수/ncn+께서/jcs+는/jxc
필자에게	필자/ncn+에게/jca
논문을	논문/ncn+을/jco
중국	중국/nq
종교에	종교/ncn+에/jca
대해서만	대하/pvg+어서/ecs+만/jxc
쓸	쓰/pvg+ㄹ/etm
것을	것/nbn+을/jco
권했지만	권하/pvg+었/ep+지만/ecs
,	,/sp
나는	나/npp+는/jxc
이미	이미/mag
유학을	유학/ncn+을/jco
떠나면서부터	떠나/pvg+면서/ecc+부터/jxc
강중산의	강중산/nq+의/jcm
사상에	사상/ncn+에/jca
깊이	깊/paa+이/xsa
심취되어	심취/ncpa+되/xsv+어/ecx
있었다	있/px+었/ep+다/ef
.	./sf
나는	나/npp+는/jxc
중산의	중산/nq+의/jcm
사상을	사상/ncn+을/jco
세계	세계/ncn
종교사내에서	종교/ncn+사/xsn+내/ncn+에서/jca
조명하고	조명/ncpa+하/xsv+고/ecx
싶은	싶/px+은/etm
생각으로	생각/ncn+으로/jca
,	,/sp
논문을	논문/ncn+을/jco
중국과	중국/nq+과/jcj
한국을	한국/nq+을/jco
연결시킬	연결/ncpa+시키/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
주제로	주제/ncn+로/jca
쓰기로	쓰/pvg+기/etn+로/jca
작정했다	작정/ncpa+하/xsv+었/ep+다/ef
.	./sf
그	그/mmd
결과	결과/ncn
중국과	중국/nq+과/jcj
한국의	한국/nq+의/jcm
'	'/sl
삼교합일론	삼교합일론/nq
(	(/sl
三敎合一論	三敎合一論/ncn
)'에	)/sr+'/sl+에/jca
대해	대하/pvg+어/ecx
쓰게	쓰/pvg+게/ecx
되었고	되/px+었/ep+고/ecc
,	,/sp
그	그/mmd
특정한	특정/ncpa+하/xsv+ㄴ/etm
예로서	예/ncn+로서/jca
강중산을	강중산/nq+을/jco
들기로	들/pvg+기/etn+로/jca
했다	하/pvg+었/ep+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
주제에	주제/ncn+에/jca
관심을	관심/ncn+을/jco
갖게	갖/pvg+게/ecx
되면서	되/px+면서/ecc
,	,/sp
나는	나/npp+는/jxc
한국의	한국/nq+의/jcm
기성	기성/ncn
종교의	종교/ncn+의/jcm
전통을	전통/ncn+을/jco
물론	물론/mag
,	,/sp
무교	무교/ncn
(	(/sl
巫敎	巫敎/ncn
)와	)/sr+와/jct
같은	같/paa+은/etm
민간	민간/ncn
종교에도	종교/ncn+에/jca+도/jxc
큰	크/paa+ㄴ/etm
관심을	관심/ncn+을/jco
갖게	갖/pvg+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
기성	기성/ncn
종교의	종교/ncn+의/jcm
전통	전통/ncn
가운데	가운데/ncn
그때까지	그때/ncn+까지/jxc
거의	거의/mag
연구가	연구/ncn+가/jcc
되지	되/pvg+지/ecx
않고	않/px+고/ecx
있었던	있/px+었/ep+던/etm
도교가	도교/nq+가/jcs
우리	우리/npp
전통에	전통/ncn+에/jca
끼친	끼치/pvg+ㄴ/etm
영향의	영향/ncn+의/jcm
막대함을	막대/ncps+하/xsm+ㅁ/etn+을/jco
깨닫고	깨닫/pvg+고/ecx
놀라	놀라/pvg+아/ecs
,	,/sp
일본에서	일본/nq+에서/jca
책을	책/ncn+을/jco
주문하는	주문/ncpa+하/xsv+는/etm
등	등/nbn
도교	도교/nq
공부를	공부/ncn+를/jco
새롭게	새롭/paa+게/ecx
시작했던	시작/ncpa+하/xsv+었/ep+던/etm
기억도	기억/ncn+도/jxc
새롭다	새롭/paa+다/ef
8	8/nnc
.	./sf
필자가	필자/ncn+가/jcs
공부한	공부/ncpa+하/xsv+ㄴ/etm
종교	종교/ncn
전통	전통/ncn
가운데에는	가운데/ncn+에/jca+는/jxc
물론	물론/mag
기독교와	기독/nq+교/xsn+와/jct
같은	같/paa+은/etm
서양	서양/ncn
종교는	종교/ncn+는/jxc
포함되어	포함/ncpa+되/xsv+어/ecx
있지	있/px+지/ecx
않지만	않/px+지만/ecs
,	,/sp
개인적으로	개인/ncn+적/xsn+으로/jca
처가가	처가/ncn+가/jcs
기독교	기독/nq+교/xsn
계통이고	계통/ncn+이/jp+고/ecc
,	,/sp
출신	출신/ncn
대학도	대학/ncn+도/jxc
천주교	천주/nq+교/xsn
계통이고	계통/ncn+이/jp+고/ecc
해서	하/pvg+어서/ecs
체계적인	체계/ncn+적/xsn+이/jp+ㄴ/etm
공부는	공부/ncn+는/jxc
아니었지만	아니/paa+었/ep+지만/ecs
기독교의	기독/nq+교/xsn+의/jcm
분위기는	분위기/ncn+는/jxc
대강	대강/mag
어떤	어떤/mmd
것인지	것/nbn+이/jp+ㄴ지/ecs
알	알/pvg+ㄹ/etm
수	수/nbn
있었다	있/px+었/ep+다/ef
.	./sf
그	그/mmd
가운데서도	가운데/ncn+서/jxc+도/jxc
가장	가장/mag
관심을	관심/ncn+을/jco
끌었던	끌/pvg+었/ep+던/etm
것은	것/nbn+은/jxc
서양식으로	서양/ncn+식/xsn+으로/jca
(	(/sl
혹은	혹은/maj
회랍	회랍/ncn
철학식으로	철학/ncn+식/xsn+으로/jca
)	)/sr
정형화된	정형/ncn+화/xsn+되/xsv+ㄴ/etm
현교	현교/ncn
(	(/sl
顯敎	顯敎/ncn
)적인	)/sr+적/xsn+이/jp+ㄴ/etm
서구	서구/ncn
신학보다는	신학/ncn+보다/jca+는/jxc
,	,/sp
십자가의	십자가/ncn+의/jcm
요한이나	요한/nq+이나/jcj
에크하르트	에크하르트/nq
,	,/sp
스웨덴보르그	스웨덴보르그/nq
,	,/sp
순다르	순다르/nq
싱그	싱그/nq
등의	등/nbu+의/jcm
밀교적인	밀교/ncn+적/xsn+이/jp+ㄴ/etm
신비주의	신비/ncn+주의/ncn
신학	신학/ncn
,	,/sp
혹은	혹은/maj
부정	부정/ncn
신학이었다	신학/ncn+이/jp+었/ep+다/ef
.	./sf
나는	나/npp+는/jxc
이러한	이러하/pad+ㄴ/etm
이론적인	이론/ncn+적/xsn+이/jp+ㄴ/etm
것	것/nbn
외에	외/ncn+에/jca
실제적인	실제/ncn+적/xsn+이/jp+ㄴ/etm
수련에도	수련/ncn+에/jca+도/jxc
관심이	관심/ncn+이/jcs
많았다	많/paa+았/ep+다/ef
.	./sf
대학	대학/ncn
시절에도	시절/ncn+에/jca+도/jxc
잠깐	잠깐/ncn
동안이지만	동안/ncn+이/jp+지만/ecs
절에	절/ncn+에/jca
살았던	살/pvg+았/ep+던/etm
적이	적/nbn+이/jcs
있었고	있/px+었/ep+고/ecc
,	,/sp
유학에서	유학/ncn+에서/jca
돌아오면서는	돌/pvg+아/ecs+오/pvg+면서/ecc+는/jxc
항상	항상/mag
염원하고	염원/ncpa+하/xsv+고/ecx
있었던	있/px+었/ep+던/etm
요가	요가/ncn
수련	수련/ncn
공동체를	공동/ncn+체/xsn+를/jco
동국대에서	동국대/nq+에서/jca
요가를	요가/ncn+를/jco
전공하던	전공/ncpa+하/xsv+던/etm
동료들과	동료/ncn+들/xsn+과/jct
실제로	실제/ncn+로/jca
만들어	만들/pvg+어/ecs
대중적인	대중/ncn+적/xsn+이/jp+ㄴ/etm
지도	지도/ncn
및	및/maj
연구	연구/ncn
모임을	모임/ncn+을/jco
갖기도	갖/pvg+기/etn+도/jxc
했다	하/pvg+었/ep+다/ef
.	./sf
그리고	그리고/maj
'	'/sl
종교문화연구원	종교/ncn+문화/ncn+연구/ncn+원/xsn
'이라는	'/sl+이/jp+라/ef+는/etm
조그마한	조그마하/paa+ㄴ/etm
연구소를	연구/ncn+소/xsn+를/jco
만들어	만들/pvg+어/ecx
회보	회보/ncn
발행	발행/ncn
,	,/sp
고적	고적/ncn
답사	답사/ncn
,	,/sp
고전	고전/ncn
읽기	읽기/ncn
,	,/sp
명상	명상/ncn
등	등/nbn
심지어는	심지어/ncn+는/jxc
국악	국악/ncn
강습까지	강습/ncn+까지/jxc
갖가지	갖가지/ncn
프로그램을	프로그램/ncn+을/jco
시행하기도	시행/ncpa+하/xsv+기/etn+도/jxc
했다	하/pvg+었/ep+다/ef
.	./sf
또	또/maj
죽음학에	죽음/ncn+학/xsn+에/jca
대한	대하/pvg+ㄴ/etm
개인적인	개인/ncn+적/xsn+이/jp+ㄴ/etm
관심도	관심/ncn+도/jxc
만만치	만만하/paa+지/ecx
않았다	않/px+았/ep+다/ef
.	./sf
유학	유학/ncn
시절에는	시절/ncn+에/jca+는/jxc
죽음에	죽음/ncn+에/jca
대해	대하/pvg+어/ecx
다룬	다루/pvg+ㄴ/etm
많은	많/paa+은/etm
책들을	책/ncn+들/xsn+을/jco
구입했고	구입/ncpa+하/xsv+었/ep+고/ecc
,	,/sp
지금도	지금/ncn+도/jxc
여전히	여전히/mag
그	그/mmd
분야에	분야/ncn+에/jca
지대한	지대/ncps+하/xsm+ㄴ/etm
관심을	관심/ncn+을/jco
갖고	갖/pvg+고/ecx
있다	있/px+다/ef
.	./sf
레이몬드무디	레이몬드무디/nq
,	,/sp
에드가케이시	에드가케이시/nq
,	,/sp
조지미크	조지미크/nq
,	,/sp
J	J/f
.	./sf
피셔	피셔/nq
,	,/sp
아서포드	아서포드/nq
존화이트	존화이트/nq
,	,/sp
티벳의	티벳/nq+의/jcm
사자의_서	nq[사자/ncn+의/jcm+_/sd+서/ncn]nq
등	등/nbn
실제적인	실제/ncn+적/xsn+이/jp+ㄴ/etm
죽음에	죽음/ncn+에/jca
대해	대하/pvg+어/ecx
다루고	다루/pvg+고/ecx
있는	있/px+는/etm
여러	여러/mma
저자나	저자/ncn+나/jcj
책들이	책/ncn+들/xsn+이/jcs
아직도	아직도/mag
귀에	귀/ncn+에/jca
생생하다	생생하/paa+다/ef
.	./sf
이	이/mmd
외에도	외/ncn+에/jca+도/jxc
프로이드	프로이드/nq
,	,/sp
융	융/nq
,	,/sp
아들러	아들러/nq
,	,/sp
에릭프롬	에릭프롬/nq
,	,/sp
카알로저스	카알로저스/nq
,	,/sp
아부라함마슬로우	아부라함마슬로우/nq
,	,/sp
빅터프랭클	빅터프랭클/nq
등의	등/nbn+의/jcm
심리학자나	심리/ncn+학/xsn+자/xsn+나/jxc
이런	이런/mmd
심리학과	심리/ncn+학/xsn+과/jcj
동양	동양/ncn
사상	사상/ncn
,	,/sp
현대물리학	현대/ncn+물리/ncn+학/xsn
등을	등/nbn+을/jco
나름대로	나름/nbn+대로/jca
통합해	통합/ncpa+하/xsv+어/ecx
만들어	만들/px+어/ecx
낸	내/px+ㄴ/etm
제	제/xp
3	3/nnc
혹은	혹은/maj
제	제/xp
4	4/nnc
심리학의	심리/ncn+학/xsn+의/jcm
선구자였던	선구/ncn+자/xsn+이/jp+었/ep+던/etm
켄윌버	켄윌버/nq
,	,/sp
인지학의	인지/ncn+학/xsn+의/jcm
창시자였던	창시/ncn+자/xsn+이/jp+었/ep+던/etm
루돌프슈타이너	루돌프슈타이너/nq
,	,/sp
유구한	유구/ncps+하/xsm+ㄴ/etm
전통의	전통/ncn+의/jcm
신지학의	신지/ncn+학/xsn+의/jcm
사상	사상/ncn
체계	체계/ncn
,	,/sp
또	또/maj
구르디제프와	구르디제프/nq+와/jct
그의	그/npp+의/jcm
제자인	제자/ncn+이/jp+ㄴ/etm
우수펜스키	우수펜스키/nq
,	,/sp
루미	루미/nq
같은	같/paa+은/etm
이슬람의	이슬람/ncn+의/jcm
수피즘	수피즘/ncn
수행자들	수행/ncn+자/xsn+들/xsn
,	,/sp
미국의	미국/nq+의/jcm
신비사상가이자	신비/ncn+사상/ncn+가/xsn+이/jp+자/ecs
실천가인	실천/ncn+가/xsn+이/jp+ㄴ/etm
크리스토퍼힐	크리스토퍼힐/nq
,	,/sp
중국의	중국/nq+의/jcm
단	단/ncn
(	(/sl
丹	丹/ncn
)이나	)/sr+이나/jcj
기공	기공/ncn
전통	전통/ncn
등	등/nbn
,	,/sp
그	그/mmd
동안	동안/ncn
지나쳐	지나치/pvg+어/ecx
왔던	오/px+았/ep+던/etm
세계의	세계/ncn+의/jcm
정신적	정신/ncn+적/xsn
사상가나	사상/ncn+가/xsn+나/jxc
그들의	그/npp+들/xsn+의/jcm
사상	사상/ncn
,	,/sp
혹은	혹은/maj
수련	수련/ncn
체계는	체계/ncn+는/jxc
여기에다	여기/npd+에/jca+다/jxc
쏟아	쏟/pvg+아/ecx
내기에	내/px+기/etn+에/jca
힘들	힘들/pvg+ㄹ/etm
정도로	정도/ncn+로/jca
이루	이루/mag
헤아릴	헤아리/pvg+ㄹ/etm
수	수/nbn
없이	없/paa+이/xsa
많았다	많/paa+았/ep+다/ef
.	./sf
이렇게	이렇게/mag
두서	두서/ncn
없이	없/paa+이/xsa
별것도	별것/ncn+도/jxc
아닌	아니/paa+ㄴ/etm
것을	것/nbn+을/jco
장황하게	장황/ncps+하/xsm+게/ecx
서술하는	서술/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
,	,/sp
나의	나/npp+의/jcm
이른바	이른바/maj
'	'/sl
영적인	영적/ncn+이/jp+ㄴ/etm
편력이	편력/ncn+이/jcs
'	'/sr
다양했다는	다양/ncps+하/xsm+었/ep+다/ef+는/etm
것을	것/nbn+을/jco
보이려고	보이/pvg+려고/ecs
하는	하/px+는/etm
것은	것/nbn+은/jxc
결코	결코/mag
아니다	아니/paa+다/ef
.	./sf
앞에서도	앞/ncn+에서/jca+도/jxc
밝혔듯이	밝히/pvg+었/ep+듯이/ecs
,	,/sp
필자가	필자/ncn+가/jcs
우리	우리/npp
민족에게	민족/ncn+에게/jca
가장	가장/mag
적합한	적합/ncps+하/xsm+ㄴ/etm
종교적	종교/ncn+적/xsn
가르침을	가르치/pvg+ㅁ/etn+을/jco
펴신	펴/pvg+시/ep+ㄴ/etm
분들로	분/nbn+들/xsn+로/jca
앞의	앞/ncn+의/jcm
35	35/nnc
분을	분/nbn+을/jco
든	들/pvg+ㄴ/etm
것은	것/nbn+은/jxc
절대로	절대로/mag
폐쇄적이거나	폐쇄/ncn+적/xsn+이/jp+거나/ecc
국수적인	국수/ncn+적/xsn+이/jp+ㄴ/etm
편협한	편협/ncps+하/xsm+ㄴ/etm
선택이	선택/ncn+이/jcc
아니라	아니/paa+라/ecs
,	,/sp
위의	위/ncn+의/jcm
모든	모든/mmd
사상과의	사상/ncn+과/jct+의/jcm
비교를	비교/ncn+를/jco
통해	통하/pvg+어/ecs
,	,/sp
또	또/maj
한국	한국/nq
종교	종교/ncn
사상사를	사상/ncn+사/xsn+를/jco
나름대로	나름/nbn+대로/jca
연구해	연구/ncpa+하/xsv+어/ecx
보고	보/px+고/ecc
,	,/sp
오랜	오랜/mma
동안	동안/ncn
그	그/mmd
안에서	안/ncn+에서/jca
그	그/mmd
분들의	분/nbn+들/xsn+의/jcm
사상이	사상/ncn+이/jcs
갖는	갖/pvg+는/etm
위치를	위치/ncn+를/jco
종합	존합/ncn
분석하고	분석/ncpa+하/xsv+고/ecc
가늠해	가늠/ncpa+하/xsv+어/ecx
내린	내리/pvg+ㄴ/etm
결론이라는	결론/ncn+이/jp+라/ef+는/etm
점을	점/ncn+을/jco
강조하기	강조/ncpa+하/xsv+기/etn
위해서였다	위하/pvg+어서/ecs+이/jp+었/ep+다/ef
.	./sf
우선	우선/mag
세계	세계/ncn
사상적으로	사상/ncn+적/xsn+으로/jca
볼	보/pvg+ㄹ/etm
때	때/ncn
,	,/sp
이	이/mmd
분들의	분/nbn+들/xsn+의/jcm
