<tdmsfile>
<tdmsfile>
지금	지금/mag
환율급등으로	환율/ncn+급등/ncn+으로/jca
기업과	기업/ncn+과/jcj
개인이	개인/ncn+이/jcs
외국환은행에	외국환/ncn+은행/ncn+에/jca
예치한	예치/ncpa+하/xsv+ㄴ/etm
거주자외화예금이	거주/ncn+자/xsn+외화/ncn+예금/ncn+이/jcs
크게	크/paa+게/ecs
증가하고	증가/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
한국은행은	한국은행/nq+은/jxc
10일	10/nno+일/nbu
"거주자외화예금이	"/sl+거주/ncn+자/xsn+외화/ncn+예금/ncn+이/jcs
환율이	환율/ncn+이/jcs
폭등하기	폭등/ncpa+하/xsv+기/etn
전인	전/ncn+이/jp+ㄴ/etm
지난달	지나/pvg+ㄴ/etm+달/ncn
20일에는	20/nno+일/nbu+에/jca+는/jxc
33억4천만달러에	33억/nnc+4천만/nnc+달러/nbu+에/jca
그쳤으나	그치/pvg+었/ep+으나/ecs
지난달	지나/pvg+ㄴ/etm+달/ncn
31일에는	31/nno+일/nbu+에/jca+는/jxc
47억1천만달러에	47억/nnc+1천만/nnc+달러/nbu+에/jca
달해	달하/pvg+어/ecs
사상	사상/ncn
최고치를	최고/ncn+치/xsn+를/jco
경신했다"고	경신/ncpa+하/xsv+었/ep+다/ef+"/sr+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
그러나	그러나/maj
11월	11/nno+월/nbu
들어	들/pvg+어/ecs
외화예금이	외화/ncn+예금/ncn+이/jcs
다소	다소/mag
감소하며	감소/ncpa+하/xsv+며/ecs
지난	지나/pvg+ㄴ/etm
8일	8/nno+일/nbu
현재	현재/ncn
45억달러	45억/nnc+달러/nbu
대로	대/xsn+로/jca
줄어들었다.	줄/pvg+어/ecx+들/px+었/ep+다/ef+./sf
이는	이/npd+는/jxc
최근의	최근/ncn+의/jcm
환율급등사태를	환율/ncn+급등/ncn+사태/ncn+를/jco
진정시키기	진정/ncpa+시키/xsv+기/etn
위해	위하/pvg+어/ecs
정부가	정부/ncn+가/jcs
기업	기업/ncn
등에게	등/nbn+에게/jca
보유중인	보유/ncn+중/nbn+이/jp+ㄴ/etm
외화매각을	외화/ncn+매각/ncn+을/jco
강력히	강력/ncn+히/xsa
종용했기	종용/ncpa+하/xsv+었/ep+기/etn
때문.	때문/nbn+./sf
특히	특히/mag
세계적인	세계/ncn+적/xsn+이/jp+ㄴ/etm
증시폭락과	증시/ncn+폭락/ncn+과/jcj
동남아	동남아/nq
통화가치	통화/ncn+가치/ncn
하락이	하락/ncn+이/jcs
겹치면서	겹치/pvg+면서/ecs
환율이	환율/ncn+이/jcs
폭등세를	폭등/ncn+세/xsn+를/jco
보인	보이/pvg+ㄴ/etm
지난달	지나/pvg+ㄴ/etm+달/ncn
24일	24/nno+일/nbu
이후에는	이후/ncn+에/jca+는/jxc
외화예금이	외화/ncn+예금/ncn+이/jcs
매일	매일/mag
1억달러꼴로	1억/nnc+달러/nbu+꼴/xsn+로/jca
증가했으며	증가/ncpa+하/xsv+었/ep+으며/ecc
지난달	지나/pvg+ㄴ/etm+달/ncn
31일에는	31/nno+일/nbu+에/jca+는/jxc
하룻동안	하룻동안/ncn
6억1천만달러가	6억/nnc+1천만/nnc+달러/nbu+가/jcs
늘어나	늘/pvg+어/ecx+나/px+아/ecs
하루	하루/ncn
증가액으로는	증가/ncn+액/xsn+으로/jca+는/jxc
최대치를	최대/ncn+치/xsn+를/jco
기록했다.	기록/ncpa+하/xsv+었/ep+다/ef+./sf
거주자외화예금은	거주/ncn+자/xsn+외화/ncn+예금/ncn+은/jxc
작년말	작년/ncn+말/ncn
14억9천만달러에서	14억/nnc+9천만/nnc+달러/nbu+에서/jca
올	올/mma
1월말	1/nno+월/nbu+말/ncn
29억6천만달러	29억/nnc+6천만/nnc+달러/nbu
3월말	3/nno+월/nbu+말/ncn
43억9천만달러로	43억/nnc+9천만/nnc+달러/nbu+로/jca
증가하다가	증가/ncpa+하/xsv+다가/ecs
환율이	환율/ncn+이/jcs
안정세를	안정/ncn+세/xsn+를/jco
보인	보이/pvg+ㄴ/etm
4월부터	4/nno+월/nbu+부터/jxc
점차	점차/mag
감소,	감소/ncn+,/sp
5월말	5/nno+월/nbu+말/ncn
23억7천만달러,	23억/nnc+7천만/nnc+달러/nbu+,/sp
6월말	6/nno+월/nbu+말/ncn
19억7천만달러로	19억/nnc+7천만/nnc+달러/nbu+로/jca
줄어들었었다.	줄/pvg+어/ecx+들/px+었/ep+다/ef+./sf
두산그룹은	두산그룹/nq+은/jxc
10일	10/nno+일/nbu
코카콜라	코카콜라/nq
등	등/nbn
OB맥주의	nq[OB/f+맥주/ncn]nq+의/jcm
음료사업을	음료/ncn+사업/ncn+을/jco
미국	미국/nq
코카콜라사에	코카콜라사/nq+에/jca
4천3백22억원에	4천3백22억/nnc+원/nbu+에/jca
매각키로	매각/ncpa+하/xsv+기/etn+로/jca
합의했다고	합의/ncpa+하/xsv+었/ep+다/ef+고/jcr
발표했다.	발표/ncpa+하/xsv+었/ep+다/ef+./sf
이는	이/npd+는/jxc
지난달	지나/pvg+ㄴ/etm+달/ncn
쌍용그룹이	쌍용그룹/nq+이/jcs
제지사업을	제지/ncn+사업/ncn+을/jco
미국	미국/nq
P&G(프록터갬블)에	P&G/f+(/sl+프록터갬블/nq+)/sr+에/jca
매각한	매각/ncpa+하/xsv+ㄴ/etm
것과	것/nbn+과/jct
함께,	함께/mag+,/sp
국내	국내/ncn
재벌그룹들의	재벌/ncn+그룹/ncn+들/xsn+의/jcm
사업	사업/ncn
구조조정이	구조/ncn+조정/ncn+이/jcs
본격화하고	본격/ncn+화/xsn+하/xsv+고/ecx
있다는	있/px+다/ef+는/etm
반증이다	반증/ncn+이/jp+다/ef+./sf
두산은	두산/nq+은/jxc
매각대상은	매각/ncn+대상/ncn+은/jxc
코카콜라	코카콜라/ncn
환타	환타/ncn
등	등/nbn
12개	12/nnc+개/nbu
브랜드를	브랜드/ncn+를/jco
생산하는	생산/ncpa+하/xsv+는/etm
서울	서울/nq
및	및/maj
여주의	여주/nq+의/jcm
2개	2/nnc+개/nbu
공장과	공장/ncn+과/jcj
일부	일부/ncn
물류센터이며,	물류/ncn+센터/ncn+이/jp+며/ecc+,/sp
1천2백여명의	1천/nnc+2백/nnc+여/xsn+명/nbu+의/jcm
직원들도	직원/ncn+들/xsn+도/jxc
모두	모두/mag
코카콜라사로	코카콜라사/nq+로/jca
이적하게	이적/ncpa+하/xsv+게/ecx
된다고	되/px+ㄴ다/ef+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
두산의	두산/nq+의/jcm
음료사업은	음료/ncn+사업/ncn+은/jxc
지난해	지나/pvg+ㄴ/etm+해/ncn
매출	매출/ncn
2천2백억,	2천2백억/nnc+,/sp
흑자	흑자/ncn
13억원을	13억/nnc+원/nbu+을/jco
올린	올리/pvg+ㄴ/etm
사업이며,	사업/ncn+이/jp+며/ecc+,/sp
콜라제품의	콜라/ncn+제품/ncn+의/jcm
보틀링(원액을	보틀링/ncn+(/sl+원액/ncn+을/jco
공급받아	공급/ncn+받/pvg+아/ecs
병에	병/ncn+에/jca
담는	담/pvg+는/etm
작업)이	작업/ncn+)/sr+이/jcs
70%를	70/nnc+%/su+를/jco
차지했다	차지/ncpa+하/xsv+었/ep+다/ef
음료사업은	음료/ncn+사업/ncn+은/jxc
그동안	그/mmd+동안/ncn
두산음료란	두산음료/nq+라/ef+ㄴ/etm
별도회사로	별도/ncn+회사/ncn+로/jca
운영되었으나,	운영/ncpa+되/xsv+었/ep+으나/ecs+,/sp
지난	지나/pvg+ㄴ/etm
10월	10/nno+월/nbu
사업구조조정	사업/ncn+구조/ncn+조정/ncn
차원에서	차원/ncn+에서/jca
OB맥주와	nq[OB/f+맥주/ncn]nq+와/jct
합병됐다.	합병/ncpa+되/xsv+었/ep+다/ef+./sf
박용만	박용만/nq
기획조정실장은	기획/ncn+조정/ncn+실장/ncn+은/jxc
"보틀링사업	"/sl+보틀링/ncn+사업/ncn
방식은	방식/ncn+은/jxc
부가가치가	부가/ncn+가치/ncn+가/jcs
낮고	낮/paa+고/ecc
확장이	확장/ncn+이/jcs
어려워	어렵/paa+어/ecs
경쟁력이	경쟁/ncn+력/xsn+이/jcs
떨어진다고	떨어지/pvg+ㄴ다고/ecs
판단,	판단/ncn+,/sp
매각을	매각/ncn+을/jco
결정했다"고	결정/ncpa+하/xsv+었/ep+다/ef+"/sr+고/jcr
설명했다.	설명/ncpa+하/xsv+었/ep+다/ef+./sf
그룹은	그룹/ncn+은/jxc
음료사업에	음료/ncn+사업/ncn+에/jca
필요한	필요/ncps+하/xsm+ㄴ/etm
일부	일부/ncn
부동산도	부동산/ncn+도/jxc
매각하면	매각/ncpa+하/xsv+면/ecs
총	총/mma
6천1백억원의	6천1백억/nnc+원/nbu+의/jcm
현금	현금/ncn
유입	유입/ncn
효과가	효과/ncn+가/jcs
발생하게	발생/ncpa+하/xsv+게/ecx
된다고	되/px+ㄴ다/ef+고/jcr
설명했다.	설명/ncpa+하/xsv+었/ep+다/ef+./sf
이에따라	이/npd+에/jca+따르/pvg+아/ecs
대규모	대/xp+규모/ncn
적자가	적자/ncn+가/jcs
누적된	누적/ncpa+되/xsv+ㄴ/etm
모기업	모/mma+기업/ncn
OB맥주는	nq[OB/f+맥주/ncn]nq+는/jxc
수익구조를	수익/ncn+구조/ncn+를/jco
개선	개선/ncn
할	하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
발판을	발판/ncn+을/jco
마련하게	마련/ncpa+하/xsv+게/ecs
됐으며,	되/pvg+었/ep+으며/ecs+,/sp
내년부터	내년/ncn+부터/jxc
추진할	추진/ncpa+하/xsv+ㄹ/etm
그룹의	그룹/ncn+의/jcm
2차	2/nno+차/nbu
구조조정	구조/ncn+조정/ncn
작업도	작업/ncn+도/jxc
박차를	박차/ncn+를/jco
가할	가하/pvg+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecs
됐다.	되/pvg+었/ep+다/ef+./sf
두산은	두산/nq+은/jxc
지난해부터	지나/pvg+ㄴ/etm+해/ncn+부터/jxc
유사업종	유사/ncn+업종/ncn
합병	합병/ncn
등을	등/nbn+을/jco
추진해	추진/ncpa+하/xsv+어/ecs
29개이던	29/nnc+개/nbu+이/jp+던/etm
계열사를	계열/ncn+사/xsn+를/jco
24개로	24/nnc+개/nbu+로/jca
줄였으며,	줄이/pvg+었/ep+으며/ecc+,/sp
내년엔	내년/ncn+에/jca+ㄴ/jxc
다시	다시/mag
19개로	19/nnc+개/nbu+로/jca
줄일	줄이/pvg+ㄹ/etm
계획이다.	계획/ncn+이/jp+다/ef+./sf
한국코카콜라는	한국코카콜라/nq+는/jxc
지난	지나/pvg+ㄴ/etm
3월	3/nno+월/nbu
올해부터	올해/ncn+부터/jxc
5년간	5/nnc+년/nbu+간/xsn
총3천5백억원을	총/mma+3천5백억/nnc+원/nbu+을/jco
투자,	투자/ncn+,/sp
생산	생산/ncn
및	및/maj
마케팅활동을	마케팅/ncn+활동/ncn+을/jco
강화할	강화/ncpa+하/xsv+ㄹ/etm
계획이라고	계획/ncn+이/jp+라/ef+고/jcr
발표했다.	발표/ncpa+하/xsv+었/ep+다/ef+./sf
우리나라	우리/npp+나라/ncn
주변	주변/ncn
해역의	해역/ncn+의/jcm
바닷물	바닷물/ncn
온도가	온도/ncn+가/jcs
높아지면서	높/paa+아/ecx+지/px+면서/ecs
제철도	제철/ncn+도/jxc
아닌	아니/paa+ㄴ/etm
바닷고기가	바닷고기/ncn+가/jcs
많이	많/paa+이/xsa
잡히고	잡히/pvg+고/ecx
있다.	있/px+다/ef+./sf
해양수산부와	해양수산부/nq+와/jcj
수협은	수협/nq+은/jxc
이달	이/mmd+달/ncn
들어	들/pvg+어/ecs
제주	제주/nq
북쪽	북쪽/ncn
해역에	해역/ncn+에/jca
때아닌	때/ncn+아니/paa+ㄴ/etm
갈치가	갈치/ncn+가/jcs
풍어를	풍어/ncn+를/jco
이뤄	이루/pvg+어/ecs
5백여척의	5백/nnc+여/xsn+척/nbu+의/jcm
어선들이	어선/ncn+들/xsn+이/jcs
조업에	조업/ncn+에/jca
나서고	나서/pvg+고/ecx
있다고	있/px+다/ef+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
또	또/maj
지난	지나/pvg+ㄴ/etm
9월부터	9/nno+월/nbu+부터/jxc
전남	전남/nq
신안군	신안군/nq
흑산도	흑산도/nq
해역에는	해역/ncn+에/jca+는/jxc
갈치가	갈치/ncn+가/jcs
잡혀야	잡히/pvg+어야/ecs
할	하/px+ㄹ/etm
시기에	시기/ncn+에/jca
조기떼가	조기/ncn+떼/ncn+가/jcs
몰려와	몰리/pvg+어/ecs+오/pvg+아/ecs
어민들이	어민/ncn+들/xsn+이/jcs
갈치잡이	갈치/ncn+잡이/ncn
대신	대신/ncn
조기잡이에	조기/ncn+잡이/ncn+에/jca
나서는	나서/pvg+는/etm
소동이	소동/ncn+이/jcs
벌어지고	벌어지/pvg+고/ecx
있다	있/px+다/ef
목포	목포/nq
등에서	등/nbn+에서/jca
출어한	출어/ncpa+하/xsv+ㄴ/etm
어선들은	어선/ncn+들/xsn+은/jxc
정작	정작/mag
조기어장이	조기/ncn+어장/ncn+이/jcs
본격적으로	본격/ncn+적/xsn+으로/jca
형성되는	형성/ncpa+되/xsv+는/etm
지난	지나/pvg+ㄴ/etm
1월부터	1/nno+월/nbu+부터/jxc
4월까지는	4/nno+월/nbu+까지/jxc+는/jxc
어획	어획/ncn
부진으로	부진/ncn+으로/jca
큰	크/paa+ㄴ/etm
손해를	손해/ncn+를/jco
봤으나	보/pvg+았/ep+으나/ecs
이번	이/mmd+번/nbn
조기	조기/ncn
풍어로	풍어/ncn+로/jca
호황을	호황/ncn+을/jco
누리고있다.	누리/pvg+고/ecx+있/px+다/ef+./sf
이밖에	이/npd+밖에/jxc
이달	이/mmd+달/ncn
들어	들/pvg+어/ecs
충남	충남/nq
보령시	보령시/nq
앞바다에서	앞/ncn+바다/ncn+에서/jca
멸치가	멸치/ncn+가/jcs
지난	지나/pvg+ㄴ/etm
69년	69/nno+년/nbu
이후	이후/ncn
가장	가장/mag
잘	잘/mag
잡히는	잡히/pvg+는/etm
유례없는	유례/ncn+없/paa+는/etm
풍어를	풍어/ncn+를/jco
이루고	이루/pvg+고/ecx
있는	있/px+는/etm
것도	것/nbn+도/jxc
수온의	수온/ncn+의/jcm
변화	변화/ncn
때문.	때문/nbn+./sf
대신	대신/ncn
남해안	남해안/nq
통영	통영/nq
앞바다에서는	앞/ncn+바다/ncn+에서/jca+는/jxc
수온	수온/ncn
상승으로	상승/ncn+으로/jca
바닷물	바닷물/ncn
염분	염분/ncn
농도가	농도/ncn+가/jcs
높아지	높/paa+아/ecx+지/px+는/etm
바람에	바람/nbn+에/jca
멸치떼가	멸치/ncn+떼/ncn+가/jcs
빠져나가	빠지/pvg+어/ecs+나가/pvg+아/ecs
어획량이	어획/ncn+량/ncn+이/jcs
예년보다	예년/ncn+보다/jca
약	약/mma
30%	30/nnc+%/su
가량	가량/nbn
줄어드는	줄/pvg+어/ecx+들/px+는/etm
피해를	피해/ncn+를/jco
보고	보/pvg+고/ecx
있다.	있/px+다/ef+./sf
그러나	그러나/maj
일부	일부/ncn
전문가들은	전문/ncn+가/xsn+들/xsn+은/jxc
동태평양	동태평양/nq
'엘니뇨'	'/sl+엘니뇨/nq+'/sr
현상의	현상/ncn+의/jcm
여파도	여파/ncn+도/jxc
있을	있/paa+을/etm
것으로	것/nbn+으로/jca
보고	보/pvg+고/ecx
있다.	있/px+다/ef+./sf
재판부는	재판/ncn+부/xsn+는/jxc
"김군과	"/sl+김/nq+군/xsn+과/jcj
부모는	부모/ncn+는/jxc
허벅지를	허벅지/ncn+를/jco
때린	때리/pvg+ㄴ/etm
교사의	교사/ncn+의/jcm
체벌	체벌/ncn
때문에	때문/nbn+에/jca
디스크에	디스크/ncn+에/jca
걸렸다고	걸리/pvg+었/ep+다/ef+고/jcr
주장하지만	주장/ncpa+하/xsv+지만/ecs
학생들	학생/ncn+들/xsn
증언과	증언/ncn+과/jcj
병원	병원/ncn
소견서를	소견/ncn+서/xsn+를/jco
참작할	참작/ncpa+하/xsv+ㄹ/etm
때	때/ncn
체벌	체벌/ncn
때문에	때문/nbn+에/jca
디스크가	디스크/ncn+가/jcs
발병했다고는	발병/ncpa+하/xsv+었/ep+다/ef+고/jcr+는/etm
볼	보/pvg+ㄹ/etm
수	수/nbn
없다"며	없/paa+다/ef+"/sr+며/ecs
"학생들을	"/sl+학생/ncn+들/xsn+을/jco
두대씩	두/nnc+대/nbu+씩/xsn
때렸다는	때리/pvg+었/ep+다/ef+는/etm
사실만	사실/ncn+만/jxc
인정될	인정/ncpa+되/xsv+ㄹ/etm
뿐	뿐/nbn
디스크의	디스크/ncn+의/jcm
원인이	원인/ncn+이/jcs
됐다고	되/pvg+었/ep+다/ef+고/jcr
볼	보/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
이상	이상/ncn
피고인의	피고/ncn+인/xsn+의/jcm
체벌이	체벌/ncn+이/jcs
교육적	교육/ncn+적/xsn
정도를	정도/ncn+를/jco
넘어선	넘/pvg+어/ecs+서/pvg+ㄴ/etm
것이라	것/nbn+이/jp+라/ef
할	하/pvg+ㄹ/etm
수	수/nbn
없다"고	없/paa+다/ef+"/sr+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
K교사는	K/f+교사/ncn+는/jxc
95년	95/nno+년/nbu
12월	12/nno+월/nbu
수업시간에	수업/ncn+시간/ncn+에/jca
체육시험	체육/ncn+시험/ncn
성적이	성적/ncn+이/jcs
나쁘다는	나쁘/paa+다/ef+는/etm
이유로	이유/ncn+로/jca
반	반/ncn
학생	학생/ncn
16명을	16/nnc+명/nbu+을/jco
불러내	부르/pvg+어/ecs+내/pvg+어/ecs
허벅지를	허벅지/ncn+를/jco
두대씩	두/nnc+대/nbu+씩/xsn
때렸다가	때리/pvg+었/ep+다가/ecs
매를	매/ncn+를/jco
맞은	맞/pvg+은/etm
김군이	김/nq+군/xsn+이/jcs
한달	한/nnc+달/nbu
반	반/nnc
후	후/ncn
허리디스크	허리/ncn+디스크/ncn
판정을	판정/ncn+을/jco
받는	받/pvg+는/etm
바람에	바람/nbn+에/jca
불구속기소됐다.	불/xp+구속/ncn+기소/ncpa+되/xsv+었/ep+다/ef+./sf
미국이	미국/nq+이/jcs
98	98/nno
프랑스월드컵	프랑스월드컵/nq
23번째	23/nno+번째/nbu
본선	본선/ncn
진출국이	진출/ncn+국/xsn+이/jcc
됐다.	되/pvg+었/ep+다/ef+./sf
미국은	미국/nq+은/jxc
10일(한국	10/nno+일/nbu+(/sl+한국/nq
시각)	시각/ncn+)/sr
캐나다	캐나다/nq
밴쿠버서	밴쿠버/nq+서/jca
벌어진	벌어지/pvg+ㄴ/etm
북중미-카리브해지역	북중미/nq+-/sd+카리브해/nq+지역/ncn
(CONCACAF)예선에서	(/sl+CONCACAF/f+)/sr+예선/ncn+에서/jca
로이	nq[로이/nq
웨걸리가	웨걸리/nq]nq+가/jcs
2골을	2/nnc+골/nbu+을/jco
터뜨리는	터뜨리/pvg+는/etm
등	등/nbn
시종	시종/mag
우세한	우세/ncps+하/xsm+ㄴ/etm
경기를	경기/ncn+를/jco
펼쳐	펼치/pvg+어/ecs
캐나다를	캐나다/nq+를/jco
3대0으로	3/nnc+대/nbn+0/nnc+으로/jca
완파했다.	완파/ncpa+하/xsv+었/ep+다/ef+./sf
사진설명:미국이	사진/ncn+설명/ncn+:/sp+미국/nq+이/jcs
캐나다를	캐나다/nq+를/jco
꺾고	꺾/pvg+고/ecs
월드컵	월드컵/nq
본선	본선/ncn
진출이	진출/ncn+이/jcs
확정되자	확정/ncpa+되/xsv+자/ecs
응원단들이	응원/ncn+단/xsn+이/jcs
성조기를	성조기/nq+를/jco
흔들며	흔들/pvg+며/ecc
기뻐하고	기쁘/paa+어/ecs+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
<밴쿠버=AP연합>             </sl+밴쿠버/nq+=/sy+AP/f+연합/ncn+>/sr
미국은	미국/nq+은/jxc
승점	승점/ncn
14점(3승5무1패)으로	14/nnc+점/nbu+(/sl+3/nnc+승/nbu+5/nnc+무/nbu+1/nnc+패/nbu+)/sr+으로/jca
조	조/ncn
2위가	2/nno+위/nbu+가/jcc
되면서	되/pvg+면서/ecs
남은	남/pvg+은/etm
엘살바도르와의	엘살바도르/nq+와/jct+의/jcm
경기결과에	경기/ncn+결과/ncn+에/jca
관계없이	관계/ncn+없/paa+이/xsa
본선티켓을	본선/ncn+티켓/ncn+을/jco
확정,	확정/ncn+,/sp
본선	본선/ncn
3연속	3/nnc+연속/ncn
진출을	진출/ncn+을/jco
달성했다.	달성/ncpa+하/xsv+었/ep+다/ef+./sf
반면	반면/ncn
자메이카는	자메이카/nq+는/jxc
엘살바도르와	엘살바도르/nq+와/jct
2대2	2/nnc+대/nbn+2/nnc
무승부를	무/xp+승부/ncn+를/jco
기록,	기록/ncn+,/sp
승점	승점/ncn
13점(3승4무2패)으로	13/nnc+점/nbu+(/sl+3/nnc+승/nbu+4/nnc+무/nbu+2/nnc+패/nbu+)/sr+으로/jca
3위로	3/nno+위/nbu+로/jca
밀렸다.	밀리/pvg+었/ep+다/ef+./sf
자메이카는	자메이카/nq+는/jxc
16일	16/nno+일/nbu
이미	이미/mag
본선진출을	본선/ncn+진출/ncn+을/jco
확정지은	확정/ncn+짓/pvg+은/etm
멕시코와의	멕시코/nq+와/jct+의/jcm
경기에서	경기/ncn+에서/jca
비기기만	비기/pvg+기/etn+만/jxc
해도	하/px+어도/ecs
미국과의	미국/nq+과/jct+의/jcm
최종전을	최종/ncn+전/xsn+을/jco
남긴	남기/pvg+ㄴ/etm
엘살바도르(승점	엘살바도르/nq+(/sl+승점/ncn
10)를	10/nnc+)/sr+를/jco
제치고	제치/pvg+고/ecs
이	이/mmd
지역	지역/ncn
마지막	마지막/ncn
본선티켓을	본선/ncn+티켓/ncn+을/jco
따게	따/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
이로써	이/npd+로써/jca
남은	남/pvg+은/etm
티켓은	티켓/ncn+은/jxc
유럽	유럽/nq
4장,	4/nnc+장/nbu+,/sp
아시아-오세아니아	아시아/nq+-/sd+오세아니아/nq
3장,	3/nnc+장/nbu+,/sp
남미와	남미/nq+와/jcj
북중미-카리브해	북중미/nq+-/sd+카리브해/nq
각	각/mma
1장씩	1/nnc+장/nbu+씩/xsn
등	등/nbn
9장이다.	9/nnc+장/nbu+이/jp+다/ef+./sf
크로아티아와	크로아티아/nq+와/jcj
유고슬라비아가	유고슬라비아/nq+가/jcs
2대0,	2/nnc+대/nbn+0/nnc+,/sp
7대1로	7/nnc+대/nbn+1/nnc+로/jca
먼저	먼저/mag
1승을	1/nnc+승/nbu+을/jco
챙겼고,	챙기/pvg+었/ep+고/ecc+,/sp
이탈리아와	이탈리아/nq+와/jcj
벨기에도	벨기에/nq+도/jxc
원정경기에서	원정/ncn+경기/ncn+에서/jca
1-1로	1/nnc+-/sd+1/nnc+로/jca
비겨	비기/pvg+어/ecs
유리한	유리/ncps+하/xsm+ㄴ/etm
고지를	고지/ncn+를/jco
점하고	점하/pvg+고/ecx
있다.	있/px+다/ef+./sf
남미는	남미/nq+는/jxc
페루와	페루/nq+와/jcj
칠레(이상	칠레/nq+(/sl+이상/ncn
승점	승점/ncn
22),	22/nnc+)/sr+,/sp
에콰도르(승점	에콰도르/nq+(/sl+승점/ncn
21)의	21/nnc+)/sr+의/jcm
3파전.	3/nnc+파/ncn+전/xsn+./sf
"골프는	"/sl+골프/ncn+는/jxc
인생이나	인생/ncn+이나/jcj
죽음을	죽음/ncn+을/jco
거는	걸/pvg+는/etm
것이	것/nbn+이/jcc
아니다.	아니/paa+다/ef+./sf
재미를	재미/ncn+를/jco
느껴야	느끼/pvg+어야/ecs
한다.	하/px+ㄴ다/ef+./sf
만약	만약/mag
골프에	골프/ncn+에/jca
재미를	재미/ncn+를/jco
붙인다면	붙이/pvg+ㄴ다/ef+면/ecs
그때부터	그/npd+때/ncn+부터/jxc
눈으로	눈/ncn+으로/jca
느끼지	느끼/pvg+지/ecx
못하더라도	못하/px+더라도/ecs
많은	많/paa+은/etm
것을	것/nbn+을/jco
배우게	배우/pvg+게/ecs
된다."	되/pvg+ㄴ다/ef+./sf+"/sr
사진설명:우즈가	사진/ncn+설명/ncn+:/sp+우즈/nq+가/jcs
17세	17/nnc+세/nbu
이하를	이하/ncn+를/jco
상대로	상대/ncn+로/jca
한	하/pvg+ㄴ/etm
골프	골프/ncn
클리닉에서	클리닉/ncn+에서/jca
드라이브	드라이브/ncn
시범	시범/ncn
샷을	샷/ncn+을/jco
선보이고	선/ncn+보이/pvg+고/ecx
있다.	있/px+다/ef+./sf
<한노(일본)=AP연합>          </sl+한노/nq+(/sl+일본/nq+)/sr+=/sy+AP/f+연합/ncn+>/sy
21세의	21/nnc+세/nbu+의/jcm
나이로	나이/ncn+로/jca
세계정상에	세계/ncn+정상/ncn+에/jca
오른	오르/pvg+ㄴ/etm
타이거	nq[타이거/nq
우즈가	우즈/nq]nq+가/jcs
일반	일반/ncn
골프팬에게	골프/ncn+팬/ncn+에게/jca
해준	하/pvg+어/ecx+주/px+ㄴ/etm
첫조언은	첫/mma+조언/ncn+은/jxc
'재미'였다.	'/sl+재미/ncn+'/sr+이/jp+었/ep+다/ef+./sf
9일	9/nno+일/nbu
아시아주니어매치에	아시아주니어매치/nq+에/jca
앞서	앞/ncn+서/pvg+어/ecs
무사시가오카GC에서	nq[무사시가오카/nq+GC/f]nq+에서/jca
가진	가지/pvg+ㄴ/etm
골프클리닉에서	골프/ncn+클리닉/ncn+에서/jca
우즈는	우즈/nq+는/jxc
"골프에서	"/sl+골프/ncn+에서/jca
가장	가장/mag
중요한	중요/ncps+하/xsm+ㄴ/etm
것은	것/nbn+은/jxc
골프를	골프/ncn+를/jco
즐기는	즐기/pvg+는/etm
것"이라며	것/nbn+"/sr+이/jp+라며/ecs
"다른	"/sl+다르/paa+ㄴ/etm
사람의	사람/ncn+의/jcm
성적이나	성적/ncn+이나/jcj
플레이에	플레이/ncn+에/jca
상관없이	상관/ncn+없/paa+이/xsa
자신의	자신/ncn+의/jcm
목표와	목표/ncn+와/jcj
기대를	기대/ncn+를/jco
세우는	세우/pvg+는/etm
것이	것/nbn+이/jcs
무엇보다	무엇/npd+보다/jca
중요하다"고	중요/ncps+하/xsm+다/ef+"/sr+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
우즈	우즈/nq
뿐	뿐/nbn
아니라	아니/paa+라/ecs
이날	이/mmd+날/ncn
클리닉에	클리닉/ncn+에/jca
