<tdmsfile>


이곳에서는	이곳/npd+에서/jca+는/jxc
,	,/sp
도형	도형/ncn
등이	등/nbn+이/jcs
그려져	그리/pvg+어/ecx+지/px+어/ecx
있는	있/px+는/etm
특수한	특수/ncps+하/xsm+ㄴ/etm
판	판/ncn
위에서	위/ncn+에서/jca
입력할	입력/ncpa+하/xsv+ㄹ/etm
문자가	문자/ncn+가/jcs
있는	있/paa+는/etm
부분을	부분/ncn+을/jco
손으로	손/ncn+으로/jca
누르거나	누르/pvg+거나/ecc
특수	특수/ncn
펜으로	펜/ncn+으로/jca
누르면	누르/pvg+면/ecs
화면에	화면/ncn+에/jca
해당되는	해당/ncpa+되/xsv+는/etm
문자가	문자/ncn+가/jcs
자동적으로	자동/ncn+적/xsn+으로/jca
입력되는	입력/ncpa+되/xsv+는/etm
장치입니다	장치/ncn+이/jp+ㅂ니다/ef
.	./sf

앞에서도	앞/ncn+에서/jca+도/jxc
잠깐	잠깐/mag
설명을	설명/ncn+을/jco
드렸지만	드리/pvg+었/ep+지만/ecs
,	,/sp
게임을	게임/ncn+을/jco
할	하/pvg+ㄹ/etm
때나	때/ncn+나/jcj
음성이	음성/ncn+이/jcs
필요한	필요/ncps+하/xsm+ㄴ/etm
프로그램을	프로그램/ncn+을/jco
사용할	사용/ncpa+하/xsv+ㄹ/etm
때	때/ncn
반드시	반드시/mag
필요한	필요/ncps+하/xsm+ㄴ/etm
주변	주변/ncn
장치입니다	장치/ncn+이/jp+ㅂ니다/ef
.	./sf

어렵사리	어렵사리/mag
사전을	사전/ncn+을/jco
뒤지니까	뒤지/pvg+니까/ecs
뭐라고	뭐/npd+라/ef+고/jcr
나오긴	나오/pvg+기/etn+ㄴ/jxc
나오는데	나오/pvg+는데/ecs
더	더/mag
어렵게	어렵/paa+게/ecx
설명하여	설명/ncpa+하/xsv+여/ecs
난처해질	난처/ncps+하/xsm+어/ecx+지/px+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없었습니다	없/paa+었/ep+습니다/ef
.	./sf

한마디로	한마디/ncn+로/jca
`	`/sl
부팅	부팅/ncn
`	`/sr
이란	이/jp+라/ef+ㄴ/jxc
전원을	전원/ncn+을/jco
껐다가	끄/pvg+었/ep+다가/ecc
켜는	켜/pvg+는/etm
일입니다	일/ncn+이/jp+ㅂ니다/ef
.	./sf

쉬워도	쉽/paa+어도/ecs
불만인가요	불만/ncn+이/jp+ㄴ가/ef+요/jxf
?	?/sf

좀더	좀더/mag
구체적으로	구체/ncn+적/xsn+으로/jca
말해	말/ncpa+하/xsv+어/ecs
,	,/sp
부팅이란	부팅/ncn+이/jp+라/ef+ㄴ/jxc
`	`/sl
DOS	DOS/f
`	`/sl
체제를	체제/ncn+를/jco
메모리에	메모리/ncn+에/jca
불러들이는	부르/pvg+어/ecs+들이/pvg+는/etm
과정	과정/ncn
`	`/sr
입니다	이/jp+ㅂ니다/ef
.	./sf

이렇게	이렇/pad+게/ecc
이야기하면	이야기/ncpa+하/xsv+면/ecs
컴퓨터	컴퓨터/ncn
초보	초보/ncn
운전자들은	운전/ncn+자/xsn+들/xsn+은/jxc
오히려	오히려/mag
궁금증	궁금/ncn+증/xsn
두	두/nnc
가지만	가지/nbu+만/jxc
더	더/mag
생길	생기/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf

우선	우선/mag
DOS	DOS/f
에	에/jca
대해서	대하/pvg+어서/ecs
간단하게	간단/ncpa+하/xsv+게/ecs
말씀드리겠습니다	말씀/ncn+드리/pvg+겠/ep+습니다/ef
.	./sf

DOS	DOS/f
는	는/jxc
딱딱한	딱딱하/paa+ㄴ/etm
쇠붙이와	쇠/ncn+붙이/xsn+와/jcj
플라스틱으로	플라스틱/ncn+으로/jca
이루어진	이루/pvg+어/ecx+지/px+ㄴ/etm
컴퓨터	컴퓨터/ncn
(	(/sl
이것을	이것/npd+을/jco
하드웨어라고	하드웨어/ncn+라고/jcr
부른다고	부르/pvg+ㄴ다/ef+고/jcr
했죠	하/pvg+었/ep+죠/ef
)	)/sr
에	에/jca
없어서는	없/paa+어서/ecs+는/jxc
안	안/mag
될	되/pvg+ㄹ/etm
,	,/sp
인간으로	인간/ncn+으로/jca
말하면	말/ncpa+하/xsv+면/ecs
가장	가장/mag
기본적인	기본/ncn+적/xsn+이/jp+ㄴ/etm
정신이라고	정신/ncn+이/jp+라/ef+고/jcr
할	하/pvg+ㄹ/etm
수	수/ncn
있습니다	있/paa+습니다/ef
.	./sf

앞에서	앞/ncn+에서/jca
컴퓨터의	컴퓨터/ncn+의/jcm
용도에	용도/ncn+에/jca
대해서	대하/pvg+어서/ecs
설명을	설명/ncn+을/jco
할	하/pvg+ㄹ/etm
때	때/ncn
여러	여러/mma
가지	가지/nbu
소프트웨어	소프트웨어/ncn
프로그램들에	프로그램/ncn+들/xsn+에/jca
대해서	대하/pvg+어서/ecs
말씀드렸는데	말씀/ncn+드리/pvg+었/ep+는데/ecs
,	,/sp
DOS	DOS/f
는	는/jxc
그런	그런/mmd
소프트웨어들과	소프트웨어/ncn+들/xsn+과/jcj
하드웨어를	하드웨어/ncn+를/jco
중간적인	중간/ncn+적/xsn+이/jp+ㄴ/etm
위치에서	위치/ncn+에서/jca
연결시켜주는	연결/ncpa+시키/xsv+어/ecx+주/px+는/etm
중요한	중요/ncps+하/xsm+ㄴ/etm
역할을	역할/ncn+을/jco
수행하고	수행/ncpa+하/xsv+고/ecx
있습니다	있/px+습니다/ef
.	./sf

그러나	그러나/maj
물과	물/ncn+과/jcj
공기처럼	공기/ncn+처럼/jca
인간이	인간/ncn+이/jcs
생존하는	생존/ncpa+하/xsv+는/etm
데	데/nbn
없어서는	없/paa+어서/ecs+는/jxc
안	안/mag
될	되/pvg+ㄹ/etm
필수적인	필수/ncn+적/xsn+이/jp+ㄴ/etm
존재들의	존재/ncn+들/xsn+의/jcm
중요성을	중요/ncn+성/xsn+을/jco
우리가	우리/npp+가/jcs
가끔씩	가끔/mag+씩/xsn
잊고	잊/pvg+고/ecs
살듯이	살/pvg+듯이/ecs
,	,/sp
컴퓨터를	컴퓨터/ncn+를/jco
약간	약간/mag
안다는	알/pvg+ㄴ다/ef+는/etm
사람들도	사람/ncn+들/xsn+도/jxc
가끔	가끔/mag
DOS	DOS/f
의	의/jcm
중요성을	중요/ncn+성/xsn+을/jco
가볍게	가볍/paa+게/ecx
생각하는	생각/ncpa+하/xsv+는/etm
경우가	경우/ncn+가/jcs
적지	적/paa+지/ecx
않습니다	않/px+습니다/ef
.	./sf

그	그/mmd
다음으로	다음/ncn+으로/jca
메모리에	메모리/ncn+에/jca
대해서	대하/pvg+어서/ecs
알아봅시다	알/pvg+아/ecx+보/px+ㅂ시/ep+다/ef
.	./sf

자	자/ii
,	,/sp
이제	이제/mag
복습을	복습/ncn+을/jco
겸해서	겸하/pvg+어서/ecs
다시	다시/mag
설명할	설명/ncpa+하/xsv+ㄹ/etm
테니	터/nbn+이니/ecs
정리하세요	정리/ncpa+하/xsv+시/ep+어/ef+요/jxf
.	./sf

(	(/sl
보통	보통/ncn
`	`/sl
메모리	메모리/ncn
`	`/sr
라고	라고/jcr
부르지요	부르/pvg+지/ef+요/jxf
)	)/sr
이와	이/npd+와/jct
달리	다르/paa+이/xsa
,	,/sp
그냥	그냥/mag
읽기만	읽/pvg+기/etn+만/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
메모리인	메모리/ncn+이/jp+ㄴ/etm
`	`/sl
ROM	ROM/sy
`(	`/sl+(/sl
Read	Read/f
Only	Only/f
Memory	Memory/f
)	)/sr
이	이/jcs
있습니다	있/paa+습니다/ef
.	./sf

줄여서	줄이/pvg+어서/ecs
`	`/sl
롬바이오스	롬바이오스/ncn
(	(/sl
ROM	ROM/f
BIOS	BIOS/f
:	:/sp
Basic	Basic/f
Input	Input/f
Output	Output/f
System	System/f
)`	)/sr+`/sr
라고	라고/jcr
부르는데	부르/pvg+는데/ecs
,	,/sp
이	이/mmd
`	`/sl
롬바이오스	롬바이오스/ncn
`	`/sr
는	는/jxc
하드웨어와	하드웨어/ncn+와/jct
아주	아주/mag
밀접한	밀접/ncps+하/xsm+ㄴ/etm
관련이	관련/ncn+이/jcs
있습니다	있/paa+습니다/ef
따라서	따라서/maj
컴퓨터	컴퓨터/ncn
시스템에서	시스템/ncn+에서/jca
매우	매우/mag
중요한	중요/ncpa+하/xsv+ㄴ/etm
위치를	위치/ncn+를/jco
차지하고	차지/ncpa+하/xsv+고/ecx
있습니다	있/px+습니다/ef
.	./sf

자	자/ii
,	,/sp
그러면	그러면/maj
다시	다시/mag
부팅에	부팅/ncn+에/jca
대해서	대하/pvg+어서/ecs
체계적으로	체계/ncn+적/xsn+으로/jca
정리해	정리/ncpa+하/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf

그럼	그럼/ii
,	,/sp
처음	처음/ncn
컴퓨터의	컴퓨터/ncn+의/jcm
스위치를	스위치/ncn+를/jco
켰을	켜/pvg+었/ep+을/etm
때부터	때/ncn+부터/jxc
커서가	커서/ncn+가/jcs
화면에	화면/ncn+에/jca
나타나기까지의	나타나/pvg+기/etn+까지/jxc+의/jcm
과정을	과정/ncn+을/jco
차례대로	차례/ncn+대로/jca
알아보기로	알/pvg+아/ecx+보/px+기/etn+로/jca
합시다	하/pvg+ㅂ시/ep+다/jca
.	./sf

혹시	혹시/mag
미처	미처/mag
설명을	설명/ncn+을/jco
못한	못/mag+하/pvg+ㄴ/etm
용어가	용어/ncn+가/jcs
나오더라도	나오/pvg+더라도/ecs
,	,/sp
그냥	그냥/mag
읽어	읽/pvg+어/ecx
두시면	두/px+시/ep+면/ecs
뒤에	뒤/ncn+에/jca
반드시	반드시/mag
그	그/mmd
용어를	용어/ncn+를/jco
이해할	이해/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
대목이	대목/ncn+이/jcs
나올	나오/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf

사실은	사실/ncn+은/jxc
CPU	CPU/f
가	가/jcs
먼저	먼저/mag
전기적인	전기/ncn+적/xsn+이/jp+ㄴ/etm
신호를	신호/ncn+를/jco
받고	받/pvg+고/ecc
롬바이오서의	롬바이오서/ncn+의/jcm
부트	부트/ncn
프로그램을	프로그램/ncn+을/jco
실행시킨	실행/ncpa+시키/xsv+ㄴ/etm
것이지요	것/nbn+이/jp+지/ef+요/jxf
.	./sf

그	그/mmd
다음엔	다음/ncn+에/jca+ㄴ/jxc
일련의	일련/ncn+의/jcm
시스템	시스템/ncn
검사를	검사/ncn+를/jco
마치고	마치/pvg+고/ecc
,	,/sp
마치	마치/mag
큰	크/paa+ㄴ/etm
시계	시계/ncn
초침	초침/ncn
소리와	소리/ncn+와/jct
비슷한	비슷/ncps+하/xsm+ㄴ/etm
소리가	소리/ncn+가/jcs
나면서	나/pvg+면서/ecs
메모리를	메모리/ncn+를/jco
테스트합니다	테스트/ncpa+하/xsv+ㅂ니다/ef
.	./sf

아무래도	아무렇/pad+어도/ecs
메모리의	메모리/ncn+의/jcm
용량은	용량/ncn+은/jxc
큰	크/paa+ㄴ/etm
편이	편/ncn+이/jcs
좋겠지요	좋/paa+겠/ep+지/ef+요/jxf
.	./sf

출력	출력/ncn
장치	장치/ncn
검사를	검사/ncn+를/jco
하고	하/pvg+고/ecc
DOS	DOS/f
가	가/jcs
담겨	담기/pvg+어/ecx
있는	있/px+는/etm
디스크를	디스크/ncn+를/jco
찾습니다	찾/pvg+습니다/ef
.	./sf

COM	COM/f
은	은/jxc
자동	자동/ncn
시행	시행/ncn
파일을	파일/ncn+을/jco
찾아	찾/pvg+아/ecs
일련의	일련/ncn+의/jcm
명령들을	명령/ncn+들/xsn+을/jco
수행시킵니다	수행/ncpa+시키/xsv+ㅂ니다/ef
.	./sf

제대로	제대로/mag
부팅이	부팅/ncn+이/jcc
되었다면	되/pvg+었/ep+다/ef+면/ecs
,	,/sp
화면에	화면/ncn+에/jca
아래와	아래/ncn+와/jct
같은	같/paa+은/etm
모양의	모양/ncn+의/jcm
프롬프트	프롬프트/ncn
(	(/sl
Prompt	Prompt/f
)	)/sr
가	가/jcs
나타날	나타나/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf

이렇게	이렇/pad+게/xsa
프롬프트와	프롬프트/ncn+와/jcj
커서가	커서/ncn+가/jcs
나타나면	나타나/pvg+면/ecs
,	,/sp
이제부터는	이제/ncn+부터/jxc+는/jxc
컴퓨터가	컴퓨터/ncn+가/jcs
일을	일/ncn+을/jco
할	하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
준비	준비/ncn
상태임을	상태/ncn+이/jp+ㅁ/etn+을/jco
뜻합니다	뜻/ncpa+하/xsv+ㅂ니다/ef
.	./sf

더구나	더구나/mag
이런	이런/mmd
복잡한	복잡/ncps+하/xsm+ㄴ/etm
작업은	작업/ncn+은/jxc
여러분이	여러분/npp+이/jcs
컴퓨터	컴퓨터/ncn
스위치를	스위치/ncn+를/jco
올리면	올리/pvg+면/ecs
컴퓨터가	컴퓨터/ncn+가/jcs
스스로	스스로/mag
알아서	알/pvg+아서/ecs
불과	불과/mag
몇십	몇십/nnc
초	초/nbu
안에	안/ncn+에/jca
해내는	하/pvg+어/ecx+내/px+는/etm
것이랍니다	것/nbn+이/jp+라/ef+ㅂ니다/ef
.	./sf

금속판으로	금속/ncn+판/ncn+으로/jca
싸여있어	싸이/pvg+어/ecx+있/px+어/ecs
겉으로는	겉/ncn+으로/jca+는/jxc
볼	보/pvg+ㄹ/etm
수	수/nbn
없습니다	없/paa+습니다/ef
.	./sf

용량이	용량/ncn+이/jcs
크고	크/paa+고/ecc
정보를	정보/ncn+를/jco
처리하는	처리/ncpa+하/xsv+는/etm
속도가	속도/ncn+가/jcs
매우	매우/mag
빨라	빠르/paa+아/ecs
이제는	이제/ncn+는/jxc
거의	거의/mag
필수적인	필수/ncn+적/xsn+이/jp+ㄴ/etm
장치가	장치/ncn+가/jcc
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf

(3	(/sl+3/nno
)	)/sr
가끔	가끔/mag
컴퓨터가	컴퓨터/ncn+가/jcs
작동이	작동/ncn+이/jcc
안	안/mag
될	되/pvg+ㄹ/etm
경우에는	경우/ncn+에/jca+는/jxc
재부팅을	재/xp+부팅/ncn+을/jco
해야만	하/pvg+어야/ecs+만/jxc
합니다	하/pvg+ㅂ니다/ef
.	./sf

웜부트는	웜부트/ncn+는/jxc
153345100 < </sl
Ctrl	Ctrl/f
153345300 >-< >/sr+-/sd+</sl
Alt	Alt/f
153345500 >-< >/sr+-/sd+</sl
Del	Del/f
>	>/sr
키를	키/ncn+를/jco
동시에	동시/ncn+에/jca
누르면	누르/pvg+면/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf

콜드	콜드/ncn
부트는	부트/ncn+는/jxc
컴퓨터의	컴퓨터/ncn+의/jcm
리셋	리셋/ncn
스위치를	스위치/ncn+를/jco
눌렀다	누르/pvg+었/ep+다/ecs
놓거나	놓/pvg+거나/ecc
,	,/sp
컴퓨터를	컴퓨터/ncn+를/jco
아예	아예/mag
껐다가	끄/pvg+었/ep+다가/ecs
다시	다시/mag
켜는	켜/pvg+는/etm
것을	것/nbn+을/jco
말합니다	말/ncpa+하/xsv+ㅂ니다/ef
.	./sf

컴퓨터를	컴퓨터/ncn+를/jco
오래	오래/mag
사용하려면	사용/ncpa+하/xsv+려면/ecs
,	,/sp
되도록	되도록/mag
콜드	콜드/ncn
부팅은	부팅/ncn+은/jxc
하지	하/pvg+지/ecx
않는	않/px+는/etm
것이	것/nbn+이/jcs
좋습니다	좋/paa+습니다/ef
.	./sf

컴퓨터를	컴퓨터/ncn+를/jco
부팅시킨	부팅/ncpa+시키/xsv+ㄴ/etm
다음에는	다음/ncn+에/jca+는/jxc
컴퓨터에게	컴퓨터/ncn+에게/jca
여러	여러/mma
가지	가지/nbu
명령을	명령/ncn+을/jco
해	하/pvg+어/ecx
주어야	주/px+어야/ecs
합니다	하/pvg+ㅂ니다/ef
.	./sf

그들	그/npd+들/xsn
명령어	명령/ncn+어/xsn
중	중/nbn
명령을	명령/ncn+을/jco
하지	하/pvg+지/ecx
않아도	않/px+아도/ecs
부팅될	부팅/ncpa+되/xsv+ㄹ/etm
때	때/ncn
자동으로	자동/ncn+으로/jca
실행되는	실행/ncpa+되/xsv+는/etm
명령은	명령/ncn+은/jxc
환경	환경/ncn
설정	설정/ncn
프로그램입니다	프로그램/ncn+이/jp+ㅂ니다/ef
.	./sf

컴퓨터를	컴퓨터/ncn+를/jco
처음	처음/mag
배울	배우/pvg+ㄹ/etm
때	때/ncn
가장	가장/mag
먼저	먼저/mag
해야	하/pvg+어야/ecs
할	하/pvg+ㄹ/etm
일은	일/ncn+은/jxc
자판	자판/ncn
연습입니다	연습/ncn+이/jp+ㅂ니다/ef
.	./sf

어느	어느/mmd
정도	정도/nbn
숙달이	숙달/ncn+이/jcc
되었으면	되/pvg+었/ep+으면/ecs
,	,/sp
컴퓨터의	컴퓨터/ncn+의/jcm
운영	운영/ncn
구조에	구조/ncn+에/jca
대해서도	대하/pvg+어서/ecs+도/jxc
약간은	약간/mag+은/jxc
알아야	알/pvg+아야/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf

앞에서	앞/ncn+에서/jca
잠깐	잠깐/mag
설명을	설명/ncn+을/jco
드렸지만	드리/pvg+었/ep+지만/ecs
,	,/sp
지금부터는	지금/ncn+부터/jxc+는/jxc
DOS	DOS/f
란	란/jxc
무엇인가에	무엇/npd+이/jp+ㄴ가/ef+에/jca
대해서	대하/pvg+어서/ecs
차례대로	차례/ncn+대로/jca
알아보기로	알/pvg+아/ecx+보/px+기/etn+로/jca
하겠습니다	하/pvg+겠/ep+습니다/ef
.	./sf

그대로	그대로/mag
해석하면	해석/ncpa+하/xsv+면/ecs
디스크	디스크/ncn
운영	운영/ncn
체제라고	체제/ncn+라/ef+고/jcr
할	하/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf

즉	즉/mag
,	,/sp
컴퓨터를	컴퓨터/ncn+를/jco
원활하게	원활/ncps+하/xsm+게/ecs
사용하도록	사용/ncpa+하/xsv+도록/ecs
해	하/pvg+어/ecx
주며	주/px+며/ecc
,	,/sp
컴퓨터	컴퓨터/ncn
시스템의	시스템/ncn+의/jcm
동작에서	동작/ncn+에서/jca
가장	가장/mag
중요한	중요/ncps+하/xsm+ㄴ/etm
역할을	역할/ncn+을/jco
수행하고	수행/ncpa+하/xsv+고/ecc
,	,/sp
하드웨어와	하드웨어/ncn+와/jct
가장	가장/mag
밀접한	밀접/ncpa+하/xsv+ㄴ/etm
부분을	부분/ncn+을/jco
담당하는	담당/ncpa+하/xsv+는/etm
기보	기보/ncn
바탕	바탕/ncn
소프트웨어랍니다	소프트웨어/ncn+라/ef+ㅂ니다/ef
.	./sf

그림에서	그림/ncn+에서/jca
볼	보/pvg+ㄹ/etm
수	수/nbn
있듯	있/paa+듯/ecs
,	,/sp
가장	가장/mag
아래쪽에	아래/ncn+쪽/nbn+에/jca
하드웨어가	하드웨어/ncn+가/jcs
있고	있/paa+고/ecc
,	,/sp
위쪽에	위/ncn+쪽/nbn+에/jca
응용	응용/ncn
소프트웨어	소프트웨어/ncn
,	,/sp
가운데에	가운데/ncn+에/jca
운영	운영/ncn
체제	체제/ncn
소프트웨어가	소프트웨어/ncn+가/jcs
존재합니다	존재/ncpa+하/xsv+ㅂ니다/ef
.	./sf

쉽게	쉽/paa+게/ecc
말해서	말/ncpa+하/xsv+어서/ecs
운영체제	운영/ncn+체제/ncn
프로그램의	프로그램/ncn+의/jcm
대명사인	대명사/ncn+이/jp+ㄴ/etm
도스	도스/ncn
(	(/sl
DOS	DOS/f
)	)/sr
는	는/jxc
하드웨어와	하드웨어/ncn+와/jct
가장	가장/mag
밀접한	밀접/ncpa+하/xsv+ㄴ/etm
관계를	관계/ncn+를/jco
가진	가지/pvg+ㄴ/etm
소프트웨어로서	소프트웨어/ncn+로서/jca
,	,/sp
상부	상부/ncn
구조의	구조/ncn+의/jcm
응용	응용/ncn
소프트웨어	소프트웨어/ncn
,	,/sp
컴퓨터	컴퓨터/ncn
언어	언어/ncn
처리	처리/ncn
소프트웨어와	소프트웨어/ncn+와/jcj
하부	하부/ncn
구조인	구조/ncn+이/jp+ㄴ/etm
하드웨어	하드웨어/ncn
사이의	사이/ncn+의/jcm
중개자	중개/ncn+자/xsn
역할을	역할/ncn+을/jco
수행한다고	수행/ncpa+하/xsv+ㄴ다/ef+고/jcr
볼	보/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf

1	1/nno
머슴	머슴/ncn
고르기	고르/pvg+기/etn
어렵고	어렵/paa+고/ecc
힘든	힘/ncn+들/pvg+ㄴ/etm
가정	가정/ncn
형편에서도	형편/ncn+에서/jca+도/jxc
구두쇠	구두쇠/ncn
주인	주인/ncn
마님이	마님/ncn+이/jcs
백여만	백여만/nnc
원	원/nbu
이상이	이상/ncn+이/jcs
드는	들/pvg+는/etm
돌쇠	돌쇠/ncn
(	(/sl
PC	PC/f
)	)/sr
를	를/jco
구입하기로	구입/ncpa+하/xsv+기/etn+로/jca
했습니다	하/pvg+었/ep+습니다/ef
.	./sf

값은	값/ncn+은/jxc
저렴하면서도	저렴/ncps+하/xsm+면서/ecs+도/jxc
튼튼하고	튼튼/ncps+하/xsm+고/ecc
,	,/sp
기억력도	기억/ncn+력/xsn+도/jxc
좋아야	좋/paa+아야/ecs
하겠고	하/pvg+겠/ep+고/ecc
,	,/sp
주인	주인/ncn
마님이	마님/ncn+이/jcs
시키는	시키/pvg+는/etm
일을	일/ncn+을/jco
빨리	빨리/mag
처리할	처리/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있어야	있/paa+어야/ecs
한다는	하/pvg+ㄴ다/ef+는/etm
생각에	생각/ncn+에/jca
여러	여러/mma
가지로	가지/nbu+로/jca
따져	따지/pvg+어/ecx
보았습니다	보/px+았/ep+습니다/ef
.	./sf

86	86/nnc
개짜리도	개/nbu+짜리/xsn+도/jxc
있고	있/paa+고/ecc
101	101/nnc
개	개/nbu
,	,/sp
103	103/nnc
개짜리도	개/nbu+짜리/xsn+도/jxc
있었습니다	있/paa+었/ep+습니다/ef
.	./sf

25	25/nnc
인치	인치/nbu
디스켓을	디스켓/ncn+을/jco
넣는	넣/pvg+는/etm
드라이브가	드라이브/ncn+가/jcs
있었고	있/paa+었/ep+고/ecc
,	,/sp
어떤	어떤/mmd
것은	것/nbn+은/jxc
둘	둘/nnc
다	다/mag
있는	있/paa+는/etm
것도	것/nbn+도/jxc
있었습니다	있/paa+었/ep+습니다/ef
.	./sf

세번째로	세/nno+번째/nbu+로/jca
주인	주인/ncn
마님은	마님/ncn+은/jxc
하인인	하인/ncn+이/jp+ㄴ/etm
돌쇠가	돌쇠/ncn+가/jcs
얼마나	얼마나/mag
자료를	자료/ncn+를/jco
보관할	보관/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있나	있/paa+나/ecs
알아보았습니다	알/pvg+아/ecx+보/px+았/ep+습니다/ef
.	./sf

종류는	종류/ncn+는/jxc
매우	매우/mag
다양하여	다양/ncps+하/xsm+여/ecs
50	50/nnc
MB	MB/su
,	,/sp
80	80/nnc
MB	MB/su
,	,/sp
100	100/nnc
MB,	MB/su+,/sp
120	120/nnc
MB	MB/su
,	,/sp
180	180/nnc
MB	MB/uy
,	,/sp
200	200/nnc
MB	MB/su
,	,/sp
250	250/nnc
MB	MB/su
등이	등/nbn+이/jcs
있었습니다	있/paa+었/ep+습니다/ef
.	./sf

물론/{{}}mag	./sf
MB	MB/su
용량이	용량/ncn+이/jcs
커질수록	크/paa+어/ecx+지/px+ㄹ수록/ecs
값도	값/ncn+도/jxc
비싸지기	비싸/paa+아/ecx+지/px+기/etn
때문에	때문/nbn+에/jca
구두쇠	구두쇠/ncn
주인	주인/ncn
마님은	마님/ncn+은/jxc
갈등을	갈등/ncn+을/jco
하고	하/pvg+고/ecc
계산해	계산/ncpa+하/xsv+어/ecx
보았습니다	보/px+았/ep+습니다/ef
.	./sf

그	그/mmd
정도면	정도/ncn+면/ecs
좋을	좋/paa+을/etm
듯싶어서	듯싶/px+어서/ecs
하드	하드/ncn
디스크	디스크/ncn
용량은	용량/ncn+은/jxc
120	120/nnc
MB	MB/su
로	로/jca
선택했습니다	선택/ncpa+하/xsv+었/ep+습니다/ef
.	./sf

네번째로	네/nno+번째/nbu+로/jca
주인	주인/ncn
마님은	마님/ncn+은/jxc
하인인	하인/ncn+이/jp+ㄴ/etm
돌쇠가	돌쇠/ncn+가/jcs
어느	어느/mmd
정도	정도/nbn
기억력이	기억/ncn+력/xsn+이/jcs
좋은지	좋/paa+은지/ecs
램	램/nq
(	(/sl
RAM	RAM/f
)	)/sr
의	의/jcm
용량을	용량/ncn+을/jco
알아보았습니다	알/pvg+아/ecx+보/px+았/ep+습니다/ef
.	./sf

단위가	단위/ncn+가/jcs
클수록	크/paa+ㄹ수록/ecs
주인	주인/ncn
마님이	마님/ncn+이/jcs
시키는	시키/pvg+는/etm
심부름을	심부름/ncn+을/jco
많이	많/paa+이/xsa
기억할	기억/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것	것/nbn
같습니다	같/paa+습니다/ef
.	./sf
</tdmsfile>
