<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0300.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0300.txt </filename>
<title>수학과의 만남  </title>
<author>써지 랭 저 ; 송교식 역  </author>
<date>1992  </date>
<publisher>가서원  </publisher>
<kdc>410  </kdc>
<ddc> 510 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
수학을	수학/ncn+을/jco
그렇습니다	그렇/pad+습니다/ef
.	./sf
넓이는	넓이/ncn+는/jxc
2	2/nnc
의	의/jcm
제곱만큼	제곱/ncn+만큼/nbn
변합니다	변하/pvg+ㅂ니다/ef
.	./sf
이	이/mmd
직사각형을	직사각형/ncn+을/jco
인수	인수/ncn
r	r/f
의	의/jcm
비율로	비율/ncn+로/jca
부풀리면	부풀리/pvg+면/ecs
넓이는	넓이/ncn+는/jxc
r	r/f
만큼	만큼/nbn
변합니다	변하/pvg+ㅂ니다/ef
.	./sf
이제	이제/mag
곡선으로	곡선/ncn+으로/jca
생긴	생기/pvg+ㄴ/etm
도형을	도형/ncn+을/jco
부풀린다고	부풀리/pvg+ㄴ다/ef+고/jcr
생각해	생각/ncpa+하/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
인수	인수/ncn
2	2/nnc
만큼	만큼/nbn
부풀립니다	부풀리/pvg+ㅂ니다/ef
.	./sf
넓이는	넓이/ncn+는/jxc
얼마만큼	얼마/ncn+만큼/nbn
변하겠습니까	변하/pvg+겠/ep+습니까/ef
?	?/sf
한	한/nnc
학생	학생/ncn
:	:/sp
4	4/nnc
만큼입니다	만큼/nbn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그렇습니다	그렇/pad+습니다/ef
.	./sf
넓이는	넓이/ncn+는/jxc
직사각형과	직사각형/ncn+과/jct
같은	같/paa+은/etm
4	4/nnc
의	의/jcm
비율로	비율/ncn+로/jca
변합니다	변하/pvg+ㅂ니다/ef
.	./sf
왜	왜/mag
그렇습니까	그렇/pad+습니까/ef
?	?/sf
증명할	증명/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있습니까	있/paa+습니까/ef
?	?/sf
직사각형이	직사각형/ncn+이/jcc
아닌	아니/paa+ㄴ/etm
곡선으로	곡선/ncn+으로/jca
이루어진	이루/pvg+어/ecx+지/px+ㄴ/etm
도형에서는	도형/ncn+에서/jca+는/jxc
어떻게	어떻/pad+게/ecs
증명을	증명/ncn+을/jco
하겠습니까	하/pvg+겠/ep+습니까/ef
?	?/sf
누구	누구/npp
좋은	좋/paa+은/etm
아이디어	아이디어/ncn
없습니까	없/paa+습니까/ef
?	?/sf
좋습니다	좋/paa+습니다/ef
.	./sf
아돌프	아돌프/nq
말해보세요	말/ncpa+하/xsv+어/ecx+보/px+시/ep+에/ef+요/jxf
.	./sf
아돌프	아돌프/nq
:	:/sp
둘레를	둘레/ncn+를/jco
잽니다	재/pvg+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
아닙니다	아니/paa+ㅂ니다/ef
.	./sf
둘레를	둘레/ncn+를/jco
재서는	재/pvg+서/ecs+는/jxc
넓이를	넓이/ncn+를/jco
결정할	결정/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없습니다	없/paa+습니다/ef
.	./sf
둘레를	둘레/ncn+를/jco
잰다면	재/pvg+ㄴ다/ef+면/ecs
,	,/sp
경계선인	경계/ncn+선/ncn+이/jp+ㄴ/etm
주변을	주변/ncn+을/jco
알게	알/pvg+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
지금	지금/ncn
내부에	내부/ncn+에/jca
있는	있/paa+는/etm
전체의	전체/ncn+의/jcm
넓이를	넓이/ncn+를/jco
다루고	다루/pvg+고/ecx
있습니다	있/px+습니다/ef
.	./sf
(	(/sl
한	한/nnc
학생이	학생/ncn+이/jcs
손을	손/ncn+을/jco
든다	들/pvg+ㄴ다/ef
.	./sf
여러	여러/mma
학생들이	학생/ncn+들/xsn+이/jcs
약간의	약간/ncn+의/jcm
서투른	서투르/paa+ㄴ/etm
실수를	실수/ncn+를/jco
한다	하/pvg+ㄴ다/ef
.	./sf
잠시	잠시/mag
후	후/ncn
,	,/sp
써지	nq[써지/nq
선생님이	선생/ncn+님/xsn+이/jcs
다시	다시/mag
분필을	분필/ncn+을/jco
든다	들/pvg+ㄴ다/ef
.)	./sf+)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
저는	저/npp+는/jxc
이	이/mmd
문제를	문제/ncn+를/jco
직사각형으로	직사각형/ncn+으로/jca
바꾸어	바꾸/pvg+어/ecx
보겠습니다	보/px+겠/ep+습니다/ef
.	./sf
이처럼	이/npd+처럼/jca
바둑판	바둑/ncn+판/ncn
무늬	무늬/ncn
(	(/sl
grid	grid/f
)	)/sr
를	를/jco
그려	그리/pvg+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
바둑판	바둑/ncn+판/ncn
무늬	무늬/ncn
아시죠	알/pvg+시/ep+지/ef+요/jxf
?	?/sf
콩팥의	콩팥/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
이	이/mmd
콩팥	콩팥/ncn
내부에	내부/ncn+에/jca
있는	있/paa+는/etm
직사각형들의	직사각형/ncn+들/xsn+의/jcm
넓이와	넓이/ncn+와/jct
비슷하지요	비슷/ncps+하/xsm+지/ef+요/jxf
?	?/sf
이	이/mmd
콩팥	콩팥/ncn
안에	안/ncn+에/jca
완전히	완전/ncn+히/xsa
들어	들/pvg+어/ecx
있는	있/px+는/etm
직사각형들을	직사각형/ncn+들/xsn+을/jco
봅시다	보/pvg+ㅂ시다/ef
.(	./sf+(/sl
선생님은	선생/ncn+님/xsn+은/jxc
다음	다음/mmd
그림에다	그림/ncn+에다/jca
두꺼운	두껍/paa+ㄴ/etm
선을	선/ncn+을/jco
그린다	그리/pvg+ㄴ다/ef
.)	./sf+)/sr
여기	여기/npd
,	,/sp
저기	저기/npd
,	,/sp
위에	위/ncn+에/jca
여기	여기/npd
.	./sf
여기	여기/npd
두꺼운	두껍/paa+ㄴ/etm
선	선/ncn
안에	안/ncn+에/jca
있는	있/paa+는/etm
직사각형들을	직사각형/ncn+들/xsn+을/jco
택하면	택하/pvg+면/ecs
,	,/sp
직사각형으로	직사각형/ncn+으로/jca
콩팥의	콩팥/ncn+의/jcm
넓이의	넓이/ncn+의/jcm
근사값을	근사/ncn+값/ncn+을/jco
얻게	얻/pvg+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
다음	다음/ncn
그림처럼	그림/ncn+처럼/jca
아주	아주/mag
세밀한	세밀/ncps+하/xsm+ㄴ/etm
바둑판	바둑/ncn+판/ncn
무늬를	무늬/ncn+를/jco
그린다면	그리/pvg+ㄴ다/ef+면/ecs
,	,/sp
보다	보다/mag
더	더/mag
좋은	좋/paa+은/etm
근사값을	근사/ncn+값/ncn+을/jco
얻게	얻/pvg+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
이	이/mmd
안에	안/ncn+에/jca
들어	들/pvg+어/ecx
있는	있/px+는/etm
작은	작/paa+은/etm
직사각형들이	직사각형/ncn+들/xsn+이/jcs
보이지요	보이/pvg+지/ef+요/jxf
?	?/sf
이	이/mmd
작은	작/paa+은/etm
직사각형들의	직사각형/ncn+들/xsn+의/jcm
넓이의	넓이/ncn+의/jcm
합을	합/ncn+을/jco
구한다면	구하/pvg+ㄴ다/ef+면/ecs
,	,/sp
이	이/mmd
콩팥의	콩팥/ncn+의/jcm
넓이에	넓이/ncn+에/jca
대한	대하/pvg+ㄴ/etm
좋은	좋/paa+은/etm
근사값을	근사/ncn+값/ncn+을/jco
얻게	얻/pvg+게/ecs
될	되/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
이제	이제/mag
,	,/sp
전체	전체/ncn
그림을	그림/ncn+을/jco
어떤	어떤/mmd
인수	인수/ncn
r	r/f
만큼	만큼/nbn
부풀려	부풀리/pvg+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
우리는	우리/npp+는/jxc
어떤	어떤/mmd
인수	인수/ncn
r	r/f
만큼	만큼/nbn
팽창	팽창/ncpa
(	(/sl
dilation	dilation/f
)	)/sr
시킬	시키/xsv+ㄹ/etm
것인데	것/nbn+이/jp+ㄴ데/ecs
,	,/sp
그것은	그것/npd+은/jxc
확장	확장/ncn
(	(/sl
expansion	expansion/f
)	)/sr
이	이/jcc
되거나	되/pvg+거나/ecc
수축	수축/ncpa
(	(/sl
contraction	contraction/f
)	)/sr
될	되/xsv+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그때	그/mmd+때/ncn
이	이/mmd
직사각형도	직사각형/ncn+도/jxc
역시	역시/mag
인수	인수/ncn
r	r/f
만큼	만큼/nbn
팽창될	팽창/ncpa+되/xsv+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
예를	예/ncn+를/jco
들자면	들/pvg+자면/ecs
,	,/sp
r	r/f
이	이/jcs
1	1/nnc
보다	보다/jca
크면	크/paa+면/ecs
처음	처음/ncn
그림에	그림/ncn+에/jca
있는	있/paa+는/etm
직사각형은	직사각형/ncn+은/jxc
더	더/mag
큰	크/paa+ㄴ/etm
직사각형으로	직사각형/ncn+으로/jca
부풀려질	부풀리/pvg+어/ecx+지/px+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
한	한/nnc
학생	학생/ncn
:	:/sp
예	예/ii
.	./sf
선생님이	선생/ncn+님/xsn+이/jcs
콩팥	콩팥/ncn
안에	안/ncn+에/jca
있는	있/paa+는/etm
직사각형들을	직사각형/ncn+들/xsn+을/jco
인수	인수/ncn
2	2/nnc
만큼	만큼/nbn
부풀린다면	부풀리/paa+ㄴ다/ef+면/ecs
,	,/sp
부풀려진	부풀리/pvg+어/ecx+지/px+ㄴ/etm
직사각형들의	직사각형/ncn+들/xsn+의/jcm
넓이는	넓이/ncn+는/jxc
예전	예전/ncn
넓이의	넓이/ncn+의/jcm
네	네/nnc
배가	배/nbu+가/jcc
될	되/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그렇습니다	그렇/pad+습니다/ef
.	./sf
그리고	그리고/maj
만약	만약/mag
인수	인수/ncn
r	r/f
만큼	만큼/nbn
부풀린다면	부풀리/paa+ㄴ다/ef+면/ecs
새	새/mma
직사각형들의	직사각형/ncn+들/xsn+의/jcm
넓이는	넓이/ncn+는/jxc
처음	처음/mag
직사각형들의	직사각형/ncn+들/xsn+의/jcm
넓이는	넓이/ncn+는/jxc
처음	처음/mag
직사각형	직사각형/ncn
넓이의	넓이/ncn+의/jcm
r	r/f
배가	배/nbu+가/jcs
될	되/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
모두	모두/mag
알겠지요	알/pvg+겠/ep+지/ef+요/jxf
?	?/sf
자	자/ii
,	,/sp
여기	여기/npd
이	이/mmd
직사각형들을	직사각형/ncn+들/xsn+을/jco
봅시다	보/pvg+ㅂ시다/ef
.	./sf
이것처럼	이것/npd+처럼/jca
여기	여기/npd
처음	처음/ncn
것	것/nbn
,	,/sp
둘째	둘째/nno
,	,/sp
셋째	셋째/nno
,	,/sp
그리고	그리고/maj
계속되지요	계속/ncpa+되/xsv+지/ef+요/jxf
.	./sf
작은	작/paa+은/etm
직사각형의	직사각형/ncn+의/jcm
넓이들을	넓이/ncn+들/xsn+을/jco
,	,/sp
,	,/sp
,	,/sp
,	,/sp
,	,/sp
,	,/sp
,	,/sp
,	,/sp
,	,/sp
이라고	이/jp+라/ef+고/jcr
번호를	번호/ncn+를/jco
붙입시다	붙이/pvg+ㅂ시다/ef
.	./sf
자	자/ii
,	,/sp
안에	안/ncn+에/jca
있는	있/paa+는/etm
직사각형들이	직사각형/ncn+들/xsn+이/jcs
보이지요	보이/pvg+지/ef+요/jxf
?	?/sf
이	이/mmd
직사각형들의	직사각형/ncn+들/xsn+의/jcm
넓이의	넓이/ncn+의/jcm
총합을	총합/ncn+을/jco
구하면	구하/pvg+면/ecs
,	,/sp
이	이/jcc
되지요	되/pvg+지/ef+요/jxf
.	./sf
이	이/mmd
열	열/nnc
개를	개/nbu+를/jco
모두	모두/mag
구했습니다	구하/pvg+었/ep+습니다/ef
.	./sf
이	이/mmd
합은	합/ncn+은/jxc
콩팥	콩팥/ncn
넓이의	넓이/ncn+의/jcm
근사값이	근사/ncn+값/ncn+이/jcc
됩니다	되/pvg+ㅂ니다/ef
.	./sf
맞지요	맞/pvg+지/ef+요/jxf
?	?/sf
이제	이제/mag
,	,/sp
사진처럼	사진/ncn+처럼/jca
모든	모든/mag
상황을	상황/ncn+을/jco
여러분이	여러분/npp+이/jcs
원하는	원하/pvg+는/etm
비율로	비율/ncn+로/jca
확대해	확대/ncpa+하/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
얼마를	얼마/ncn+를/jco
원하세요	원하/pvg+시/ep+에/ef+요/jxf
,	,/sp
2	2/nnc
?	?/sf
아니면	아니/paa+면/ecs
r	r/f
?	?/sf
특별한	특별/ncps+하/xsm+ㄴ/etm
수를	수/ncn+를/jco
원합니까	원하/pvg+ㅂ니까/ef
?	?/sf
아니면	아니/paa+면/ecs
r	r/f
을	을/jco
쓸까요	쓰/pvg+ㄹ까/ef+요/jxf
?	?/sf
몇몇	몇몇/mma
학생	학생/ncn
:	:/sp
r	r/f
을	을/jco
쓰세요	쓰/pvg+시/ep+에/ef+요/jxf
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
r	r/f
을	을/jco
씁시다	쓰/pvg+ㅂ시다/ef
.	./sf
자	자/ii
,	,/sp
인수	인수/ncn
r	r/f
만큼	만큼/nbn
부풀려	부풀리/pvg+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
이제	이제/mag
이	이/mmd
직사각형들	직사각형/ncn+들/xsn
중	중/nbn
하나의	하나/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
A	A/f
입니다	이/jp+ㅂ니다/ef
.	./sf
여기	여기/npd
이	이/mmd
여학생이	여학생/ncn+이/jcs
말한	말/ncpa+하/xsv+ㄴ/etm
것처럼	것/nbn+처럼/jca
,	,/sp
학생의	학생/ncn+의/jcm
이름은	이름/ncn+은/jxc
?	?/sf
학생	학생/ncn
:	:/sp
레이첼	레이첼/nq
(	(/sl
Rachel	Rachel/f
)	)/sr
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
레이첼	레이첼/nq
.	./sf
레이첼이	레이첼/nq+이/jcs
말한	말/ncpa+하/xsv+ㄴ/etm
것처럼	것/nbn+처럼/jca
팽창된	팽창/ncpa+되/xsv+ㄴ/etm
직사각형의	직사각형/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
r	r/f
입니다	이/jp+ㅂ니다/ef
.	./sf
여기에서는	여기/npd+에서/jca+는/jxc
넓이가	넓이/ncn+가/jcs
A	A/f
인	이/jp+ㄴ/etm
직사각형을	직사각형/ncn+을/jco
가지고	가지/pvg+고/ecx
있었는데	있/px+었/ep+는데/ecs
,	,/sp
저기에서는	저기/npd+에서/jca+는/jxc
넓이가	넓이/ncn+가/jcs
r	r/f
A	A/f
직사각형을	직사각형/ncn+을/jco
갖게	갖/pvg+게/ecs
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf
그러면	그러면/maj
부풀려진	부풀리/pvg+어/ecx+지/px+ㄴ/etm
직사각형들의	직사각형/ncn+들/xsn+의/jcm
총합은	총합/ncn+은/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
그것은	그것/npd+은/jxc
입니다	이/jp+ㅂ니다/ef
.	./sf
레이첼	레이첼/nq
:	:/sp
예	예/ii
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
r	r/f
으로	으로/jca
묶으면	묶/pvg+으면/ecs
,	,/sp
즉	즉/mag
,	,/sp
r	r/f
을	을/jco
앞에	앞/ncn+에/jca
놓으면	놓/pvg+으면/ecs
을	을/jcd
얻습니다	얻/pvg+습니다/ef
.	./sf
그러나	그러나/maj
은	은/jxc
콩팥	콩팥/ncn
넓이의	넓이/ncn+의/jcm
근사값입니다	근사/ncn+값/ncn+이/jp+ㅂ니다/ef
.	./sf
그래서	그래서/maj
은	은/jxc
인수	인수/ncn
r	r/f
만큼	만큼/nbn
팽창된	팽창/ncpa+되/xsv+ㄴ/etm
콩팥	콩팥/ncn
넓이의	넓이/ncn+의/jcm
근사값이	근사/ncn+값/ncn+이/jcc
됩니다	되/pvg+ㅂ니다/ef
.	./sf
즉	즉/mag
,	,/sp
새로운	새롭/paa+ㄴ/etm
넓이의	넓이/ncn+의/jcm
근사값은	근사/ncn+값/ncn+은/jxc
처음	처음/ncn
넓이의	넓이/ncn+의/jcm
r	r/f
배인	배/nbu+이/jp+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
이제	이제/mag
보다	보다/mag
세밀한	세밀/ncps+하/xsm+ㄴ/etm
바둑판	바둑/ncn+판/ncn
무늬를	무늬/ncn+를/jco
그린다면	그리/pvg+ㄴ다/ef+면/ecs
,	,/sp
콩팥	콩팥/ncn
내부의	내부/ncn+의/jcm
직사각형들의	직사각형/ncn+들/xsn+의/jcm
넓이는	넓이/ncn+는/jxc
콩팥	콩팥/ncn
넓이의	넓이/ncn+의/jcm
r	r/f
만큼	만큼/nbn
변화되었나	변화/ncpa+되/xsv+었/ep+나/ef
하는	하/pvg+는/etm
이유입니다	이유/ncn+이/jp+ㅂ니다/ef
.	./sf
지금	지금/ncn
설명을	설명/ncn+을/jco
이해하겠습니까	이해/ncpa+하/xsv+겠/ep+습니까/ef
?	?/sf
아니면	아니/paa+면/ecs
모자랍니까	모자라/paa+ㅂ니까/ef
?	?/sf
한	한/nnc
학생	학생/ncn
:	:/sp
조금	조금/ncn
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
조금이라	조금/ncn+이/jp+라/ef
,	,/sp
직사각형들에	직사각형/ncn+들/xsn+에/jca
대한	대하/pvg+ㄴ/etm
설명은	설명/ncn+은/jxc
이해하겠습니까	이해/ncpa+하/xsv+겠/ep+습니까/ef
?	?/sf
인수	인수/ncn
r	r/f
만큼	만큼/nbn
변합니다	변하/pvg+ㅂ니다/ef
.	./sf
학생은	학생/ncn+은/jxc
직사각형을	직사각형/ncn+을/jco
부풀리면	부풀리/pvg+면/ecs
그	그/npp
넓이는	넓이/ncn+는/jxc
r	r/f
만큼	만큼/nbn
변합니다	변하/pvg+ㅂ니다/ef
.	./sf
학생은	학생/ncn+은/jxc
직사각형을	직사각형/ncn+을/jco
가지고	가지/pvg+고/ecs
곡선으로	곡선/ncn+으로/jca
그려진	그리/pvg+어/ecx+지/px+ㄴ/etm
도형을	도형/ncn+을/jco
근사시키는	근사/ncpa+시키/xsv+는/etm
것을	것/nbn+을/jco
알겠습니까	알/pvg+겠/ep+습니까/ef
?	?/sf
직사각형을	직사각형/ncn+을/jco
가지고	가지/pvg+고/ecs
어떻게	어떻/pad+게/ecs
곡선으로	곡선/ncn+으로/jca
이루어진	이루/pvg+어/ecx+지/px+ㄴ/etm
도형의	도형/ncn+의/jcm
근사값을	근사/ncn+값/ncn+을/jco
구했습니까	구하/pvg+었/ep+습니까/ef
?	?/sf
레이첼	레이첼/nq
:	:/sp
작은	작/paa+은/etm
직사각형들의	직사각형/ncn+들/xsn+의/jcm
넓이를	넓이/ncn+를/jco
더해서입니다	더하/pvg+어서/ecs+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
바로	바로/mag
그렇습니다	그렇/pad+습니다/ef
.	./sf
처음엔	처음/ncn+에/jca+ㄴ/jxc
바둑판	바둑/ncn+판/ncn
무늬를	무늬/ncn+를/jco
그렸고	그리/pvg+었/ep+고/ecc
,	,/sp
그리고나서	그리하/pvd+고/ecx+나/px+서/ecs
작은	작/paa+은/etm
작사각형의	작사각형/ncn+의/jcm
넓이를	넓이/ncn+를/jco
모두	모두/mag
더했습니다	더하/pvg+었/ep+습니다/ef
.	./sf
그것이	그것/npd+이/jcs
콩팥	콩팥/ncn
넓이의	넓이/ncn+의/jcm
좋은	좋/paa+은/etm
근사값이	근사/ncn+값/ncn+이/jcc
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf
그	그/mmd
다음엔	다음/ncn+에/jca+ㄴ/jxc
인수	인수/ncn
r	r/f
만큼	만큼/nbn
모든	모든/mag
그림을	그림/ncn+을/jco
부풀렸습니다	부풀리/pvg+었/ep+습니다/ef
.	./sf
각각의	각각/ncn+의/jcm
작은	작/paa+은/etm
직사각형들은	직사각형/ncn+들/xsn+은/jxc
인수	인수/ncn
r	r/f
만큼	만큼/nbn
부풀려졌고	부풀리/pvg+어/ecx+지/px+었/ep+고/ecc
,	,/sp
각	각/mma
직사각형들의	직사각형/ncn+들/xsn+의/jcm
넓이는	넓이/ncn+는/jxc
r	r/f
만큼	만큼/nbn
변했습니다	변하/pvg+었/ep+습니다/ef
.	./sf
이것이	이것/npd+이/jcs
곡선으로	곡선/ncn+으로/jca
이루어진	이루/pvg+어/ecx+지/px+ㄴ/etm
도형의	도형/ncn+의/jcm
넓이가	넓이/ncn+가/jcs
왜	왜/mag
r	r/f
의	의/jcm
비율로	비율/ncn+로/jca
변하는가에	변하/pvg+는가/ef+에/jca
대한	대하/pvg+ㄴ/etm
설명인	설명/ncn+이/jp+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
이제	이제/mag
아시겠습니까	알/pvg+시/ep+겠/ep+습니까/ef
?	?/sf
다른	다르/paa+ㄴ/etm
질문은	질문/ncn+은/jxc
?	?/sf
(	(/sl
여러	여러/mma
학생들이	학생/ncn+들/xsn+이/jcs
문제에	문제/ncn+에/jca
대해	대하/pvg+어/ecs
토론한다	토론/ncpa+하/xsv+ㄴ다/ef
.)	./sf+)/sr
한	한/nnc
학생	학생/ncn
:	:/sp
그것이	그것/npd+이/jcs
더	더/mag
커집니까	크/paa+어/ecx+지/px+ㅂ니까/ef
?	?/sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
r	r/f
이	이/jcs
1	1/nnc
보다	보다/mag
크다면	크/paa+다/ef+면/ecs
그것은	그것/npd+은/jxc
커집니다	크/paa+어/ecx+지/px+ㅂ니다/ef
.	./sf
만약	만약/mag
r	r/f
이	이/jcs
이라면	이/jp+라/ef+면/ecs
그것은	그것/npd+은/jxc
의	의/jcm
비율로	비율/ncn+로/jca
축소될	축소/ncpa+되/xsv+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그렇죠	그렇/pad+지/ef+요/jxf
.	./sf
이제	이제/mag
이해가	이해/ncn+가/jcc
됩니까	되/pvg+ㅂ니까/ef
?	?/sf
다른	다르/paa+ㄴ/etm
사람은	사람/ncn+은/jxc
?	?/sf
다른	다르/paa+ㄴ/etm
학생	학생/ncn
:	:/sp
예	예/ii
,	,/sp
이해가	이해/ncn+가/jcs
갑니다	가/pvg+ㅂ니다/ef
.	./sf
(	(/sl
웃음	웃음/ncn
,	,/sp
그	그/mmd
말이	말/ncn+이/jcs
우습게	우습/paa+게/ecs
들렸다	들리/pvg+었/ep+다/ef
.)	./sf+)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
혹시	혹시/mag
설명에	설명/ncn+에/jca
대한	대하/pvg+ㄴ/etm
이의는	이의/ncn+는/jxc
없습니까	없/paa+습니까/ef
?	?/sf
한	한/nnc
학생	학생/ncn
:	:/sp
질문이	질문/ncn+이/jcs
하나	하나/nnc
있습니다	있/paa+습니다/ef
.	./sf
만약	만약/mag
r	r/f
이	이/jcs
1	1/nnc
보다	보다/jca
작으면	작/paa+으면/ecs
,	,/sp
r	r/f
의	의/jcm
-	-/sd
2	2/nnc
제곱의	제곱/ncn+의/jcm
비율로	비율/ncn+로/jca
축소되지	축소/ncpa+되/xsv+지/ecx
않겠습니까	않/px+겠/ep+습니까/ef
?	?/sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
아닙니다	아니/paa+ㅂ니다/ef
.	./sf
r	r/f
이	이/jcs
1	1/nnc
보다	보다/jca
작으면	작/paa+으면/ecs
r	r/f
은	은/jxc
1	1/nnc
보다	보다/jca
작기	작/paa+기/etn
때문에	때문/nbn+에/jca
r	r/f
의	의/jcm
비율로	비율/ncn+로/jca
확대됩니다	확대/ncpa+되/xsv+ㅂ니다/ef
.	./sf
여러분은	여러분/npp+은/jxc
r	r/f
대신에	대신/ncn+에/jca
s	s/f
의	의/jcm
-	-/sd
1	1/nnc
제곱으로	제곱/ncn+으로/jca
쓸	쓰/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
즉	즉/mag
,	,/sp
r	r/f
=	=/sy
s	s/f
,	,/sp
따라서	따라서/maj
r	r/f
은	은/jxc
s	s/f
의	의/jcm
-	-/sd
2	2/nnc
제곱	제곱/ncn
,	,/sp
즉	즉/mag
,	,/sp
r	r/f
=	=/sy
s	s/f
.	./sf
비율이	비율/ncn+이/jcs
1	1/nnc
보다	보다/jca
작기	작/paa+기/etn
때문에	때문/nbn+에/jca
r	r/f
을	을/jco
곱하는	곱하/pvg+는/etm
것이	것/nbn+이/jcs
실제로	실제/ncn+로/jca
축소되는	축소/ncpa+되/xsv+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
한	한/nnc
학생	학생/ncn
:	:/sp
그래서	그래서/maj
진짜	진짜/mag
부풀려지는	부풀리/pvg+어/ecx+지/px+는/etm
것이	것/nbn+이/jcc
아니군요	아니/paa+군/ef+요/jxf
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
좋습니다	좋/paa+습니다/ef
.	./sf
중간적인	중간/ncn+적/xsn+이/jp+ㄴ/etm
용어를	용어/ncn+를/jco
씁시다	쓰/pvg+ㅂ시다/ef
.	./sf
그것을	그것/npd+을/jco
팽창	팽창/ncn
(	(/sl
dilation	dilation/f
)	)/sr
이라고	이/jp+라/ef+고/jcr
부릅니다	부르/pvg+ㅂ니다/ef
.	./sf
만약	만약/mag
r	r/f
이	이/jcs
이라면	이/jp+라/ef+면/ecs
그	그/md
넓이는	넓이/ncn+는/jxc
인수	인수/ncn
이	이/jcs
비율로	비율/ncn+로/jca
변해서	변하/pvg+어서/ecs
축소될	축소/ncpa+되/xsv+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그래서	그래서/maj
중간적인	중간/ncn+적/xsn+이/jp+ㄴ/etm
용어인	용어/ncn+이/jp+ㄴ/etm
,	,/sp
팽창이라는	팽창/ncn+이/jp+라/ef+는/etm
말을	말/ncn+을/jco
쓰는	쓰/pvg+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
우리의	우리/npp+의/jcm
논의는	논의/ncn+는/jxc
직사각형을	직사각형/ncn+을/jco
가지고	가지/pvg+고/ecs
곡선으로	곡선/ncn+으로/jca
이루어진	이루/pvg+어/ecx+지/px+ㄴ/etm
도형을	도형/ncn+을/jco
근사시키는	근사/ncpa+시키/xsv+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
r	r/f
의	의/jcm
