<tdmsfile>
<project>  </project>
801     기존의  기존/ncpa+의/jcm
802     관계구성에      관계/ncpa+구성/ncpa+에/jca
803     관한    관하/pvg+ㄴ/etm
804     여러    여러/mma
805     논의에서        논의/ncn+에서/jca
806     밝혀진  밝히/pvg+어/ecx+지/px+ㄴ/etm
807     특징적인        특징/ncpa+적/xsn+이/jp+ㄴ/etm
808     현상들을        현상/ncn+들/xsn+을/jco
809     검토하고        검토/ncpa+하/xsv+고/ecc
810     ,        ,/sp
811     이를    이/npd+를/jco
812     바탕으로        바탕/ncpa+으로/jca
813     기존의  기존/ncpa+의/jcm
814     논의를  논의/ncpa+를/jco
815     재검토하고      재검토/ncpa+하/xsv+고/ecc
816     ,        ,/sp
817     그동안  그동안/ncn
818     잘      잘/mag
819     다루어지지      다루/pvg+어/ecx+지/px+지/ecx
820     않았던  않/px+았/ep+던/etm
821     현상들에        현상/ncn+들/xsn+에/jca
823     대해    대하/pvg+어/ecs
824     고찰한다        고찰/ncpa+하/xsv+ㄴ다/ef
825     .        ./sf
826     그리고  그리고/maj
827     관계구문의      관계/ncpa+구문/ncn+의/jcm
828     상위유형으로    상위/ncn+유형/ncn+으로/jca
829     분류될  분류/ncpa+되/xsv+ㄹ/etm
830     수      수/nbn
831     있는    있/paa+는/etm
832     관형구성의      관형구성/ncn+의/jcm
833     전반적인        전반/ncn+적/xsn+이/jp+ㄴ/etm
835     특징을  특징/ncpa+을/jco
836     살피고  살피/pvg+고/ecc
837     그      그/mmd
838     하위유형들의    하위/ncn+유형/ncn+들/xsn+의/jcm
839     통사적  통사/ncn+적/xsn
840     ,        ,/sp
841     의미적  의미/ncps+적/xsn
842     특징에  특징/ncpa+에/jca
843     따라    따르/pvg+아/ecs
844     기존의  기존/ncpa+의/jcm
845     체계와는        체계/ncn+와/jct+는/jxc
846     다소    다소/mag
847     다른    다르/paa+ㄴ/etm
848     ,        ,/sp
849     더      더/mag
850     확장된  확장/ncpa+되/xsv+ㄴ/etm
851     분류를  분류/ncpa+를/jco
852     새로    새로/mag
853     행한다  행하/pvg+ㄴ다/ef
854     .        ./sf
855     또한    또한/maj
856     수식관계에서    수식/ncpa+관계/ncpa+에서/jca
857     나타나는        나타나/pvg+는/etm
858     '       '/sl
859     제한    제한/ncpa
860     (       (/sl
861     restriction       restriction/f
862     )'      )/sr+'/sl
863     이란    이/jp+란/etm
864     전통적인        전통/ncn+적/xsn+이/jp+ㄴ/etm
865     개념을  개념/ncn+을/jco
866     확장    확장/ncpa
867     ,        ,/sp
868     수정하여        수정/ncpa+하/xsv+어/ecs
869     관형구조가      관형구조/ncn+가/jcs
870     그      그/mmd
871     수식명사와      수식/ncpa+명사/ncn+와/jct
872     맺는    맺/pvg+는/etm
873     의미관계를      의미/ncps+관계/ncpa+를/jco
875     구체적으로      구체/ncn+적/xsn+으로/jca
876     명시하여        명시/ncpa+하/xsv+어/ecs
877     관형의  관형/ncn+의/jcm
878     하위유형들이    하위/ncn+유형/ncn+들/xsn+이/jcs
879     서로    서로/mag
880     다른    다르/paa+ㄴ/etm
881     의미유형으로    의미/ncps+유형/ncn+으로/jca
882     체계화될        체계화/ncpa+되/xsv+ㄹ/etm
883     수      수/nbn
884     있음을  있/paa+ㅁ/etn+을/jco
885     보인다  보이/pvg+ㄴ다/ef
886     .        ./sf
887     또한    또한/maj
888     통사    통사/ncn
889     의미적으로      의미/ncps+적/xsn+으로/jca
890     규정된  규정/ncpa+되/xsv+ㄴ/etm
891     관형구조에서    관형구조/ncn+에서/jca
892     특히    특히/mag
893     관계구문을      관계/ncpa+구문/ncn+을/jco
894     중심으로        중심/ncn+으로/jca
895     HPSG  HPSG/f
896     를      를/jxc
897     바탕으로        바탕/ncpa+으로/jca
898     한      하/pvg+ㄴ/etm
899     기술을  기술/ncpa+을/jco
900     행한다  행하/pvg+ㄴ다/ef
901     .        ./sf
902     관계구문은      관계/ncpa+구문/ncn+은/jxc
903     통사    통사/ncn
904     ,        ,/sp
905     의미    의미/ncps
906     더      더/mag
907     나아가  나아가/pvg+아/ecs
908     화용적  화용/ncn+적/xsn
909     상황까지        상황/ncn+까지/jca
910     고려되는        고려/ncpa+되/xsv+는/etm
912     복합적인        복합/ncpa+적/xsn+이/jp+ㄴ/etm
913     면을    면/ncn+을/jco
914     보이므로        보이/pvg+므로/ecs
915     이      이/mmd
916     세      세/nnc
917     부문을  부문/ncn+을/jco
918     문법    문법/ncn
919     내에서  내/ncn+에서/jca
920     파악할  파악/ncpa+하/xsv+ㄹ/etm
921     수      수/nbn
922     있는    있/paa+는/etm
923     이론적  이론/ncn+적/xsn
924     장치를  장치/ncpa+를/jco
925     마련하고        마련/ncpa+하/xsv+고/ecx
926     있는    있/px+는/etm
927     HPSG  HPSG/f
928     를      를/jxc
929     바탕으로        바탕/ncpa+으로/jca
930     그동안  그동안/ncn
931     적절히  적절히/mag
932     기술되지        기술/ncpa+되/xsv+지/ecx
933     못했던  못하/px+었/ep+던/etm
934     한국어  한국어/ncn
935     관계구문에      관계/ncpa+구문/ncn+에/jca
936     관한    관하/pvg+ㄴ/etm
937     구조를  구조/ncpa+를/jco
938     포괄적으로      포괄/ncpa+적/xsn+으로/jca
939     기술해  기술/ncpa+하/xsv+어/ecx
940     보도록  보/px+도록/ecx
941     한다    하/px+ㄴ다/ef
942     .        ./sf
943     특히    특히/mag
944     관계구문의      관계/ncpa+구문/ncn+의/jcm
945     다양한  다양하/paa+ㄴ/etm
946     의미관계를      의미/ncps+관계/ncpa+를/jco
947     포착    포착/ncpa
948     할      하/pvg+ㄹ/etm
949     수      수/nbn
950     있는    있/paa+는/etm
951     이론적인        이론/ncn+적/xsn+이/jp+ㄴ/etm
952     장치를  장치/ncpa+를/jco
953     마련해  마련/ncpa+하/xsv+어/ecx
954     보는데  보/px+는데/ecs
955     초점을  초점/ncn+을/jco
956     맞춘다  맞추/pvg+ㄴ다/ef
957     .        ./sf
958     1       1/nnc
959     .        ./sf
960     2       2/nnc
961     .        ./sf
962     논의의  논의/ncpa+의/jcm
963     범위    범위/ncn
964     본      본/mma
965     논의의  논의/ncpa+의/jcm
966     주제인  주제/ncn+이/jp+ㄴ/etm
967     관계구성은      관계/ncpa+구성/ncpa+은/jxc
968     전통적으로      전통/ncn+적/xsn+으로/jca
969     여러    여러/mma
970     다른    다른/mma
971     방법으로        방법/ncn+으로/jca
972     분류될  분류/ncpa+되/xsv+ㄹ/etm
973     수      수/nbn
974     있으며  있/paa+으며/ecs
975     ,        ,/sp
976     그      그/mmd
977     분류및  분류/ncpa+및/xsn
978     범위도  범위/ncn+도/jxc
979     일괄적이지      일괄/ncpa+적/xsn+이/jp+지/ecx
980     않다    않/px+다/ef
981     .        ./sf
982     일반적으로      일반/ncn+적/xsn+으로/jca
983     관계절은        관계절/ncn+은/jxc
984     관형절과        관형절/ncn+과/jcj
985     관련하여        관련/ncpa+하/xsv+어/ecs
986     언급되거나      언급/ncpa+되/xsv+거나/ecc
987     분류된다        분류/ncpa+되/xsv+ㄴ다/ef
988     .        ./sf
989     전통적으로      전통/ncn+적/xsn+으로/jca
990     관형절은        관형절/ncn+은/jxc
991     관계절과        관계절/ncn+과/jcj
992     보문으로        보문/ncn+으로/jca
993     이루어진        이루/pvg+어/ecx+지/px+ㄴ/etm
994     것으로  것/nbn+으로/jca
995     분석되었다      분석/ncpa+되/xsv+었/ep+다/ef
996     .        ./sf
997     남기심  남기심/nq
999     고영근  고영근/nq
1000    (       (/sl
1001    1986    1986/nnc
1002    )       )/sr
1003    은      은/jxc
1004    관형절을        관형절/ncn+을/jco
1005    동격    동격/ncn
1006    관형절과        관형절/ncn+과/jcj
1007    관계    관계/ncpa
1008    관형절로        관형절/ncn+로/jca
1009    나누고  나누/pvg+고/ecc
1010    ,        ,/sp
1011    한      한/nnc
1012    문장의  문장/ncn+의/jcm
1013    모든    모든/mma
1014    성분을  성분/ncn+을/jco
1016    다      다/mag
1017    완전하게        완전/ncps+하/xsm+게/ecs
1018    갖추고  갖추/pvg+고/ecc
1019    또      또/maj
1020    특수한  특수/ncpa+하/xsv+ㄴ/etm
1021    명사    명사/ncn
1022    앞에서만        앞/ncn+에서만/jca
1023    쓰이는  쓰이/pvg+는/etm
1024    것을    것/nbn+을/jco
1025    동격    동격/ncn
1026    관형절이라      관형절/ncn+이라/jca
1027    하였고  하/ncn+이/jp+었/ep+고/ecc
1029    ,        ,/sp
1030    그      그/mmd
1031    성분    성분/ncn
1032    중의    중/ncn+의/jcm
1033    하나가  하나/nnc+가/jcs
1034    생략되는        생략/ncpa+되/xsv+는/etm
1035    관형절을        관형절/ncn+을/jco
1036    관계    관계/ncpa
1037    관형절이라      관형절/ncn+이라/jca
1038    부른다  부르/pvg+ㄴ다/ef
1039    .        ./sf
1040    반면    반면/ncn
1041    ,        ,/sp
1042    이익섭  이익섭/nq
1043    임홍빈  임홍빈/nq
1045    (       (/sl
1046    1985    1985/nnc
1047    )       )/sr
1048    은      은/jxc
1049    관형화를        관형화/ncn+를/jco
1050    기저의  기저/ncpa+의/jcm
1051    문장이  문장/ncn+이/jcs
1052    '-      '/sl+-/sd
1053    은      은/jxc
1054    ,        ,/sp
1055    -       -/sd
1056    을      을/jco
1057    '       '/sr
1058    과      과/jct
1059    같은    같/paa+ㄴ/etm
1060    관형형  관형형/ncn
1061    어미에  어미/ncn+에/jca
1062    의하여  의하/pvg+어/ecs
1063    뒤에    뒤/ncn+에/jca
1064    오는    오/pvg+는/etm
1066    명사나  명사/ncn+나/jcj
1067    명사구를        명사구/ncn+를/jco
1068    수식하는        수식/ncpa+하/xsv+는/etm
1069    통사적인        통사/ncn+적/xsn+이/jp+ㄴ/etm
1070    절차로  절차/ncn+로/jca
1071    정의하고        정의/ncpa+하/xsv+고/ecc
1072    관형화를        관형화/ncn+를/jco
1073    관계화와        관계화/ncn+와/jcj
1074    명사구  명사구/ncn
1075    보문화로        보문화/ncn+로/jca
1077    나눈다  나누/pvg+ㄴ다/ef
1078    .{{      ./sf+{/sl+{/sl
1079    이홍식  이홍식/nq
1080    (       (/sl
1081    1990    1990/nnc
1082    )       )/sr
1083    에서는  에서/jca+는/jxc
1084    이런    이런/mmd
1085    이분법적인      이분법/ncn+적/xsn+이/jp+ㄴ/etm
1086    분류    분류/ncpa
1087    외에    외/ncn+에/jca
1088    명사적  명사/ncn+적/xsn
1089    관형절이라고    관형절/ncn+이/jp+라고/ecs
1090    하여    하/pvg+어/ecs
1091    다음과  다음/ncn+과/jct
1092    같은    같/paa+ㄴ/etm
1093    구성을  구성/ncpa+을/jco
1094    설정하고        설정/ncpa+하/xsv+고/ecx
1096    있다    있/paa+다/ef
1097    .        ./sf
1098    i       i/f
1099    .        ./sf
1100    논문을  논문/ncn+을/jco
1101    낸      내/pvg+ㄴ/etm
1102    뒤에    뒤/ncn+에/jca
1103    열심히  열심히/mag
1104    공부해야지      공부/ncpa+하/xsv+어야/ecs+지/ef
1105    .        ./sf
1106    ii       ii/f
1107    .        ./sf
1108    그      그/mmd
1109    사람이  사람/ncn+이/jcs
1110    집에    집/ncn+에/jca
1111    가는    가/pvg+는/etm
1112    대신    대신/ncn
1113    네가    네/npp+가/jcs
1114    그      그/mmd
1115    일을    일/ncpa+을/jco
1116    더      더/mag
1117    해라    하/pvg+어라/ef
1118    .        ./sf
1119    iii      iii/f
1120    .        ./sf
1121    그가    그/npp+가/jcs
1122    귀국할  귀국/ncpa+하/xsv+ㄹ/etm
1123    하루    하루/ncn
1124    전에    전/ncn+에/jca
1125    (       (/sl
1126    앞서    앞서/pvg
1127    )       )/sr
1128    부인이  부인/ncn+이/jcs
1129    왔다    오/pvg+았/ep+다/ef
1130    .        ./sf
1131    이      이/mmd
1132    경우    경우/ncn
1133    핵심명사를      핵심/ncn+명사/ncn+를/jco
1134    관형절의        관형절/ncn+의/jcm
1135    어떤    어떤/mmd
1136    성분으로        성분/ncn+으로/jca
1137    해석하기도      해석/ncpa+하/xsv+기/etn+도/jxc
1138    어렵고  어렵/paa+고/ecc
1139    관형절이        관형절/ncn+이/jcs
1140    핵심명사의      핵심/ncn+명사/ncn+의/jcm
1141    내용이  내용/ncn+이/jcs
1142    된다고  되/pvg+ㄴ다고/ecs
1143    하기도  하/pvg+기/etn+도/jxc
1144    어렵기  어렵/paa+기/etn
1145    때문에  때문/nbn+에/jca
1146    이런    이런/mmd
1147    관형절은        관형절/ncn+은/jxc
1148    관계절도        관계절/ncn+도/jxc
1149    보문도  보문/ncn+도/jxc
1150    아닌    아니/paa+ㄴ/etm
1151    명사적인        명사/ncn+적/xsn+이/jp+ㄴ/etm
1152    성격을  성격/ncn+을/jco
1153    지닌    지니/pvg+ㄴ/etm
1154    명사적  명사/ncn+적/xsn
1155    관형절이라고    관형절/ncn+이/jp+라고/ecs
1157    분류하고        분류/ncpa+하/xsv+고/ecx
1158    있다    있/px+다/ef
1159    .        ./sf
1160    }}      }/sr+}/sr
1161    한편    한편/maj
1162    영어의  영어/ncn+의/jcm
1163    경우에도        경우/ncn+에/jca+도/jxc
1164    관계절은        관계절/ncn+은/jxc
1165    다양하게        다양하/paa+게/ecs
1166    분류    분류/ncpa
1167    기술되는데      기술/ncpa+되/xsv+는데/ecs
1168    ,        ,/sp
1169    Quirk   Quirk/f
1170    외      외/ncn
1171    (       (/sl
1172    1985    1985/nnc
1173    )       )/sr
1174    에서는  에서/jca+는/jxc
1175    명사구를        명사구/ncn+를/jco
1176    뒤에서  뒤/ncn+에서/jca
1177    수식하는        수식/ncpa+하/xsv+는/etm
1178    구성의  구성/ncpa+의/jcm
1179    하나로  하나/nnc+로/jca
1180    관계절  관계절/ncn
1181    구성과  구성/ncpa+과/jcj
1182    동격절  동격절/ncn
1183    (       (/sl
1184    appositive       appositive/f
1185    )       )/sr
1186    구성을  구성/ncpa+을/jco
1187    제시하고        제시/ncpa+하/xsv+고/ec
1189    있다    있/paa+다/ef
1190    .        ./sf
1191    이      이/mmd
1192    관계절  관계절/ncn
1193    구성은  구성/ncpa+은/jxc
1194    선행사인        선행사/ncn+이/jp+ㄴ/etm
1195    명사구를        명사구/ncn+를/jco
1196    수식하는        수식/ncpa+하/xsv+는/etm
1197    관형    관형/ncn
1198    관계절  관계절/ncn
1199    (       (/sl
1200    adnominal       adnominal/f
