<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0417.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0417.txt </filename>
<title> 최부의 표류기 </title>
<author>최부 저 ; 박화목 역 </author>
<date>1993  </date>
<publisher>민문고  </publisher>
<kdc>981.2  </kdc>
<ddc>915.1  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
멀리	멀리/mag
없었습니다	없/paa+었/ep+습니다/ef
.	./sf
그러자	그러자/maj
,	,/sp
바다에	바다/ncn+에/jca
물건을	물건/ncn+을/jco
내던지던	내던지/pvg+던/etm
사람들도	사람/ncn+들/xsn+도/jxc
제풀에	제/npp+풀/ncn+에/jxc
지쳤는지	지치/pvg+었/ep+는지/ecs
,	,/sp
이내	이내/mag
그만두었습니다	그만두/pvg+었/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jcs
마음	마음/ncn
속으로	속/ncn+으로/jca
,	,/sp
'	'/sl
한심하기	한심/ncps+하/xsm+기/etn
그지없는	그지없/paa+는/etm
사람들이다	사람/ncn+들/xsn+이/jp+다/ef
.'	./sf+'/sl
하고	하/pvg+고/jcr
,	,/sp
생각했습니다	생각/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
배	배/ncn
안의	안/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jxc
모두	모두/mag
제정신이	제정신/ncn+이/jcc
아닌	아니/paa+ㄴ/etm
것	것/nbn
같았습니다	같/paa+았/ep+습니다/ef
.	./sf
그러나	그러나/maj
다시	다시/mag
생각해	생각/ncpa+하/xsv+어/ecx
보면	보/px+면/ecs
,	,/sp
이해가	이해/ncn+가/jcs
가는	가/pvg+는/etm
일이기도	일/ncn+이/jp+기/etn+도/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
큰	크/paa+ㄴ/etm
바다	바다/ncn
한가운데에서	한가운데/ncn+에서/jca
세찬	세차/paa+ㄴ/etm
비바람과	비바람/ncn+과/jcj
풍랑을	풍랑/ncn+을/jco
만나	만나/pvg+아/ecs
,	,/sp
나흘	나흘/ncn
밤낮	밤낮/ncn
동안	동안/ncn
배가	배/ncn+가/jcs
표류하였으니	표류/ncpa+하/xsv+었/ep+으니/ecs
실성할	실성/ncpa+하/xsv+ㄹ/etm
만할	만하/px+ㄹ/etm
일이기도	일/ncn+이/jp+기/etn+도/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
'	'/sl
그러나	그러나/maj
이럴수록	이러/pad+ㄹ수록/ecs
마음과	마음/ncn+과/jcj
몸가짐을	몸가짐/ncn+을/jco
굳건히	굳건/ncn+히/xsa
해야하는	하/pvg+어야/ecx+하/px+는/etm
법	법/ncn
,	,/sp
나마저	나/npp+마저/jxc
흔들리면	흔들리/pvg+면/ecs
이	이/mmd
배안의	배/ncn+안/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jcs
모두	모두/mag
죽음을	죽음/ncn+을/jco
스스로	스스로/mag
빨리	빠르/paa+이/xsa
불러들이는	부르/pvg+어/ecs+들이/pvg+는/etm
결과가	결과/ncn+가/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
굳건한	굳건/ncps+하/xsm+ㄴ/etm
태도를	태도/ncn+를/jco
보여	보이/pvg+어/ecx
주자	주/px+자/ef
!'	!/sf+'/sl
최부는	최부/nq+는/jcs
마음	마음/ncn
속으로	속/ncn+으로/jca
이렇게	이렇게/mag
다짐하였습니다	다짐/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그	그/mmd
밤은	밤/ncn+은/jxc
또	또/maj
그럭저럭	그럭저럭/mag
지나고	지나/pvg+고/ecs
,	,/sp
다시	다시/mag
날이	날/ncn+이/jcs
밝아	밝/paa+아/ecx
왔습니다	오/px+았/ep+습니다/ef
.	./sf
배가	배/ncn+가/jcs
표류하기	표류/ncpa+하/xsv+기/etn
시작한	시작/ncpa+하/xsv+ㄴ/etm
지	지/nbn
닷새째	닷새/ncn+째/xsn
되는	되/pvg+는/etm
날이었습니다	날/ncn+이/jp+었/ep+습니다/ef
.	./sf
이	이/mmd
날도	날/ncn+도/jxc
하늘은	하늘/ncn+은/jcs
계속흐리고	계속/mag+흐리/paa+고/ecs
,	,/sp
바람의	바람/ncn+의/jcm
기세는	기세/ncn+는/jxc
여전히	여전/ncn+히/xsa
험악했습니다	험악/ncps+하/xsm+었/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jcs
뱃전에	뱃전/ncn+에/jca
나와	나오/pvg+아/ecs
바다를	바다/ncn+를/jco
바라보았습니다	바라보/pvg+았/ep+습니다/ef
.	./sf
바다	바다/ncn
물결은	물결/ncn+은/jcs
용솟음치면서	용솟음치/pvg+면서/ecs
하얀	하얗/paa+ㄴ/etm
물보라를	물보라/ncn+를/jco
일으켰습니다	일으키/pvg+었/ep+습니다/ef
.	./sf
마치	마치/mag
바다가	바다/ncn+가/jcs
하얀	하얗/paa+ㄴ/etm
빛깔인	빛깔/ncn+이/jp+ㄴ/etm
것처럼	것/nbn+처럼/jca
보였습니다	보이/pvg+었/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jcs
언젠가	언젠가/mag
누구에게서	누구/npp+에게서/jca
들은	듣/pvg+은/etm
말이	말/ncn+이/jxc
생각났습니다	생각나/pvg+았/ep+습니다/ef
.	./sf
그	그/mmd
말은	말/ncn+은/jcs
이러했습니다	이러하/pad+었/ep+습니다/ef
.	./sf
'	'/sl
제주도에	제주도/nq+에/jca
오래	오래/mag
사신	살/pvg+시/ep+ㄴ/etm
노인들이	노인/ncn+들/xsn+이/jcs
하는	하/pvg+는/etm
말에	말/ncn+에/jca
의하면	의하/pvg+면/ecs
,	,/sp
맑게	맑/paa+게/ecs
갠	개/pvg+ㄴ/etm
날	날/ncn
한라산	한라산/nq
꼭대기에	꼭대기/ncn+에/jca
오르면	오르/pvg+면/ecs
,	,/sp
바다의	바다/ncn+의/jcm
서남쪽	서남쪽/ncn
아득히	아득/ncn+히/xsa
멀리	멀리/mag
떨어진	떨어지/pvg+ㄴ/etm
곳에	곳/ncn+에/jca
하얀	하얗/paa+ㄴ/etm
백사장이	백사장/ncn+이/jcs
바라보인다고	바라보/pvg+이/jp+ㄴ다/ef+고/jcr
합니다	하/pvg+ㅂ니다/ef
.'	./sf+'/sl
그런데	그런데/maj
지금	지금/ncn
보건대	보/pvg+건대/ecs
,	,/sp
그것은	그것/npd+은/jxc
흰	희/paa+ㄴ/etm
모래밭이	모래밭/ncn+이/jcc
아니고	아니/paa+고/ecs
,	,/sp
곧	곧/maj
이	이/mmd
흰	희/paa+ㄴ/etm
바다를	바다/ncn+를/jco
두고	두/pvg+고/ecx
한	하/px+ㄴ/etm
말인	말/ncn+이/jp+ㄴ/etm
것	것/nbn
같았습니다	같/paa+았/ep+습니다/ef
.	./sf
이렇듯	이렇/pad+듯/ecs
물결이	물결/ncn+이/jcs
용솟음치는	용솟음치/pvg+는/etm
흰	희/paa+ㄴ/etm
바다를	바다/ncn+를/jco
바라보고	바라보/pvg+고/ecx
있는데	있/px+는데/ecs
,	,/sp
군인	군인/ncn
권산	권산/nq
등	등/nbn
몇	몇/nnc
사람이	사람/ncn+이/jcs
옆으로	옆/ncn+으로/jca
다가왔습니다	다가오/pvg+았/ep+습니다/ef
.	./sf
"	"/sl
경차관님	경차관/ncn+님/xsn
,	,/sp
무엇을	무엇/npd+을/jco
바라보고	바라보/pvg+고/ecs
계시옵니까	계시/pvg+오/ep+ㅂ니까/ef
?"	?/sf+"/sr
권산이	권산/nq+이/jcs
말을	말/ncn+을/jco
건네	건네/pvg+어/ecx
왔습니다	오/px+았/ep+습니다/ef
.	./sf
"	"/sl
바다의	바다/ncn+의/jcm
물결이	물결/ncn+이/jcs
날뛰어	날뛰/pvg+어/ecs
물보라를	물보라/ncn+를/jco
일으키니까	일으키/pvg+니까/ecs
마치	마치/mag
바다가	바다/ncn+가/jcs
백사장처럼	백사장/ncn+처럼/jca
하얗게	하얗/paa+게/ecs
보이잖느냐	보이/pvg+지/ecx+아니하/paa+느냐/ef
!"	!/sf+"/sl
최부가	최부/nq+가/jcs
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
"	"/sl
정말	정말/mag
그러하군요	그러하/pad+군/ef+요/jxf
."	./sf+"/sr
"	"/sl
고래	고래/ncn
때	때/ncn
,	,/sp
제주	제주/nq
사람들이	사람/ncn+들/xsn+이/jcs
배를	배/ncn+를/jco
타고	타/pvg+고/ecc
원나라	원나라/nq
중국	중국/nq
땅으로	땅/ncn+으로/jca
갈	가/pvg+ㄹ/etm
적에는	적/nbn+에/jca+는/jxc
7	7/nnc
주야	주야/ncn
동안에	동안/ncn+에/jca
흰	희/paa+ㄴ/etm
바다를	바다/ncn+를/jco
지나	지나/pvg+아/ecs
큰	크/paa+ㄴ/etm
바다를	바다/ncn+를/jco
건넜다고	건너/pvg+었/ep+다/ef+고/jcr
했는데	하/pvg+었/ep+는데/ecs
,	,/sp
지금	지금/mag
우리	우리/npp
배가	배/ncn+가/jcs
흰	희/paa+ㄴ/etm
바다에	바다/ncn+에/jca
떠	뜨/pvg+어/ecx
있으니	있/px+으니/ecs
,	,/sp
중국	중국/nq
땅이	땅/ncn+이/jcs
여기서	여기/pvg+서/ecs
그리	그리/mad
않을	않/px+을/etm
것이다	것/nbn+이/jp+다/ef
."	./sf+"/sr
"	"/sl
그럴까요	그러/pad+ㄹ까/ef+요/jxf
?"	?/sf+"/sl
"	"/sl
바람이	바람/ncn+이/jcs
순조롭게만	순조롭/paa+게/ecs+만/jxc
불면	불/pvg+면/ecs
,	,/sp
이	이/mmd
배가	배/ncn+가/jcs
흰	희/paa+ㄴ/etm
바다를	바다/ncn+를/jco
수월히	수월/ncn+히/xsa
건너게	건너/pvg+게/ecs
될	되/pvg+ㄹ/etm
것이	것/nbn+이/jcc
아니겠느냐	아니/paa+겠/ep+느냐/ef
?"	?/sf+"/sl
"	"/sl
예	예/ii
,	,/sp
지금도	지금/ncn+도/jxc
동풍이	동풍/ncn+이/jcs
불고	불/pvg+고/ecx
있지요	있/px+지/ef+요/jxf
."	./sf+"/sr
"	"/sl
동풍이	동풍/ncn+이/jcs
만약	만약/mag
계속	계속/mag
불어만	불/pvg+어/ecx+만/jxc
준다면	주/px+ㄴ다면/ecs
,	,/sp
우리는	우리/npp+는/jxc
중국	중국/nq
땅에	땅/ncn+에/jca
닿아	닿/pvg+아/ecs
목숨을	목숨/ncn+을/jco
건질	건지/pvg+ㄹ/etm
수가	수/nbn+가/jcs
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러니	그러니/maj
,	,/sp
용기를	용기/ncn+를/jco
잃지	잃/pvg+지/ecx
말고	말/px+고/ecs
,	,/sp
각자	각자/ncn
해야	하/pvg+어야/ecx
할	하/px+ㄹ/etm
일을	일/ncn+을/jco
힘써서	힘/ncn+쓰/pvg+어/ecs+서/jxc
,	,/sp
하늘이	하늘/ncn+이/jcs
명령을	명령/ncn+을/jco
들어야	듣/pvg+어야/ecs
한다	하/pvg+ㄴ다/ef
."	./sf+"/sr
하고	하/pvg+고/jcr
,	,/sp
최부는	최부/nq+는/jcs
사람들을	사람/ncn+들/xsn+을/jco
돌아보며	돌/pvg+아/ecs+보/pvg+며/ecs
꿋꿋이	꿋꿋이/mag
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그	그/mmd
날	날/ncn
한나절은	한나절/ncn+은/jxc
계속	계속/mag
동풍이	동풍/ncn+이/jcs
불었습니다	불/pvg+었/ep+습니다/ef
.	./sf
배도	배/ncn+도/jxc
흰	희/paa+ㄴ/etm
바다를	바다/ncn+를/jco
건너는	건너/pvg+는/etm
듯싶었습니다	듯/nbn+싶/px+었/ep+습니다/ef
.	./sf
그러나	그러나/maj
해가	해/ncn+가/jcs
저물	저물/pvg+ㄹ/etm
무렵이	무렵/ncn+이/jcc
되자	되/pvg+자/ecs
,	,/sp
갑자기	갑자기/mag
바람의	바람/ncn+의/jcm
방향이	방향/ncn+이/jcs
바뀌었습니다	바뀌/pvg+었/ep+습니다/ef
.	./sf
곧	곧/maj
동풍이	동풍/ncn+이/jcs
북풍으롤	북풍/ncn+으로/jca
변한	변하/pvg+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그래도	그래도/maj
,	,/sp
권산은	권산/nq+은/jcs
키를	키/ncn+를/jco
서쪽을	서쪽/ncn+을/jco
가리켜	가리키/pvg+어/ecs
향했습니다	향하/pvg+었/ep+습니다/ef
.	./sf
그렇게	그렇게/mag
되니까	되/pvg+니까/ecs
.	./sf
배가	배/ncn+가/jcs
다시금	다시금/mag
크게	크/paa+게/ecs
흔들리기	흔들리/pvg+기/etn
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
밤중이	밤중/ncn+이/jcs
아직	아직/mag
되지	되/pvg+지/ecx
않았을	않/px+았/ep+을/etm
때	때/ncn
,	,/sp
사나운	사납/paa+은/etm
물결이	물결/ncn+이/jcs
날뛰었습니다	날뛰/pvg+었/ep+습니다/ef
.	./sf
뱃전을	뱃전/ncn+을/jco
부서져라	부서지/pvg+어/ecs+라/jxc
때렸고	때리/pvg+었/ep+고/ecs
,	,/sp
배	배/ncn
안으로	안/ncn+으로/jca
바닷물을	바닷물/ncn+을/jco
뒤집어씌우곤	뒤집/pvg+어/ecs+씌우/pvg+곤/ecx
했습니다	하/px+었/ep+습니다/ef
.	./sf
사람들은	사람/ncn+들/xsn+은/jxc
뱃전을	뱃전/ncn+을/jco
붙들고	붙들/pvg+고/ecs
간신히	간신히/mag
몸을	몸/ncn+을/jco
지탱할	지탱/ncpa+하/xsv+ㄹ/etm
뿐이었습니다	뿐/nbn+이/jp+었/ep+습니다/ef
.	./sf
짠	짜/paa+ㄴ/etm
바닷물이	바닷물/ncn+이/jcs
배를	배/ncn+를/jco
집어	집/pvg+어/ecs
삼킬	삼키/pvg+ㄹ/etm
듯이	듯/nbn+이/jxc
뱃전을	뱃전/ncn+을/jco
때렸기	때리/pvg+었/ep+기/etn
때문에	때문/nbn+에/jca
눈을	눈/ncn+을/jco
뜰	뜨/pvg+ㄹ/etm
수가	수/nbn+가/jcs
없었습니다	없/paa+었/ep+습니다/ef
.	./sf
사공이나	사공/ncn+이나/jcj
군인들도	군인/ncn+들/xsn+도/jxc
어찌할	어찌하/pvd+ㄹ/etm
줄	줄/nbn
몰랐습니다	모르/pvg+았/ep+습니다/ef
.	./sf
이제는	이제/ncn+는/jxc
이	이/mmd
배도	배/ncn+도/jxc
마지막	마지막/ncn
길에	길/ncn+에/jca
다다른	다다르/pvg+ㄴ/etm
것	것/nbn
같았습니다	같/paa+았/ep+습니다/ef
.	./sf
최부와	최부/nq+와/jcj
배	배/ncn
안	안/ncn
사람들은	사람/ncn+들/xsn+은/jcs
모두	모두/mag
홑이불을	홑이불/ncn+을/jco
찢어서	찢/pvg+어서/ecs
몸에	몸/ncn+에/jca
몇	몇/mma
겹을	겹/ncn+을/jco
감아	감/pvg+아/ecs
,	,/sp
배	배/ncn
가운데에	가운데/ncn+에/jca
있는	있/paa+는/etm
빗장나무에	빗장/ncn+나무/ncn+에/jca
묶어	묶/pvg+어/ecs
매었습니다	매/pvg+었/ep+습니다/ef
.	./sf
혹시	혹시/mag
배가	배/ncn+가/jcs
뒤집혀	뒤집히/pvg+어/ecs
바다에	바다/ncn+에/jca
빠지더라도	빠지/pvg+더라도/ecs
배와	배와/ncn
시체가	시체/ncn+가/jcs
서로	서로/mag
떨어지지	떨어지/pvg+지/ecx
않도록	않/px+도록/ecs
하기	하/pvg+기/etn
위함이었습니다	위하/pvg+ㅁ/etn+이jp+었/ep+습니다/ef
.	./sf
최부의	최부/nq+의/jcm
종인	종/ncn+이/jp+ㄴ/etm
막금이나	막금/nq+이나/jcj
최거이산은	최거이산/nq+은/jcs
주인의	주인/ncn+의/jcm
몸을	몸/ncn+을/jco
붙들고	붙들/pvg+고/ecs
,	,/sp
"	"/sl
주인님	주인/ncn+님/xsn
,	,/sp
죽더라도	죽/pvg+더라도/ecs
함께	함께/mag
죽읍시다	죽/pvg+ㅂ시다/ef
!"	!/sf+"/sl
하면서	하/pvg+면서/jcr
,	,/sp
큰	크/paa+ㄴ/etm
소리를	소리/ncn+를/jco
내어	내/pvg+어/ecs
우는	울/pvg+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
안의도	안의/nq+도/jxc
,	,/sp
"	"/sl
나는	나/npp+는/jcs
짠	짜/paa+ㄴ/etm
바닷물을	바닷물/ncn+을/jco
마시고	마시/pvg+고/ecs
죽느니보다	죽/pvg+느니/ecc+보다/jxc
,	,/sp
차라리	차라리/mag
스스로	스스로/mag
목숨을	목숨/ncn+을/jco
끊는	끊/pvg+는/etm
편이	편/nbn+이/jcs
낫겠어요	낫/paa+겠/ep+어/ef+요/jxf
!"	!/sf+"/sl
하고	하/pvg+고/jcr
,	,/sp
활시위를	활시위/ncn+를/jco
목을	목/ncn+을/jco
매어	매/pvg+어/ecs
죽으려	죽/pvg+으려/ecs
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
그렇듯	그렇/pad+듯/ecs
실성해	실성/ncpa+하/xsv+어/ecs
날뛰는	날뛰/pvg+는/etm
것을	것/nbn+을/jco
옆의	옆/ncn+의/jcm
사람들이	사람/ncn+들/xsn+이/jcs
간신히	간신히/mag
말렸습니다	말리/pvg+었/ep+습니다/ef
.	./sf
안의는	안의/nq+는/jcs
스스로	스스로/mag
목숨을	목숨/ncn+을/jco
끊으려던	끊/pvg+으려/ecs+던/etm
뜻을	뜻/ncn+을/jco
이루지	이루/pvg+지/ecx
못했습니다	못하/px+었/ep+습니다/ef
.	./sf
그래서	그래서/maj
,	,/sp
죽지	죽/pvg+지/ecx
않게	않/px+게/ecs
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jxc
가만	가만/mag
있을	있/paa+을/etm
수가	수/nbn+가/jxc
없었습니다	없/paa+었/ep+습니다/ef
.	./sf
아무튼	아무튼/mag
어떤	어떤/mmd
행동을	행동/ncn+을/jco
취해야만	취하/pvg+어야/ecs+만/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jcs
최거이산을	최거이산/nq+을/jco
돌아보며	돌/pvg+아/ecs+보/pvg+며/ecs
,	,/sp
"	"/sl
네가	네/npp+가/jcs
먼저	먼저/mag
물을	물/ncn+을/jco
퍼내도록	푸/pvg+어/ecs+내/pvg+도록/ecs
하라	하/pvg+라/ef
!"	!/sf+"/sl
하고	하/pvg+고/jcr
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
최거이산은	최거이산/nq+은/jcs
힘을	힘/ncn+을/jco
내어	내/pvg+어/ecs
배	배/ncn
밑에	밑/ncn+에/jca
괴어	괴/pvg+어/ecx
있는	있/px+는/etm
물을	물/ncn+을/jco
퍼내기	푸/pvg+어/ecs+내/pvg+기/etn
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
권송이며	권송/nq+이/jcs+며/ecc
또	또/maj
다른	다른/mma
선원들도	선원/ncn+들/xsn+도/jxc
함께	함께/mag
도왔습니다	돕/pvg+았/ep+습니다/ef
.	./sf
배가	배/ncn+가/jcs
풍랑으로	풍랑/ncn+으로/jca
크게	크/paa+게/ecs
흔들렸으므로	흔들리/pvg+었/ep+으므로/ecs
,	,/sp
물을	물/ncn+을/jco
퍼내기가	푸/pvg+어/ecs+내/pvg+기/etn+가/jxc
매우	매우/mag
힘들었습니다	힘/ncn+들/pvg+었/ep+습니다/ef
.	./sf
그들은	그/npp+들/xsn+은/jxc
있는	있/paa+는/etm
힘을	힘/ncn+을/jco
다해	다하/pvg+어/ecs
퍼내고	푸/pvg+어/ecs+내/pvg+고/ecc
또	또/maj
퍼냈으나	푸/pvg+어/ecs+내/pvg+었/ep+으나/ecs
,	,/sp
그래도	그래도/maj
물은	물/ncn+은/jxc
무릎이	무릎/ncn+이/jcs
빠질	빠지/pvg+ㄹ/etm
정도로	정도/ncn+로/jca
남았습니다	남/pvg+았/ep+습니다/ef
.	./sf
다른	다른/mma
사람들과	사람/ncn+들/xsn+과/jct
번갈아	번갈/pvg+아/ecx
가며	가/px+며/ecc
,	,/sp
쉬지	쉬/pvg+지/ecx
않고	않/px+고/ecs
물을	물/pvg+을/etm
퍼냈습니다	푸/pvg+어/ecs+내/pvg+었/ep+습니다/ef
.	./sf
군인들도	군인/ncn+들/xsn+도/jxc
독려하여	독려/ncpa+하/xsv+어/ecs
서로	서로/mag
잇따라	잇따르/pvg+아/ecs
물을	물/ncn+을/jco
퍼냈습니다	푸/pvg+어/ecs+내/pvg+었/ep+습니다/ef
.	./sf
몇	몇/nnc
시간	시간/nbu
동안이나	동안/ncn+이나/jct
물을	물/ncn+을/jco
퍼냈는지	푸/pvg+어/ecs+내/pcg+었/ep+는지/ecs
모릅니다	모르/pvg+ㅂ니다/ef
.	./sf
마침내	마침내/mag
,	,/sp
배	배/ncn
밑이	밑/ncn+이/jcs
드러나	드러나/pvg+아/ecs
보이기	보이/pvg+기/etn
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그러자	그러자/maj
,	,/sp
배도	배/ncn+도/jxc
기울어짐이	기울어지/paa+ㅁ/etn+이/jcs
아까보다는	아까/ncn+보다/jca+는/jxc
훨씬	훨씬/mag
덜했습니다	덜하/paa+었/ep+습니다/ef
.	./sf
"	"/sl
그만하면	그만하/pvg+면/ecs
됐다	되/pvg+었/ep+다/ef
!	!/sf
이	이/mmd
배는	배/ncn+는/jxc
가라앉지	가라앉/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
쉽사리	쉽사리/mag
부서지는	부서지/pvg+는/etm
일도	일/ncn+도/jxc
없을	없/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
기운을	기운/ncn+을/jco
잃지	잃/pvg+지/ecx
말고	말/px+고/ecx
끝까지	끝/ncn+까지/jca
버티어	버티/pvg+어/ecx
보자	보/px+자/ef
!"	!/sf+"/sl
최부가	최부/nq+가/jcs
배	배/ncn
안의	안/ncn+의/jcm
사람들에게	사람/ncn+들/xsn+에게/jca
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
배	배/ncn
안의	안/ncn+의/jcm
사람들도	사람/ncn+들/xsn+도/jxc
조금은	조금/ncn+은/jxc
안심이	안심/ncn+이/jcc
되는	되/pvg+는/etm
모양이었습니다	모양/ncn+이/jp+었/ep+습니다/ef
.	./sf
그들의	그/npp+들/xsn+의/jcm
표정은	표정/ncn+은/jxc
억지로라도	억지/ncn+로/jca+라도/jxc
기운을	기운/ncn+을/jco
차리려는	차리/pvg+려는/etm
듯싶었습니다	듯/nbn+싶/px+었/ep+습니다/ef
.	./sf
최거이산은	최거이산/nq+은/jcs
물을	물/ncn+을/jco
퍼내기에	푸/pvg+어/ecs+내/pvg+기/etn+에/jca
힘이	힘/ncn+이/jcs
지쳤는지	지치/pvg+었/ep+는지/ecs
,	,/sp
뱃전에	뱃전/ncn+에/jca
털썩	털썩/mag
주저앉아	주저앉/pvg+아/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
배는	배/ncn+는/jxc
여전히	여전/ncn+히/xsa
세차게	세차/paa+게/ecs
불어	불/pvg+어/ecs
닥치는	닥치/pvg+는/etm
바람에	바람/ncn+에/jca
밀려	밀리/pvg+어/ecs
,	,/sp
성난	성나/pvg+ㄴ/etm
물결에	물결/ncn+에/jca
휩쓸려	휩쓸리/pvg+어/ecs
금방이라도	금방/ncn+이라도/jxc
뒤집힐	뒤집히/pvg+ㄹ/etm
듯이	듯/nbn+이/jxc
기우뚱	기우뚱/mag
거리면서	거리/pvg+면서/ecs
어디론지	어디론지/mag
마냥	마냥/mag
떠	뜨/pvg+어/ecs
가고	가/pvg+고/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
그러는	그러/pad+는/jxc
사이	사이/ncn
,	,/sp
어느덧	어느덧/mag
이	이/mmd
날	날/ncn
하루도	하루/ncn+도/jxc
다	다/mag
저물어	저물/pvg+어/ecx
가고	가/px+고/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
바다에는	바다/ncn+에/jca+는/jxc
어둠이	어둠/ncn+이/jcs
날개를	날개/ncn+를/jco
펴고	펴/pvg+고/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
물새가	물새/ncn+가/jcs
날자	날/pvg+자/ecs
가까이	가깝/pa+이/xsa
섬이	섬/ncn+이/jxc
하룻밤이	하룻밤/ncn+이/jcs
지나고	지나/pvg+고/ecs
,	,/sp
또	또/maj
하루의	하루/ncn+의/jcm
시작인	시작/ncn+이/jp+ㄴ/etm
아침이	아침/ncn+이/jcs
밝아	밝/paa+아/ecx
왔습니다	오/px+았/ep+습니다/ef
.	./sf
큰	크/paa+ㄴ/etm
바다	바다/ncn
한가운데서	한가운데/ncn+서/jxc
표류한지	표류/ncpa+하/xsv+ㄴ지/nbn
엿새째	엿새/ncn+째/xsn
되는	되/pvg+는/etm
윤정월	윤정월/ncn
8	8/nno
일이었습니다	일/nbu+이/jp+었/ep+습니다/ef
.	./sf
이	이/mmd
날도	날/ncn+도/jxc
날씨는	날씨/ncn+는/jcs
여전히	여전/ncn+히/xsa
찌푸린	찌푸리/pvg+ㄴ/etm
채	채/nbn
잔뜩	잔뜩/mag
흐려	흐리/paa+어/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
바람도	바람/ncn+도/jxc
자지	자/pvg+지/ecx
않고	않/px+고/ecs
,	,/sp
풍랑은	풍랑/ncn+은/jcs
계속	계속/mag
험하기만	험하/paa+기/etn+만/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
'	'/sl
오늘은	오늘/ncn+은/etm
날씨가	날씨/ncn+가/jcs
좀	좀/mag
개려나	개/pvg+려나/ef
?'	?/sf+'/sl
하던	하/pvg+던/etm
,	,/sp
가냘픈	가냘프/paa+ㄴ/etm
희망은	희망/ncpa+은/jxc
대번에	대번/mag+에/jca
물거품이	물거품/ncn+이/jcc
되고	되/pvg+고/ecx
말았습니다	말/px+았/ep+습니다/ef
.	./sf
'	'/sl
하늘이	하늘/ncn+이/jcs
왜	왜/mag
이토록	이/npd+토록/jca
무심할까	무심/ncps+하/xsm+ㄹ까/ef
?'	?/sf+'/sl
최부는	최부/nq+는/jcs
하늘이	하늘/ncn+이/jcs
원망스럽기만	원망/ncps+스럽/xsm+기/etn+만/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
이러다가는	이러/pad+다가/ecs+는/jxc
정말	정말/mag
모두	모두/mag
물귀신이	물귀신/ncn+이/jcc
될	되/pvg+ㄹ/etm
것만	것/nbn+만/jxc
같이	같/paa+이/xsa
생각되었습니다	생각/ncpa+되/xsv+었/ep+습니다/ef
.	./sf
사방을	사방/ncn+을/jco
아무리	아무리/mag
둘러봐야	둘러보/pvg+아야/ecs
,	,/sp
섬	섬/ncn
같은	같/paa+은/etm
것은	것/nbn+은/jxc
그림자도	그림자/ncn+도/jxc
보이지가	보이/pvg+지/ecx+가/jxc
않았습니다	않/px+았/ep+습니다/ef
.	./sf
그럴	그러/pad+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없었던	없/paa+었/ep+던/etm
것은	것/nbn+은/jxc
,	,/sp
배는	배/ncn+는/jxc
북풍에	북풍/ncn+에/jca
밀려	밀리/pvg+어/ecs
도로	도로/mag
