<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0054.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0054.txt </filename>
<title>한국경제,  설 땅이 없다 : 일본, 동남아연합, 한국경제의 선택과 전략</title>
<author>이경규 [외]  </author>
<date>1993  </date>
<publisher>중앙일보사  </publisher>
<kdc>320.911  </kdc>
<ddc>330.9519  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
동남아서	동남아/nq+서/jca
등을	등/ncn+을/jco
돌리고	돌리/pvg+고/ecx
있다	있/px+다/ef
.	./sf
지리적으로	지리/ncn+적/xsn+으로/jca
한국과	한국/nq+과/jct
가장	가장/mag
가까운	가깝/paa+ㄴ/etm
규슈지방은	규슈지방/nq+은/jxc
그래도	그래도/mag
전통적으로	전통/ncn+적/xsn+으로/jca
한국과의	한국/nq+과/jct+의/jxc
합작이라든지	합작/ncn+이/jp+라든지/ecc
교역관계가	교역/ncn+관계/ncn+가/jcs
계속	계속/mag
활발했었던	활발/ncps+하/xsm+었었/ep+던/etm
곳이다	곳/ncn+이/jp+다/ef
.	./sf
그런데	그런데/maj
여기서	여기/npd+서/jca
마저	마저/mag
92년	92/nno+년/nbu
초부터는	초/ncn+부터/jxc+는/jxc
한국에	한국/nq+에/jca
대한	대하/pvg+ㄴ/etm
투자를	투자/ncn+를/jco
줄이고	줄이/pvg+고/ecc
그	그/mmd
대신	대신/ncn
동남아	동남아/nq
진출쪽으로	진출/ncn+쪽/nbn+으로/jca
항로를	항로/ncn+를/jco
돌리고	돌리/pvg+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이같은	이/npd+같/paa+은/jxc
이야기들은	이야기/ncn+들/xsn+은/jxc
모름지기	모름지기/mag
한국으로서는	한국/nq+으로서/jca+는/jxc
여간	여간/mag
자존심	자존/ncn+심/xsn
상하는	상하/pvg+는/etm
것들이	것/nbn+들/xsn+이/jcc
아니다	아니/paa+다/ef
.	./sf
우리의	우리/npp+의/jcm
약점을	약점/ncn+을/jco
하나하나	하나하나/ncn
후벼파는	후비/pvg+어/ecs+파/pvg+는/jxc
일본측의	일본/nq+측/xsn+의/jcm
반응들은	반응/ncn+들/xsn+은/jxc
모욕감을	모욕/ncn+감/xsn+을/jco
증폭시키기에	증폭/ncpa+시키/xsv+기/etn+에/jca
충분하다	충분/ncps+하/xsm+다/ef
.	./sf
그러나	그러나/maj
문제는	문제/ncn+는/jxc
그들의	그/npp+들/xsn+의/jcm
지적이	지적/ncn+이/jcs
불쾌하기	불쾌/ncps+하/xsm+기/etn
짝이	짝/nbn+이/jcs
없음에도	없/paa+음/etn+에/jca+도/jxc
불구하고	불구/ncps+하/xsm+고/ecc
부인할	부인/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
'	'/sl
현실	현실/ncn
'	'/sr
에	에/jca
입각하고	입각/ncpa+하/xsv+고/ecx
있다는	있/px+다/ef+는/etm
점이다	점/ncn+이/jp+다/ef
.	./sf
일본은	일본/nq+은/jxc
동남아의	동남아/nq+의/jcm
경재	경재/ncn
'	'/sl
대부	대부/ncn
'	'/sl
부자가	부자/ncn+가/jcc
되면	되/pvg+면/ecs
인격도	인격/ncn+도/jxc
고상해지는	고상/ncpa+하/xsv+어/ecx+지/px+는/etm
것일까	것/nbn+이/jp+ㄹ까/ef
.	./sf
어쨌든	어쨌든/mag
오늘의	오늘/ncn+의/jcm
일본은	일본/nq+은/jxc
과거의	과거/ncn+의/jcm
'	'/sl
째째한	째째/ncps+하/xsm+ㄴ/etm
일본	일본/nq
'	'/sr
이	이/jca
아니다	아니/paa+다/ef
.	./sf
오히려	오히려/mag
통이	통/ncn+이/jcs
커진	크/paa+어/ecx+지/px+ㄴ/etm
모습을	모습/ncn+을/jco
여기저기서	여기/npd+저기/npd+서/jca
과시하고	과시/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
동남아에	동남아/nq+에/jca
대한	대하/pvg+ㄴ/etm
원조태도만	원조/ncn+태도/ncn+만/jxc
해도	하/pvg+어도/ecs
여간	여간/mag
의연한	의연/ncps+하/xsm+ㄴ/etm
게	거/nbn+이/jcs
아니다	아니/paa+다/ef
.	./sf
원조금액이	원조/ncn+금액/ncn+이/jcs
압도적인	압도/ncn+적/xsn+이/jp+ㄴ/etm
것은	것/nbn+은/jxc
물론이고	물론/ncn+이/jp+고/ecc
원조방법에	원조/ncn+방법/ncn+에/jca
이르기까지	이르/pvg+기/etn+까지/jxc
통	통/ncn
크게	크/paa+게/ecs
논다	놀/pvg+ㄴ다/ef
.	./sf
필요한	필요/ncps+하/xsm+ㄴ/etm
돈을	돈/ncn+을/jco
지원해주되	지원/ncpa+하/xsv+어/ecx+주/px+되/ecs
자기네들이	자기/ncn+네/xsn+들/xsn+이/jcs
스스로	스스로/mag
알아서	알/pvg+아서/ecs
쓰도록	쓰/pvg+도록/ecs
내버려	내버리/pvg+어/ecx
둔다	두/px+ㄴ다/ef
.	./sf
초기에는	초기/ncn+에/jca+는/jxc
일본	일본/nq
원조자금으로	원조/ncn+자금/ncn+으로/jca
일본	일본/nq
물건만	물건/ncn+만/jxc
사다	사/pvg+다/ecs
쓰도록	쓰/pvg+도록/ecs
조건을	조건/ncn+을/jco
달았었으나	달/pvg+았었/ep+으나/ecs
얼마	얼마/ncn
전부터	전/ncn+부터/jxc
과감히	과감/ncn+히/xsa
없애버렸다	없애/pvg+어/ecx+버리/px+었/ep+다/ef
.	./sf
요컨대	요컨대/maj
미국처럼	미국/nq+처럼/jca
째째하게	째째/ncps+하/xsm+게/ecs
'	'/sl
바이	바이/ncn
어메리컨	어메리컨/ncn
'	'/sl
정책	정책/ncn
따위는	따위/nbn+는/jxc
안쓰겠다는	안/mag+쓰/pvg+겠/ep+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
고토	nq[고토/nq
도시오	도시오/nq]nq
필리핀주재	필리핀/nq+주재/ncn
일본대사는	일본/nq+대사/ncn+는/jxc
이렇게	이렇/pad+게/ecs
말한다	말/ncpa+하/xsv+ㄴ다/ef
.	./sf
"	"/sr
우리는	우리/npp+는/jxc
어디까지나	어디/npd+까지/jxc+나/jxc
현지	현지/ncn
정부의	정부/ncn+의/jcm
요청에	요청/ncn+에/jca
따라	따르/pvg+아/ecx
지원을	지원/ncn+을/jco
할	하/pvg+ㄹ/etm
뿐입니다	뿐/nbn+이/jp+ㅂ니다/ef
.	./sf
결코	결코/mag
우리가	우리/npp+가/jcs
먼저	먼저/mag
나서는	나서/pvg+는/etm
일은	일/ncn+은/jxc
없습니다	없/paa+습니다/ef
.	./sf
요청을	요청/ncn+을/jco
받으면	받/pvg+으면/ecs
검토를	검토/ncn+를/jco
거쳐	거치/pvg+어/ecs
지원을	지원/ncn+을/jco
결정합니다	결정/ncpa+하/xsv+ㅂ니다/ef
.	./sf
그러나	그러나/maj
일단	일단/mag
지원을	지원/ncn+을/jco
결정한	결정/ncpa+하/xsv+ㄴ/etm
이상	이상/ncn
당사자가	당사/ncn+자/xsn+가/jcs
원하는	원하/pvg+는/etm
대로	대로/nbn
돈이	돈/ncn+이/jcs
쓰여지도록	쓰이/pvg+어/ecx+지/px+도록/ecs
합니다	하/pvg+ㅂ니다/ef
."	./sf+"/sl
미국이	미국/nq+이/jcs
하던	하/pvg+던/etm
것과는	것/nbn+과/jct+는/jxc
반대의	반대/ncn+의/jcm
방식으로	방식/ncn+으로/jca
하겠다는	하/pvg+겠/ep+다/ef+는/etm
이야기다	이야기/ncn+다/ef
.	./sf
미국이	미국/nq+이/jcs
돈	돈/ncn
몇푼	몇/mma+푼/nbu
대주면서	대/pvg+어/ecx+주/px+면서/ecs
이렇게	이렇/pad+게/ecs
해야	하/pvg+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
저렇게	저렇/pad+게/ecs
하지말아야	하/pvg+지/ecx+말/px+아야/ecs
한다는	하/px+ㄴ다/ef+는/etm
식의	식/ncn+의/jcm
간섭으로	간섭/ncn+으로/jca
별로	별로/mag
좋지	좋/paa+지/ecx
않은	않/px+은/etm
반응을	반응/ncn+을/jco
얻었다는	얻/pvg+었/ep+다/ef+는/etm
것을	것/nbn+을/jco
잘	잘/mag
알고	알/pvg+고/ecx
있기	있/px+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
장학금을	장학/ncn+금/xsn+을/jco
대줘도	대/pvg+어/ecx+주/px+어도/ecs
제한이	제한/ncn+이/jcs
없다	없/paa+다/ef
.	./sf
일본	일본/nq
장학금으로	장학/ncn+금/xsn+으로/jca
일본으로	일본/nq+으로/jca
유학을	유학/ncn+을/jco
가든	가/pvg+든/jxc
,	,/sp
심지어	심지어/mag
미국으로	미국/nq+으로/jca
유학을	유학/ncn+을/jco
가든	가/pvg+든/jxc
상관하지	상관/ncpa+하/xsv+지/ecx
않는다	않/px+는다/ef
.	./sf
자기네들이	자기/ncn+네/xsn+들/xsn+이/jcs
도와줬다는	돕/pvg+아/ecx+주/px+었/ep+다는/etm
것으로	것/nbn+으로/jca
만족한다는	만족/ncps+하/xsm+ㄴ다/ef+는/etm
느긋한	느긋하/paa+ㄴ/etm
태도다	태도/ncn+다/ef
.	./sf
91년	91/nno+년/nbu
11월	11/nno+월/nbu
런던에서는	런던/nq+에서/jca+는/jxc
아시아개발기금의	아시아/nq+개발/ncn+기금/ncn+의/jcm
제6차	제/xp+6/nno+차/nbu
재원보충회의가	재원/ncn+보충/ncn+회의/ncn+가/jcs
열렸다	열리/pvg+었/ep+다/ef
.	./sf
기금이	기금/ncn+이/jcs
바닥	바닥/ncn
나	나/pvg+아/ecs
모두	모두/ncn
42억	42/nnc+억/nbu
달러를	달러/ncn+를/jco
모으기	모으/pvg+기/etn
위해	위하/pvg+어/ecx
각국	각국/ncn
대표들이	대표/ncn+들/xsn+이/jcs
머리를	머리/ncn+를/jco
맞대고	맞대/pvg+고/ecc
회의를	회의/ncn+를/jco
거듭했다	거듭/mag+하/pvg+었/ep+다/ef
.	./sf
주요국들이	주요/ncn+국/xsn+들/xsn+이/jcs
2백만	2백만/nnc
3백만	3백만/nnc
달러씩을	달러/nbu+씩/xsn+을/jco
더	더/mag
내기로	내/pvg+기/etn+로/jca
했으나	하/pvg+었/ep+으나/ecs
그래도	그래도/mag
목표액에는	목표/ncn+액/xsn+에/jca+는/jxc
태부족이었다	태부족/ncn+이/jp+었/ep+다/ef
.	./sf
서로	서로/mag
눈치만	눈치/ncn+만/jxc
살피면서	살피/pvg+면서/ecs
자기네들은	자기/ncn+네/xsn+들/xsn+은/jxc
도저히	도저히/mag
더	더/mag
이상은	이상/ncn+은/jxc
낼	내/pvg+ㄹ/etm
수	수/nbn
없다는	없/paa+다/ef+는/etm
표정들이었다	표정/ncn+들/xsn+이/jp+었/ep+다/ef
.	./sf
이때	이/mmd+때/ncn
일본대표가	일본/nq+대표/ncn+가/jcs
발언	발언/ncn
신청을	신청/ncn+을/jco
했다	하/pvg+었/ep+다/ef
.	./sf
"	"/sl
다른	다르/paa+ㄴ/etm
나라들이	나라/ncn+들/xsn+이/jcs
양해를	양해/ncn+를/jco
해준다면	하/pvg+어/ecx+주/px+ㄴ다/ef+면/ecs
부족한	부족/ncps+하/xsm+ㄴ/etm
돈	돈/ncn
나머지를	나머지/ncn+를/jco
일본이	일본/nq+이/jcs
내고	내/pvg+고/ecx
싶은데	싶/px+은데/ecs
괜찮겠느냐	괜찮/paa+겠/ep+느냐/ef
"	"/sr
는	는/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
미국을	미국/nq+을/jco
비롯한	비롯/ncps+하/xsm+ㄴ/etm
영국	영국/nq
독일	독일/nq
프랑스	프랑스/nq
등	등/nbn
소위	소위/ncn
강대국이라는	강대/ncn+국/xsn+이/jp+라/ef+는/etm
나라	나라/ncn
대표들의	대표/ncn+들/xsn+의/jcm
표정은	표정/ncn+은/jxc
그야말로	그야말로/mag
벌레	벌레/ncn
씹은	씹/pvg+은/etm
모습들이었다고	모습/ncn+들/xsn+이/jp+었/ep+다/ef+고/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
이렇게	이렇/pad+게/ecx
해서	하/px+어서/ecs
총액	총액/ncn
기준으로	기준/ncn+으로/jca
따져서	따지/pvg+어서/ecs
미국은	미국/nq+은/jxc
6억	6억/nnc
8천만	8천만/nnc
달러를	달러/nbu+를/jco
낸데	내/pvg+ㄴ/etm+데/nbn
비해	비하/pvg+어/ecs
일본은	일본/nq+은/jxc
자그마치	자그마치/mag
15억	15억/nnc
8천만	8천만/nnc
달러를	달러/ncn+를/jco
냈던	내/pvg+었/ep+던/etm
것이다	것/nbn+이/jp+다/ef
(	(/sl
한국은	한국/nq+은/jxc
대만과	대만/nq+과/jcj
함께	함께/mag
1천	1천/ncn
5백만	5백만/nnc
달러를	달러/ncn+를/jco
냈다	내/pvg+었/ep+다/ef
).	)/sr+./sf
그러잖아도	그러잖/pvg+아도/ecs
일본의	일본/nq+의/jcm
이니셔티브	이니셔티브/ncn
속에	속/ncn+에/jca
운영되어	운영/ncpa+되/xsv+어/ecx
왔던	오/px+았/ep+던/etm
아시아개발은행	아시아개발은행/nq
(	(/sl
ADB	ADB/f
)	)/sr
은	은/jxc
이	이/mmd
일을	일/ncn+을/jco
계기로	계기/ncn+로/jca
일본의	일본/nq+의/jcm
위상이	위상/ncn+이/jcs
어떤	어떤/mmd
것인지를	것/nbn+이/jp+ㄴ지/ef+를/ecs
확실하게	확실/ncps+하/xsm+게/ecs
보여준	보이/px+어/ecx+주/px+ㄴ/etm
셈이었다	셈/nbn+이/jp+었/ep+다/ef
.	./sf
아시아개발은행의	아시아개발은행/nq+의/jcm
총재가	총재/ncn+가/jcs
언제나	언제나/mag
일본	일본/nq
대장성	대장성/nnc
국장	국장/ncn
출신이라든지	출신/ncn+이/jp+라든지/ecc
,	,/sp
주요	주요/ncn
요직은	요직/ncn+은/jxc
모조리	모조리/mag
일본	일본/nq
측이	측/ncn+이/jcs
장악하고	장악/ncpa+하/xsv+고/ecx
있다는	있/px+다/ef+는/etm
것쯤은	것/nbn+쯤/xsn+은/jxc
이제	이제/mag
뉴스거리가	뉴스/ncn+거리/xsn+가/jcs
못된다	못되/paa+ㄴ다/ef
.	./sf
은행운영에	은행/ncn+운영/ncn+에/jca
돈을	돈/ncn+을/jco
내는	내/pvg+는/etm
몫이라든지	몫/ncn+이/jp+라든지/ecc
,	,/sp
모든	모든/mma
면에서	면/ncn+에서/jca
일본이	일본/nq+이/jcs
기여하는	기여/ncpa+하/xsv+는/etm
내용을	내용/ncn+을/jco
들여다	들이/pvg+어다/ecs
보면	보/pvg+면/ecs
오히려	오히려/mag
당연한	당연/ncps+하/xsm+ㄴ/etm
일이다	일/ncn+이/jp+다/ef
.	./sf
한마디로	한마디/ncn+로/jca
일본은	일본/nq+은/jxc
동남아	동남아/nq
경제를	경제/ncn+를/jco
끌어가는	끌/pvg+어/ecx+가/px+는/etm
견인차요	견인/ncn+차/ncn+요/jxf
,	,/sp
기관차다	기관/ncn+차/ncn+다/ef
.	./sf
동남아	동남아/nq
전체를	전체/ncn+를/jco
하나의	하나/nnc+의/jcm
기업이라고	기업/ncn+이/jp+라고/ecs
한다면	하/pvg+ㄴ다면/ecs
일본은	일본/nq+은/jxc
이들의	이/npd+들/xsn+의/jcm
주거래	주/mma+거래/ncn
은행	은행/ncn
격이다	격/nbn+이/jp+다/ef
.	./sf
필요한	필요/ncps+하/xsm+ㄴ/etm
돈을	돈/ncn+을/jco
대주는	대/pvg+어/ecx+주/px+는/etm
것뿐	것/nbn+뿐/nbn
아니라	아니/paa+라/ecs
경영지도와	경영/ncn+지도/ncn+와/jcj
업종	업종/ncn
선택에도	선택/ncn+에/jca+도/jxc
영향력을	영향/ncn+력/xsn+을/jco
행사하고	행사/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
상황이나	상황/ncn+이나/jcj
동남아에서의	동남아/nq+에서/jca+의/jcm
반일감정을	반일/ncn+감정/ncn+을/jco
운위하는	운위/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
우리의	우리/npp+의/jcm
기준과는	기준/ncn+과/jcj+는/jxc
차원이	차원/ncn+이/jcs
다르다	다르/paa+다/ef
.	./sf
오히려	오히려/mag
행여나	행여나/mag
일본	일본/nq
마음이	마음/ncn+이/jcs
달라질까	다르/pvg+아/ecx+지/px+ㄹ까/ef
걱정이다	걱정/ncn+이/jp+다/ef
.	./sf
"	"/sl
태국의	태국/nq+의/jcm
경우	경우/ncn
최근	최근/ncn
들어	들/pvg+어/ecs
일본의	일본/nq+의/jcm
원조계획을	원조/ncn+계획/ncn+을/jco
줄여나가려는	줄이/pvg+어/ecx+나가/px+려는/ecs
움직임을	움직이/pvg+ㅁ/etn+을/jco
보이고	보이/pvg+고/ecx
있는데	있/px+는데/ecs
그렇게	그렇/pad+게/ecs
되면	되/pvg+면/ecs
낭패입니다	낭패/ncn+이/jp+ㅂ니다/ef
.	./sf
사회간접자본의	사회/ncn+간접/ncn+자본/ncn+의/jcm
확충	확충/ncn
등	등/nbn
일본이	일본/nq+이/jcs
자금을	자금/ncn+을/jco
대줘야할	대/pvg+어/ecx+주/px+어야/ecx+하/px+ㄹ/etm
일이	일/ncn+이/jcs
산적해	산적/ncpa+하/xsv+어/ecx
있는데	있/px+는데/ecs
벌써부터	벌써/ncn+부터/jca
지원과	지원/ncn+과/jcj
투자를	투자/ncn+를/jco
줄이면	줄이/pvg+면/ecs
어떻게	어떻/pad+게/ecs
합니까	하/pvg+ㅂ니까/ef
.	./sf
달리	다르/paa+이/xsa
대안이	대안/ncn+이/jcs
없어요	없/paa+어/ef+요/jxf
"	"/sr
(	(/sl
방콕	방콕/nq
투자위원회	투자/ncn+위원/ncn+회/xsn
자크라못	자크라못/nq
사무차장	사무/ncn+차장/ncn
)	)/sr
일본	일본/nq
기술로	기술/ncn+로/jca
동남아서	동남아/nq+서/jca
세계	세계/ncn
최고품	최고/ncn+품/xsn
생산	생산/ncn
방콕	방콕/nq
근교에	근교/ncn+에/jca
위치한	위치/ncpa+하/xsv+ㄴ/etm
'	'/sl
이네베아	이네베아/nq
'.	'/sl+./sf
생소한	생소/ncps+하/xsm+ㄴ/etm
이름의	이름/ncn+의/jcm
베어링	베어링/ncn
전문회사인	전문/ncn+회사/ncn+이/jp+ㄴ/etm
이	이/mmd
회사가	회사/ncn+가/jcs
운영하는	운영/ncpa+하/xsv+는/etm
태국공장은	태국/nq+공장/ncn+은/jxc
일본의	일본/nq+의/jcm
돈	돈/ncn
기술	기술/ncn
,	,/sp
그리고	그리고/maj
경영이	경영/ncn+이/jcs
동남아의	동남아/nq+의/jcm
노동력과	노동/ncn+력/xsn+과/jcj
어떻게	어떻/pad+게/ecs
접목되고	접목/ncpa+되/xsv+고/ecx
있는지를	있/paa+는지/ef+를/etm
한	한/nnc
눈에	눈/ncn+에/jca
보여주는	보이/pvg+어/ecx+주/px+는/etm
대표적인	대표/ncn+적/xsn+이/jp+ㄴ/etm
현장이다	현장/ncn+이/jp+다/ef
.	./sf
결론부터	결론/ncn+부터/jca
말해	말/ncpa+하/xsv+어/ecx
미네베아의	미네베아/nq+의/jcm
이	이/mmd
곳	곳/ncn
태국공장은	태국/nq+공장/ncn+은/jxc
세계	세계/ncn
베어링	베어링/ncn
시장을	시장/ncn+을/jco
떡주무르듯	떡/ncn+주무르/pvg+듯/ecs
주무르고	주무르/pvg+고/ecx
있다	있/px+다/ef
.	./sf
생산품도	생산/ncn+품/xsn+도/jxc
미사일에서부터	미사일/ncn+에서/jca+부터/jxc
VCR	VCR/f
,	,/sp
플로피	플로피/ncn
디스크	디스크/ncn
헤드까지	헤드/ncn+까지/jxc
각종	각종/ncn
첨단부품에	첨단/ncn+부품/ncn+에/jca
필수적으로	필수/ncn+적/xsn+으로/jca
쓰이는	쓰이/pvg+는/etm
초정밀	초/xp+정밀/ncn
베어링	베어링/ncn
,	,/sp
이	이/mmd
공장	공장/ncn
제품은	제품/ncn+은/jxc
미국	미국/nq
현지공장	현지/ncn+공장/ncn
분을	분/nbn+을/jco
포함해서	포함/ncpa+하/xsv+어서/ecs
미국	미국/nq
소형	소형/ncn
베어링	베어링/ncn
시장의	시장/ncn+의/jcm
95%를	95/nnc+%/su+를/jco
점유하고	점유/ncpa+하/xsv+고/ecx
있을	있/px+을/etm
정도다	정도/ncn+다/ef
.	./sf
미국	미국/nq
정부도	정부/ncn+도/jxc
이	이/mmd
회사의	회사/ncn+의/jcm
미국	미국/nq
현지공장과	현지/ncn+공장/ncn+과/jcj
태국	태국/nq
공장제품이	공장/ncn+제품/ncn+이/jcs
주	주/mma
공급원인	공급/ncn+원/xsn+이/jp+ㄴ/etm
것으로	것/nbn+으로/jca
파악하고	파악/ncpa+하/xsv+고/ecc
촉각을	촉각/ncn+을/jco
곤두세우고	곤두세우/pvg+고/ecx
있으나	있/px+으나/ecs
별다른	별다르/paa+ㄴ/etm
묘안이	묘안/ncn+이/jcs
없어	없/paa+어/ecs
속만	속/ncn+만/jxc
태우고	태우/pvg+고/ecx
있는	있/px+는/etm
상황이다	상황/ncn+이/jp+다/ef
.	./sf
당장	당장/mag
무슨	무슨/mmd
트집이라도	트집/ncn+이라도/jxc
잡고	잡/pvg+고/ecx
싶은	싶/px+은/etm
생각이	생각/ncn+이/jcs
굴뚝같지만	굴뚝/ncn+같/paa+지만/ecs
,	,/sp
가격이	가격/ncn+이/jcs
오르면	오르/pvg+면/ecs
그	그/mmd
부담이	부담/ncn+이/jcs
자기	자기/npp
나라	나라/ncn
수요업계로	수요/ncn+업계/ncn+로/jca
떠넘겨질	떠넘기/pvg+어/ecx+지/px+ㄹ/etm
게	거/nbn+이/jcs
뻔해	뻔하/paa+어/ecx
이럴	이러/pvd+ㄹ/etm
수도	수/nbn+도/jxc
저럴	저러/pvd+ㄹ/etm
수도	수/nbn+도/jxc
없는	없/paa+는/etm
딱한	딱하/paa+ㄴ/etm
처지다	처지/ncn+다/ef
.	./sf
불법	불법/ncn
원산지	원산/ncn+지/xsn
표시와	표시/ncn+와/jcj
덤핑을	덤핑/ncn+을/jco
했다고	하/pvg+었/ep+다/ef+고/ecs
제출된	제출/ncpa+되/xsv+ㄴ/etm
기소장이	기소/ncn+장/xsn+이/jcs
아직도	아직/mag+도/jxc
한	한/nnc
지방법원의	지방/ncn+법원/ncn+의/jcm
책상서랍	책상/ncn+서랍/ncn
속에	속/ncn+에/jca
7년째	7/nnc+년/nbu+째/xsn
그대로	그대로/mag
있는	있/paa+는/etm
것도	것/nbn+도/jxc
그	그/npp
때문이다	때문/nbn+이/jp+다/ef
.	./sf
특히	특히/mag
요즘	요즘/mag
들어	들/pvg+어/ecx
다시	다시/mag
미국의	미국/nq+의/jcm
신경을	신경/ncn+을/jco
슬슬	슬슬/mag
건드리고	건드리/pvg+고/ecx
있는	있/px+는/etm
이	이/mmd
곳	곳/ncn
태국공장은	태국/nq+공장/ncn+은/jxc
여러가지	여러/mma+가지/ncn
측면에서	측면/ncn+에서/jca
단연	단연/mag
화제거리다	화제/ncn+거리/xsn+다/ef
.	./sf
무엇보다도	무엇/npd+보다/jca+도/jxc
성공의	성공/ncn+의/jcm
비결은	비결/ncn+은/jxc
자기	자기/npp
나라	나라/ncn
일본에서조차	일본/nq+에서/jca+조차/jxc
연구대상이다	연구/ncn+대상/ncn+이/jp+다/ef
.	./sf
일본	일본/nq
기업들이	기업/ncn+들/xsn+이/jcs
관심을	관심/ncn+을/jco
보이고	보이/pvg+고/ecx
있는	있/px+는/etm
대목은	대목/ncn+은/jxc
다른	다르/paa+ㄴ/etm
게	거/nbn+이/jcs
아니다	아니/paa+다/ef
.	./sf
일본	일본/nq
내의	내/nbn+의/jcm
본사는	본사/ncn+는/jxc
연구와	연구/ncn+와/jcj
마키팅	마키팅/ncn
기능만	기능/ncn+만/jxc
갖고	갖/pvg+고/ecc
대부분의	대부분/ncn+의/jcm
생산기지는	생산/ncn+기지/ncn+는/jxc
해외에	해외/ncn+에/jca
두고	두/pvg+고/ecx
있는	있/px+는/etm
이	이/mmd
회사가	회사/ncn+가/jcs
환율변동에	환율/ncn+변동/ncn+에/jca
따라	따르/pvg+아/ecs
그때	그/mmd+때/ncn
그때	그/mmd+때/ncn
생산기지를	생산/ncn+기지/ncn+를/jco
이전해가며	이전/ncpa+하/xsv+어/ecx+가/px+며/ecs
,	,/sp
현지	현지/ncn
일손을	일손/ncn+을/jco
활용	활용/ncn
,	,/sp
세계	세계/ncn
최고의	최고/ncn+의/jcm
경제력을	경제/ncn+력/xsn+을/jco
유지하는	유지/ncpa+하/xsv+는/etm
비결이	비결/ncn+이/jcs
도대체	도대체/mag
무엇이냐는	무엇/npd+이/jp+냐.ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
사실	사실/ncn
이	이/mmd
회사는	회사/ncn+는/jxc
일본재계에서	일본/nq+재계/ncn+에서/jca
'	'/sl
괴짜	괴짜/ncn
'	'/sl
로	로/jca
통하고	통하/pvg+고/ecx
있다	있/px+다/ef
.	./sf
무엇보다도	무엇/npd+보다/jca+도/jxc
해외투자가	해외/ncn+투자/ncn+가/jcs
과감했다	과감/ncps+하/xsm+었/ep+다/ef
.	./sf
한때	한때/ncn
미국과	미국/nq+과/jcj
무역마찰을	무역/ncn+마찰/ncn+을/jco
빚자	빚/pvg+자/ecs
아예	아예/mag
미국	미국/nq
현지공장을	현지/ncn+공장/ncn+을/jco
사버렸다	사/pvg+아/ecx+버리/px+었/ep+다/ef
.	./sf
특히	특히/mag
동남아	동남아/nq
투자는	투자/ncn+는/jxc
여느	여느/mmd
일본	일본/nq
기업과	기업/ncn+과/jct
달랐다	다르/paa+았/ep+다/ef
.	./sf
지난	지나/pvg+ㄴ/etm
72년	72/nno+년/nbu
싱가포르에다	싱가포르/nq+에/jca+다/jxc
당시	당시/ncn
최대	최대/ncn
규모의	규모/ncn+의/jcm
생산	생산/ncn
거점을	거점/ncn+을/jco
만든	만들/pvg+ㄴ/etm
이	이/npd
회사는	회사/ncn+는/jxc
노동력	노동/ncn+력/xsn
부족을	부족/ncn+을/jco
느끼자	느끼/pvg+자/ecs
다시	다시/mag
82년	82/nno+년/nbu
현재의	현재/ncn+의/jcm
이	이/npd
곳	곳/ncn
태국으로	태국/nq+으로/jca
이전해	이전/ncpa+하/xsv+어/ecs
왔다	오/pvg+았/ep+다/ef
.	./sf
그것도	그것/npd+도/jxc
경쟁력이	경쟁/ncn+력/xsn+이/jcs
상실된	상실/ncpa+되/xsv+ㄴ/etm
다	다/mag
낡은	낡/paa+은/etm
시설을	시설/ncn+을/jco
갖고	갖/pvg+고/ecs
간	가/pvg+ㄴ/etm
게	거/nbn+이/jcs
아니다	아니/paa+다/ef
.	./sf
항상	항상/mag
일본	일본/nq
내	내/nbn
설비보다	설비/ncn+보다/jca
훨씬	훨씬/mag
앞선	앞/ncn+서/pvg+ㄴ/etm
최첨단	최첨단/ncn
설비를	설비/ncn+를/jco
설치했다	설치/ncpa+하/xsv+었/ep+다/ef
.	./sf
그리고	그리고/maj
현지종업원을	현지/ncn+종업/ncn+원/xsn+을/jco
무더기로	무더기/ncn+로/jca
일본	일본/nq
본사에서	본사/ncn+에서/jca
연수시켰다	연수/ncpa+시키/xsv+었/ep+다/ef
.	./sf
과연	과연/mag
저렇게	저렇/pad+게/ecx
해서도	하/px+어서/ecs+도/jxc
