<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0098.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0098.txt </filename>
<title> 교실 밖 국사여행 </title>
<author>역사학연구소   </author>
<date> 1993 </date>
<publisher>사계절출판사  </publisher>
<kdc>911  </kdc>
<ddc>951.9  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
도구를	도구/ncn+를/jco
곰이었다는	곰/ncn+이/jp+었/ep+다는/etm
이야기는	이야기/ncn+는/jxc
우리를	우리/npp+를/jco
끝없는	끝없/paa+는/etm
상상의	상상/ncn+의/jcm
세계로	세계/ncn+로/jca
끌어간다	끌/pvg+어/ecx+가/px+ㄴ다/ef
.	./sf
단군	단군/nq
할아버지가	할아버지/ncn+가/jcs
진짜	진짜/mag
우리의	우리/npp+의/jcm
조상일까	조상/ncn+이/jp+ㄹ까/ef
?	?/sf
정말	정말/mag
하늘신의	하늘/ncn+신/ncn+의/jcm
아들인	아들/ncn+이/jp+ㄴ/etm
환웅과	환웅/nq+과/jcj
곰	곰/ncn
여자	여자/ncn
사이에서	사이/ncn+에서/jca
태어났을까	태어나/pvg+았/ep+ㄹ까/ef
?	?/sf
옛날에	옛날/ncn+에/jca
하늘	하늘/ncn
나라의	나라/ncn+의/jcm
임금인	임금/ncn+이/jp+ㄴ/etm
환인에게	환인/ncn+에게/jca
여러	여러/mma
아들이	아들/ncn+이/jcs
있었는데	있/paa+었/ep+는데/ecs
,	,/sp
그중에	그/npd+중/xsn+에/jca
환웅이	환웅/nq+이/jcs
천하를	천하/ncn+를/jco
다스리고	다스리/pvg+고/ecc
,	,/sp
인간	인간/ncn
세상을	세상/ncn+을/jco
구원하고자	구원/ncpa+하/xsv+고자/ecx
하였다	하/px+었/ep+다/ef
.	./sf
환인이	환인/nq+이/jcs
그	그/mmd
뜻을	뜻/ncn+을/jco
천하를	천하/ncn+를/jco
두루	두루/mag
살펴보니	살피/pvg+어/ecx+보/px+니/ecs
,	,/sp
태백산이	태백산/nq+이/jcs
널리	널리/mag
인간을	인간/ncn+을/jco
이롭게	이롭/paa+게/ecx
하기	하/px+기/etn
알맞은	알맞/paa+은/etm
곳이라	곳/ncn+이/jp+라/ef
,	,/sp
천부인	천부인/nq
3	3/nnc
개를	개/nbu+를/jco
주면서	주/pvg+면서/ecs
내려가	내리/pvg+어/ecx+가/px+아/ecs
다스리게	다스리/pvg+게/ecx
하였다	하/px+었/ep+다/ef
.	./sf
환웅은	환웅/nq+은/jxc
3천의	3천/nnc+의/jcm
무리를	무리/ncn+를/jco
이끌고	이끌/pvg+고/ecc
태백산	태백산/nq
꼭대기	꼭대기/ncn
신단수	신단수/ncn
아래에	아래/ncn+에/jca
내려와	내리/pvg+어/ecs+오/pvg+아/ecs
그	그/mmd
곳을	곳/ncn+을/jco
신시라	신시/ncn+라/jca
이름하고	이름/ncn+하/pvg+고/ecc
,	,/sp
천왕으로서	천왕/ncn+으로서/jca
우사	우사/ncn
,	,/sp
운사	운사/ncn
풍백을	풍백/ncn+을/jco
거느리고	거느리/pvg+고/ecc
인간	인간/ncn
세상에서	세상/ncn+에서/jca
일어나는	일/pvg+어/ecx+나/px+는/etm
모든	모든/mma
일을	일/ncn+을/jco
다스렸다	다스리/pvg+었/ep+다/ef
.	./sf
농사에	농사/ncn+에/jca
관한	관하/pvg+ㄴ/etm
일	일/ncn
,	,/sp
형벌	형벌/ncn
,	,/sp
사람의	사람/ncn+의/jcm
목숨	목숨/ncn
,	,/sp
질병	질병/ncn
,	,/sp
선악에	선악/ncn+에/jca
관한	관하/pvg+ㄴ/etm
일을	일/ncn+을/jco
주관하여	주관/ncpa+하/xsv+어/ecs
백성을	백성/ncn+을/jco
가르쳤다	가르치/pvg+었/ep+다/ef
.	./sf
이때에	이때/npd+에/jca
호랑이	호랑이/ncn
한	한/nnc
마리와	마리/nbu+와/jcj
곰	곰/ncn
한	한/nnc
마리가	마리/nbu+가/jcs
사람이	사람/ncn+이/jcc
되고	되/pvg+고/ecx
싶어	싶/px+어/ecs
환웅에게	환웅/nq+에게/jca
사람이	사람/ncn+이/jcs
되게	되/pvg+게/ecx
해	하/px+어/ecx
달라고	달/px+라/ef+고/ecc
부탁하였다	부탁/ncpa+하/xsv+었/ep+다/ef
.	./sf
환웅은	환웅/nq+은/jxc
쑥	쑥/ncn
한	한/nnc
타래와	타래/ncn+와/jcj
마늘	마늘/ncn
스무	스무/nnc
톨을	톨/nbu+을/jco
주면서	주/pvg+면서/ecc
,	,/sp
"	"/sl
굴	굴/ncn
안에서	안/ncn+에서/jca
나오지	나오/pvg+지/ecx
말고	말/px+고/ecc
,	,/sp
이것을	이것/npd+을/jco
다	다/mag
먹으면	먹/pvg+으면/ecs
백	백/nnc
일만에	일/ncn+만/jxc+에/jca
사람이	사람/ncn+이/jcc
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
."	./sf+"/sl
라고	라고/jcr
하였다	하/pvg+었/ep+다/ef
.	./sf
호랑이는	호랑이/ncn+는/jxc
도중에	도중/ncn+에/jca
참지	참/pvg+지/ecx
못하고	못하/px+고/ecc
굴에서	굴/ncn+에서/jca
뛰쳐나갔지만	뛰치/pvg+어/ecs+나/pvg+아/ecs+가/pvg+았/ep+지만/ecs
,	,/sp
곰은	곰/ncn+은/jxc
그로부터	그/npd+로/jca+부터/jxc
스무하루만에	스무/nnc+하루/ncn+만/jxc+에/jca
예쁜	예쁘/paa+ㄴ/etm
여자가	여자/ncn+가/jcc
되었다	되/pvg+었/ep+다/ef
.	./sf
곰	곰/ncn
여자는	여자/ncn+는/jxc
어머니가	어머니/ncn+가/jcc
되고	되/pvg+고/ecx
싶었으나	싶/px+었/ep+으나/ecs
,	,/sp
더불어	더불/pvg+어/ecs
혼인할	혼인/ncpa+하/xsv+ㄹ/etm
사람이	사람/ncn+이/jcs
없었다	없/paa+었/ep+다/ef
.	./sf
그래서	그래서/maj
신단수	신단수/ncn
아래	아래/ncn
서서	서/pvg+어서/ecs
정성들여	정성/ncn+들/xsn+이/jp+어/ecs
기도하니	기도/ncpa+하/xsv+니/ecs
,	,/sp
환웅이	환웅/nq+이/jcs
남자로	남자/ncn+로/jca
변하여	변하/pvg+어/ecs
곰	곰/ncn
여자에게	여자/ncn+에게/jca
아이를	아이/ncn+를/jco
갖게	갖/pvg+게/ecx
하였다	하/px+었/ep+다/ef
.	./sf
이리하여	이리하/pvg+어/ecs
태어난	태어나/pvg+ㄴ/etm
이가	이/npp+가/jcs
단군	단군/nq
왕검이다	왕검/ncn+이/jp+다/ef
.	./sf
단군	단군/nq
왕검은	왕검/ncn+은/jxc
평양성에서	평양성/nq+에서/jca
나라를	나라/ncn+를/jco
세우고	세우/pvg+고/ecc
,	,/sp
그	그/mmd
이름을	이름/ncn+을/jco
조선이라	조선/ncn+이라/jca
하였다	하/pvg+었/ep+다/ef
.	./sf
이	이/mmd
내용이	내용/ncn+이/jcs
그대로	그대로/mag
사실이라고	사실/ncn+이/jp+라/ef+고/jcr
주장하는	주장/ncpa+하/xsv+는/etm
이들도	이/npp+들/xsn+도/jxc
있으나	있/paa+으나/ecs
,	,/sp
그렇지는	그렇/pad+지/ecx+는/jxc
않다	않/px+다/ef
,	,/sp
그렇다고	그렇/pad+다고/ecs
사실과	사실/ncn+과/jct
전혀	전혀/mag
관계	관계/ncn
없느냐	없/paa+느냐/ef
하면	하/pvg+면/ecs
그것도	그것/npd+도/jxc
아니다	아니/paa+다/ef
.	./sf
이	이/mmd
단군	단군/nq
신화는	신화/ncn+는/jxc
원시	원시/ncn
공동체	공동/ncn+체/xsn
사회가	사회/ncn+가/jcs
무너지고	무너지/pvg+고/ecc
,	,/sp
최초의	최초/ncn+의/jcm
국가인	국가/ncn+이/jp+ㄴ/etm
고조선이	고조선/nq+이/jcs
세워지는	세우/pvg+어/ecx+지/px+는/etm
사실을	사실/ncn+을/jco
신화로써	신화/ncn+로써/jca
담고	담/pvg+고/ecx
있다	있/px+다/ef
.	./sf
신화는	신화/ncn+는/jxc
오랜	오래/paa+ㄴ/etm
세월	세월/ncn
동안	동안/ncn
입에서	입/ncn+에서/jca
입으로	입/ncn+으로/jca
전해	전하/pvg+어/ecs
내려오다가	내리/pvg+어/ecx+오/px+다가/ecs
기록으로	기록/ncn+으로/jca
남겨진	남기/pvg+어/ecx+지/px+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
시대에	시대/ncn+에/jca
따라	따르/pvg+아/ecs
어떤	어떻/pad+ㄴ/etm
요소는	요소/ncn+는/jxc
아예	아예/mag
없어지고	없/paa+어/ecx+지/px+고/ecc
,	,/sp
어떤	어떻/pad+ㄴ/etm
요소는	요소/ncn+는/jxc
새로	새로/mag
덧붙여지기도	덧/xp+붙이/pvg+어/ecx+지/px+기/etn+도/jxc
한다	하/px+ㄴ다/ef
.	./sf
대체로	대체로/mag
고대	고대/ncn
사회의	사회/ncn+의/jcm
신화는	신화/ncn+는/jxc
왕을	왕/ncn+을/jco
하늘의	하늘/ncn+의/jcm
자손이라	자손/ncn+이/ep+라/ef
하여	하/pvg+어/ecs
신과	신/ncn+과/jct
같이	같/paa+이/xsa
섬겨야	섬기/pvg+어야/ecx
할	하/px+ㄹ/etm
존재로	존재/ncn+로/jca
그리고	그리/pvg+고/ecx
있다	있/px+다/ef
.	./sf
단군	단군/nq
신화의	신화/ncn+의/jcm
'	'/sl
완인	완/ncn+이/jp+ㄴ/etm
'	'/sr
은	은/etm
고대	고대/ncn
인도	인도/nq
신화에	신화/ncn+에/jca
등장하는	등장/ncpa+하/xsv+는/etm
하늘신의	하늘/ncn+신/ncn+의/jcm
이름을	이름/ncn+을/jco
한자로	한자/ncn+로/jca
옮긴	옮기/pvg+ㄴ/etm
'	'/sl
석가제환인다라	석가제환인다라/nq
(	(/sl
釋迦提桓因다羅	釋迦提桓因다羅/nq
)	)/sr
를	를/jco
줄인	줄이/pvg+ㄴ/etm
말이다	말/ncn+이/jp+다/ef
.	./sf
이전에도	이전/ncn+에/jca+도/jxc
달리	달리/mag
표현하였을	표현/ncpa+하/xsv+었/ep+을/etm
하늘신을	하늘/ncn+신/ncn+을/jco
불교가	불교/nq+가/jcs
들어온	들/pvg+어/ecx+오/px+ㄴ/etm
뒤에	뒤/ncn+에/jca
환인이라고	환인/nq+이/jp+라/ef+고/jcr
불교식으로	불교/nq+식/xsn+으로/jca
표현한	표현/ncpa+하/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
환웅의	환웅/nq+의/jcm
'	'/sl
환	환/ncn
'	'/sr
은	은/jxc
'	'/sl
하늘	하늘/ncn
'	'/sr
이라는	이/jp+라는/etm
뜻하고	뜻/ncn+하/pvg+고/ecc
,	,/sp
'	'/sl
웅	웅/ncn
'	'/sr
은	은/jxc
'	'/sr
뛰어난	뛰어나/paa+ㄴ/etm
사람	사람/ncn
'	'/sr
이란	이/jp+란/etm
뜻이므로	뜻/ncn+이/jp+므로/ecs
환웅은	환웅/nq+은/jxc
하늘	하늘/ncn
임금을	임금/ncn+을/jco
뜻한다	뜻하/pvg+ㄴ다/ef
.	./sf
단군	단군/nq
왕검은	왕검/ncn+은/jxc
하늘신인	하늘/ncn+신/ncn+이/jp+ㄴ/etm
환인과	환인/nq+과/jcj
하늘	하늘/ncn
임금인	임금/ncn+이/jp+ㄴ/etm
환웅의	환웅/nq+의/jcm
자손으로	자손/ncn+으로/jca
태어났다는	태어나/pvg+았/ep+다는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
원시	원시/ncn
공동체	공동/ncn+체/xsn
사회가	사회/ncn+가/jcs
무너지고	무너지/pvg+고/ecc
,	,/sp
고대	고대/ncn
사회로	사회/ncn+로/jca
발전하는	발전/ncpa+하/xsv+는/etm
과정은	과정/ncn+은/jxc
여러	여러/mma
집단이	집단/ncn+이/jcs
똑같은	똑같/paa+은/etm
것은	것/nbn+은/jxc
아니다	아니/paa+다/ef
.	./sf
선진	선진/ncn
집단도	집단/ncn+도/jxc
있게	있/paa+게/ecx
마련이다	마련/ncn+이/jp+다/ef
.	./sf
벌써	벌써/mag
고대	고대/ncn
사회	사회/ncn
단계로	단계/ncn+로/jca
발전한	발전/ncpa+하/xsv+ㄴ/etm
집단이	집단/ncn+이/jcs
있는가	있/paa+는가/ef
하면	하/pvg+면/ecs
,	,/sp
아직	아직/mag
공동체	공동/ncn+체/xsn
사회	사회/ncn
단계에	단계/ncn+에/jca
머무르고	머무르/pvg+고/ecx
있는	있/px+는/etm
집단도	집단/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
선진	선진/ncn
집단이	집단/ncn+이/jcs
후진	후진/ncn
집단을	집단/ncn+을/jco
평화적으로	평화/ncps+적/xsn+으로/jca
아우르거나	아우르/pvg+거나/ecc
폭력을	폭력/ncn+을/jco
써서	쓰/pvg+어서/ecs
정복하여	정복/ncpa+하/xsv+어/ecs
통합함으로써	통합/ncpa+하/xsv+ㅁ/etn+으로써/jca
고대	고대/ncn
국가가	국가/ncn+가/jcs
세워졌다	세우/pvg+어/ecx+지/px+었/ep+다/ef
.	./sf
단군	단군/nq
신화에서	신화/ncn+에서/jca
남자인	남자/ncn+이/jp+ㄴ/etm
환웅이	환웅/nq+이/jcs
여자로	여자/ncn+로/jca
되려고	되/pvg+려고/ecs
하는	하/pvg+는/etm
호랑이와	호랑이/ncn+와/jcj
곰과	곰/ncn+과/jcj
만나는	만나/pvg+는/etm
장면은	장면/ncn+은/jxc
더	더/mag
발전한	발전/ncpa+하/xsv+ㄴ/etm
'	'/sl
환웅	환웅/nq
'	'/sr
집단이	집단/ncn+이/jcs
호랑이와	호랑이/ncn+와/jcj
곰을	곰/ncn+을/jco
토템으로	토템/ncn+으로/jca
삼는	삼/pvg+는/etm
후진	후진/ncn
집단을	집단/ncn+을/jco
복속시키는	복속/ncpa+시키/xsv+는/etm
과정이다	과정/ncn+이/jp+다/ef
.	./sf
환웅	환웅/nq
집단에는	집단/ncn+에/jca+는/jxc
이미	이미/mag
풍백	풍백/ncn
,	,/sp
우사	우사/ncn
,	,/sp
운사의	운사/ncn+의/jcm
존재에서	존재/ncn+에서/jca
알	알/pvg+ㄹ/etm
수	수/nbn
있듯이	있/paa+듯/nbn+이/ecs
,	,/sp
이미	이미/mag
농사에	농사/ncn+에/jca
관한	관하/pvg+ㄴ/etm
일	일/ncn
,	,/sp
형벌에	형벌/ncn+에/jca
관한	관하/pvg+ㄴ/etm
일	일/ncn
,	,/sp
사람의	사람/ncn+의/jcm
목숨	목숨/ncn
질병	질병/ncn
선악에	선악/ncn+에/jca
관한	관하/pvg+ㄴ/etm
일을	일/ncn+을/jco
담당하는	담당/ncpa+하/xsv+는/etm
통치	통치/ncn
세력과	세력/ncn+과/jcj
권력	권력/ncn
기구가	기구/ncn+가/jcs
만들어지고	만들/pvg+어/ecx+지/px+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
환웅	환웅/nq
집단은	집단/ncn+은/jxc
곰을	곰/ncn+을/jco
토템으로	토템/ncn+으로/jca
하는	하/pvg+는/etm
집단을	집단/ncn+을/jco
결혼을	결혼/ncn+을/jco
통하여	통하/pvg+어/ecs
평화스런	평화/ncps+스럽/xsm+ㄴ/etm
방법으로	방법/ncn+으로/jca
영합하였다	영합/ncpa+하/xsv+었/ep+다/ef
.	./sf
그러나	그러나/maj
호랑이를	호랑이/ncn+를/jco
토템으로	토템/ncn+으로/jca
하는	하/pvg+는/etm
집단을	집단/ncn+을/jco
통합하는	통합/ncpa+하/xsv+는/etm
과정은	과정/ncn+은/jxc
그렇지	그렇/pad+지/ecx
못하여	못하/px+어/ecs
폭력으로	폭력/ncn+으로/jca
정벌하였을	정벌/ncpa+하/xsv+었/ep+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이처럼	이/npd+처럼/jca
선진	선진/ncn
집단이	집단/ncn+이/jcs
후진	후진/ncn
집단을	집단/ncn+을/jco
평화적인	평화/ncps+적/xsn+이/jp+ㄴ/etm
방법	방법/ncn
또는	또는/maj
폭력적인	폭력/ncn+적/xsn+이/jp+ㄴ/etm
방법으로	방법/ncn+으로/jca
통합하여	통합/ncpa+하/xsv+어/ecs
고대	고대/ncn
국가들이	국가/ncn+들/xsn+이/jcs
세우는	세우/pvg+는/etm
과정을	과정/ncn+을/jco
단군	단군/nq
신화에서는	신화/ncn+에서/jca+는/jxc
단군	단군/nq
왕검의	왕검/ncn+의/jcm
탄생으로	탄생/ncn+으로/jca
표현하고	표현/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
단군은	단군/nq+은/jxc
박달	박달/nq
임금을	임금/ncn+을/jco
이두식	이두/ncn+식/xsn
한자로	한자/ncn+로/jca
옮긴	옮기/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
박달은	박달/nq+은/jxc
백악산	백악산/nq
또는	또는/maj
태백산을	태백산/nq+을/jco
가르키므로	가르키/pvg+므로/ecs
,	,/sp
단군은	단군/nq+은/jxc
특정한	특정/ncpa+하/xsv+ㄴ/etm
인물을	인물/ncn+을/jco
말하는	말/ncpa+하/xsv+는/etm
고유	고유/ncn
명사가	명사/ncn+가/jcc
아니라	아니/paa+라/ef
,	,/sp
백악산	백악산/nq
또는	또는/maj
태백산을	태백산/nq+을/jco
다스리는	다스리/pvg+는/etm
왕이란	왕/ncn+이/jp+란/etm
뜻의	뜻/ncn+의/jcm
보통명사이다	보통/ncn+명사/ncn+이/jp+다/ef
.	./sf
한편	한편/ncn
,	,/sp
단군을	단군/nq+을/jco
제사장이란	제사/ncn+장/xsn+이/jp+란/etm
뜻으로	뜻/ncn+으로/jca
해석하고	해석/ncpa+하/xsv+고/ecc
,	,/sp
왕검을	왕검/ncn+을/jco
정치적인	정치/ncn+적/xsn+이/jp+ㄴ/etm
군장을	군장/ncn+을/jco
뜻한다고	뜻하/pvg+ㄴ다고/ecs
해석하여	해석/ncpa+하/xsv+어/ecs
,	,/sp
단군	단군/nq
왕검이란	왕검/ncn+이/jp+란/etm
제정	제정/ncn
일치	일치/ncn
사회의	사회/ncn+의/jcm
군장이었다고	군장/ncn+이/jp+었/ep+다고/ecs
이해하기도	이해/ncpa+하/xsv+기/etn+도/jxc
한다	하/px+ㄴ다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
단군	단군/nq
신화는	신화/ncn+는/jxc
처음으로	처음/ncn+으로/jca
고대	고대/ncn
국가를	국가/ncn+를/jco
세운	세우/pvg+ㄴ/etm
지배	지배/ncn
세력이	세력/ncn+이/jcs
자신들의	자신/ncn+들/xsn+의/jcm
지배를	지배/ncn+를/jco
정당화하려는	정당/ncn+화/xsn+하/xsv+려는/etm
통치	통치/ncn
이데올로기를	이데올로기/ncn+를/jco
담고	담/pvg+고/ecx
있다	있/px+다/ef
.	./sf
첫째로	첫째/nno+로/jca
,	,/sp
고대	고대/ncn
국가를	국가/ncn+를/jco
건국한	건국/ncpa+하/xsv+ㄴ/etm
지배	지배/ncn
세력은	세력/ncn+은/jxc
하늘신의	하늘/ncn+신/ncn+의/jcm
뜻을	뜻/ncn+을/jco
이어받은	잇/pvg+어/ecx+받/px+은/etm
하늘의	하늘/ncn+의/jcm
자손으로	자손/ncn+으로/jca
,	,/sp
신성한	신성/ncps+하/xsm+ㄴ/etm
존재라는	존재/ncn+라/ef+는/etm
'	'/sl
천손사상	천손사상/ncn
(	(/sl
天孫思想	天孫思想/ncn
)'	)/sr+'/sl
이다	이/jp+다/ef
.	./sf
다음은	다음/ncn+은/jxc
하늘의	하늘/ncn+의/jcm
자손이	자손/ncn+이/jcs
고대	고대/ncn
국가를	국가/ncn+를/jco
세운	세우/pvg+ㄴ/etm
까닭은	까닭/ncn+은/jxc
'	'/sl
널리	널리/mag
인간을	인간/ncn+을/jco
이롭게	이롭/paa+게/ecs
하려	하/px+려/ecs
함	하/pvg+ㅁ/etn
'	'/sr
이므로	이/jp+므로/ecs
,	,/sp
지배	지배/ncn
세력이	세력/ncn+이/jcs
백성을	백성/ncn+을/jco
다스리는	다스리/pvg+는/etm
것은	것/nbn+은/jxc
정당하다는	정당/ncps+하/xsm+다는/etm
'	'/sl
홍익인간	홍익인간/ncn
(	(/sl
弘益人間	弘益人間/nq
)'	)/sr+'/sl
사상이다	사상/ncn+이/jp+다/ef
.	./sf
마지막으로	마지막/ncn+으로/jca
,	,/sp
하늘의	하늘/ncn+의/jcm
자손이	자손/ncn+이/jcs
널리	널리/mag
인간을	인간/ncn+을/jco
이롭게	이롭/paa+게/ecx
하려고	하/px+려고/ecs
나라를	나라/ncn+를/jco
세우고	세우/pvg+고/ecs
다스리는	다스리/pvg+는/etm
것이므로	것/nbn+이/jp+므로/ecs
,	,/sp
백성들은	백성/ncn+들/xsn+은/jxc
호랑이처럼	호랑이/ncn+처럼/jca
인내심이	인내/ncn+심/xsn+이/jcs
부족하고	부족/ncps+하/xsm+고/ecc
조급하게	조급/ncps+하/xsm+게/ecs
굴지	굴/pvg+지/ecx
말고	말/px+고/ecc
,	,/sp
곰처럼	곰/ncn+처럼/jca
공손히	공손/ncn+히/xsa
인내하고	인내/ncpa+하/xsv+고/ecc
따라야	따르/pvg+아야/ecx
한다는	하/px+ㄴ다는/etm
공순과	공순/ncn+과/jcj
인종을	인종/ncn+을/jco
강조하는	강조/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
단군	단군/nq
신화의	신화/ncn+의/jcm
통치	통치/ncn
이데올로기는	이데올로기/ncn+는/jxc
고대	고대/ncn
국가의	국가/ncn+의/jcm
지배계급이	지배/ncn+계급/ncn+이/jcs
자기들의	자기/ncn+들/xsn+의/jcm
부와	부/ncn+와/jcj
권력을	권력/ncn+을/jco
언제까지나	언제/npd+까지/jxc+나/jxc
유지하려는	유지/ncpa+하/xsv+려는/etm
정당화의	정당/ncn+화/xsn+의/jcm
수단이었다	수단/ncn+이/jp+었/ep+다/ef
.	./sf
'	'/sl
널리	널리/mag
인간을	인간/ncn+을/jco
이롭게	이롭/paa+게/ecx
한다	하/px+ㄴ다/ef
'	'/sr
고	고/jcr
하였으나	하/pvg+었/ep+으나/ecs
,	,/sp
그들이	그/npp+들/xsn+이/jcs
지배하던	지배/ncpa+하/xsv+던/etm
고대	고대/ncn
사회는	사회/ncn+는/jxc
많은	많/paa+은/etm
노예를	노예/ncn+를/jco
부렸고	부리/pvg+었/ep+고/ecc
,	,/sp
또	또/maj
계속	계속/mag
노예를	노예/ncn+를/jco
확보하려는	확보/ncpa+하/xsv+려는/etm
전쟁을	전쟁/ncn+을/jco
벌이는	벌/ncn+이/jp+는/etm
사회였다	사회/ncn+이/jp+었/ep+다/ef
.	./sf
노예는	노예/ncn+는/jxc
고대	고대/ncn
사회	사회/ncn
유지에	유지/ncn+에/jca
필요한	필요/ncpa+하/xsv+ㄴ/etm
물품의	물품/ncn+의/jcm
생산과	생산/ncn+과/jcj
노역에	노역/ncn+에/jca
종사했다	종사/ncpa+하/xsv+었/ep+다/ef
.	./sf
죽도록	죽/pvg+도록/ecs
일할	일/ncn+하/pvg+ㄹ/etm
의무만	의무/ncn+만/jxc
있을	있/paa+을/etm
뿐	뿐/nbn
,	,/sp
모든	모든/mma
권리는	권리/ncn+는/jxc
주인에게	주인/ncn+에게/jca
있었기	있/paa+었/ep+기/etn
때문에	때문/nbn+에/jca
혼인하여	혼인/ncpa+하/xsv+어/ecs
가족을	가족/ncn+을/jco
이룰	이루/pvg+ㄹ/etm
수도	수/nbn+도/jxc
없었고	없/paa+었/ep+고/ecc
,	,/sp
재산을	재산/ncn+을/jco
소유할	소유/ncpa+하/xsv+ㄹ/etm
수도	수/nbn+도/jxc
없었다	없/paa+었/ep+다/ef
.	./sf
게다가	게다가/maj
자신의	자신/ncn+의/jcm
생명조차	생명/ncn+조차/jxc
제대로	제대로/mag
보호받지	보호/ncn+받/pvg+지/ecx
못하고	못하/px+고/ecc
,	,/sp
주인이	주인/ncn+이/jcs
죽으면	죽/pvg+으면/ecs
함께	함께/mag
죽어	죽/pvg+어/ecs
순장을	순장/ncn+을/jco
당하기도	당하/pvg+기/etn+도/jxc
하는	하/px+는/etm
존재였다	존재/ncn+이/jp+었/ep+다/ef
.	./sf
'	'/sl
홍익	홍익인간/ncn
'	'/sr
이라는	이/jp+라는/etm
말에는	말/ncn+에/jca+는/jxc
바로	바로/mag
이러한	이러하/pad+ㄴ/etm
고대	고대/ncn
사회	사회/ncn
지배층의	지배/ncn+층/ncn+의/jcm
지배를	지배/ncn+를/jco
숨기려는	숨기/pvg+려는/etm
의도가	의도/ncn+가/jcs
깔려	깔/pvg+려/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
단군	단군/nq
신화는	신화/ncn+는/jxc
비록	비록/mag
환상적이고	환상/ncn+적/xsn+이/jp+고/ecc
비과학적인	비/xp+과학/ncn+적/xsn+이/jp+ㄴ/etm
내용을	내용/ncn+을/jco
많이	많이/mag
담고	담/pvg+고/ecx
있으나	있/px+으나/ecs
,	,/sp
우리	우리/npp
민족의	민족/ncn+의/jcm
원시	원시/ncn
공동체	공동/ncn+체/xsn
말기와	말기/ncn+와/jcj
고조선	고조선/nq
성립기의	성립/ncn+기/xsn+의/jcm
역사를	역사/ncn+를/jco
전해	전하/pvg+어/ecx
준다	주/px+ㄴ다/ef
.	./sf
또	또/maj
,	,/sp
당시의	당시/ncn+의/jcm
사회	사회/ncn
경제	경제/ncn
형편과	형편/ncn+과/jcj
생활	생활/ncn
,	,/sp
사람들의	사람/ncn+들/xsn+의/jcm
소박한	소박/ncps+하/xsm+ㄴ/etm
의식과	의식/ncn+과/jcj
관념들을	관념/ncn+들/xsn+을/jco
이해하는	이해/ncpa+하/xsv+는/etm
데	데/nbn
많은	많/paa+은/etm
도움을	도움/ncn+을/jco
준다는	주/pvg+ㄴ다는/etm
점에서	점/ncn+에서/jca
의미가	의미/ncn+가/jcs
크다	크/paa+다/ef
.	./sf
투기가	투기/ncn+가/jcs
심한	심하/paa+ㄴ/etm
부인은	부인/ncn+은/jxc
사형에	사형/ncn+에/jca
처한다	처하/pvg+ㄴ다/ef
고대	고대/ncn
법과	법/ncn+과/jcj
고대	고대/ncn
사회	사회/ncn
사람을	사람/ncn+을/jco
죽인	죽이/pvg+ㄴ/etm
자는	자/ncn+는/jxc
곧	곧/maj
사형에	사형/ncn+에/jca
처한다	처하/pvg+ㄴ다/ef
.	./sf
남에게	남/npp+에게/jca
상처를	상처/ncn+를/jco
입힌	입히/pvg+ㄴ/etm
자는	자/ncn+는/jxc
곡식으로	곡식/ncn+으로/jca
물어	물/pvg+어/ecx
주어야	주/px+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
남의	남/npp+의/jcm
물건을	물건/ncn+을/jco
훔친	훔치/pvg+ㄴ/etm
자는	자/ncn+는/jxc
도둑맞은	도둑/ncn+맞/pvg+은/etm
집의	집/ncn+의/jcm
노비	노비/ncn
(	(/sl
남자종과	남자/ncn+종/ncn+과/jcj
여자종	여자/ncn+종/ncn
)	)/sr
로	로/jca
만들고	만들/pvg+고/ecc
,	,/sp
만약	만약/mag
그	그/mmd
죄를	죄/ncps+를/jco
벗으려면	벗/pvg+으려면/ecs
50만의	50만/nnc+의/jcm
돈을	돈/ncn+을/jco
내야	내/npp+야/jxc
한다	하/pvg+ㄴ다/ef
.	./sf
그러나	그러나/maj
죄를	죄/ncn+를/jco
씻고	씻/pvg+고/ecc
평민이	평민/ncn+이/jcc
