아들은	아들/ncn+은/jxc
친구도	친구/ncn+도/jxc
없이	없/paa+이/xsa
,	,/sp
고독해	고독/ncps+하/xsm+어/ecx
보이는	보이/px+는/etm
이성	이성/ncn
(	(/sl
異性	異性/ncn
)	)/sr
을	을/jco
대하면	대하/pvg+면/ecs
곧잘	곧잘/mag
동정하고	동정/ncpa+하/xsv+고/ecx
싶어진다	싶/px+어/ecx+지/px+ㄴ다/ef
.	./sf
분열	분열/ncn
성격을	성격/ncn+을/jco
가진	가지/pvg+ㄴ/etm
사람과	사람/ncn+과/jct
사귈	사귀/pvg+ㄹ/etm
때에는	때/ncn+에/jca+는/jxc
특히	특히/mag
주의하여야만	주의/ncpa+하/xsv+어야/ecs+만/jxc
주어진	주/pvg+어/ecx+지/px+ㄴ/etm
행복에	행복/ncn+에/jca
금이	금/ncn+이/jcs
생기지	생기/pvg+지/ecx
않을	않/px+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
분열	분열/ncn
성격의	성격/ncn+의/jcm
정도가	정도/ncn+가/jcs
적당하다면	적당/ncps+하/xsm+다/ef+면/ecs
괜찮겠지만	괜찮/paa+겠/ep+지만/ecs
그	그/mmd
상대의	상대/ncn+의/jcm
성격을	성격/ncn+을/jco
잘못	잘못/mag
파악하여	파악/ncpa+하/xsv+어/ecs
정도가	정도/ncn+가/jcs
지나친	지나치/pvg+ㄴ/etm
사람과	사람/ncn+과/jct
결혼을	결혼/ncn+을/jco
하게	하/pvg+게/ecx
되면	되/px+면/ecs
영원히	영원/ncn+히/xsa
돌이킬	돌이키/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
후회의	후회/ncn+의/jcm
그늘에	그늘/ncn+에/jca
묻히게	묻히/pvg+게/ecx
될	되/px+ㄹ/etm
위험성이	위험/ncn+성/xsn+이/jcs
크다	크/paa+다/ef
.	./sf
단순히	단순/ncn+히/xsa
의심에	의심/ncn+에/jca
의한	의하/pvg+ㄴ/etm
오판	오판/ncn
(	(/sl
誤判	誤判/ncn
)	)/sr
은	은/jxc
금물	금물/ncn
다시	다시/mag
이야기가	이야기/ncn+가/jcs
되돌아가는데	되돌/pvg+아/ecx+가/px+는데/ecs
,	,/sp
먼저의	먼저/ncn+의/jcm
A	A/f
양에게	양/xsn+에게/jca
약혼자의	약혼/ncn+자/xsn+의/jcm
성격에	성격/ncn+에/jca
관하여	관하/pvg+어/ecs
여러	여러/mma
가지	가지/nbu
각도에서	각도/ncn+에서/jca
문의해	문의/ncpa+하/xsv+어/ecx
보았다	보/px+았/ep+다/ef
.	./sf

예를	예/ncn+를/jco
들면	들/pvg+면/ecs
,	,/sp
확실히	확실/ncn+히/xsa
정신병의	정신/ncn+병/ncn+의/jcm
증상이	증상/ncn+이/jcs
나타나	나타나/pvg+아/ecx
있는데도	있/px+는데/ecs+도/jxc
근친은	근친/ncn+은/jxc
짐작하지	짐작/ncpa+하/xsv+지/ecx
못하고	못하/px+고/ecs
원래의	원래/ncn+의/jcm
성격이거나	성격/ncn+이/jp+거나/ecc
혹은	혹은/maj
단순한	단순/ncpa+하/xsv+ㄴ/etm
노이로제이거니	노이로제/ncn+이/jp+거니/ecs
생각하고	생각/ncpa+하/xsv+고/ecs
자칫	자칫/mag
잘못하면	잘못/ncpa+하/xsv+면/ecs
때를	때/ncn+를/jco
놓쳐	놓치/pvg+어/ecc
영원히	영원/ncn+히/xsa
치유	치유/ncn
불능의	불능/ncn+의/jcm
상태로	상태/ncn+로/jca
되고	되/pvg+고/ecx
마는	말/px+는/etm
경우도	경우/ncn+도/jxc
적지	적/pvg+지/ecx
않다	않/px+다/ef
.	./sf
연인들	연인/ncn+들/xsn
사이도	사이/ncn+도/jxc
마찬가지로서	마찬가지/ncn+로서/jca
곰보가	곰보/ncn+가/jcs
보조개로	보조개/ncn+로/jca
보이는	보이/pvg+는/etm
까닭에	까닭/ncn+에/jca
제	제/xp
3	3/nnc
자의	자/nbu+의/jcm
눈에는	눈/ncn+에/jca+는/jxc
이상한	이상/ncps+하/xsm+ㄴ/etm
성격으로	성격/ncn+으로/jca
보이는데	보이/pvg+는데/ecs
연인들끼리는	연인/ncn+들/xsn+끼리/xsn+는/jxc
아무렇지도	아무렇/pad+지/ecx+도/jxc
않다	않/px+다/ef
.	./sf
이런	이런/mmd
오판을	오판/ncn+을/jco
계산에	계산/ncn+에/jca
넣어서	넣/pvg+어서/ecs
신중을	신중/ncn+을/jco
기하지	기하/pvg+지/ecx
않으면	않/px+으면/ecs
잘못을	잘못/ncn+을/jco
범할	범하/pvg+ㄹ/etm
우려가	우려/ncn+가/jcs
있는	있/paa+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
A	A/f
양의	양/xsn+의/jcm
경우	경우/ncn
가급적	가급/ncn+적/xsn
주관이	주관/ncn+이/jcs
너무	너무/mag
깊이	깊/paa+이/xsa
작용되지	작용/ncpa+되/xsv+지/ecx
않은	않/px+은/etm
구체적인	구체/ncn+적/xsn+이/jp+ㄴ/etm
데이터	데이터/ncn
,	,/sp
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
친구의	친구/ncn+의/jcm
수나	수/ncn+나/jcj
교제의	교제/ncn+의/jcm
대상	대상/ncn
,	,/sp
취미	취미/ncn
또는	또는/maj
일상생활	일상/ncn+생활/ncn
태도	태도/ncn
등에서	등/nbn+에서/jca
자연스럽게	자연/ncps+스럽/xsm+게/ecs
그	그/mmd
사람의	사람/ncn+의/jcm
성격이	성격/ncn+이/jcs
떠오르도록	떠오르/pvg+도록/ecs
노력을	노력/ncn+을/jco
했기	하/pvg+었/ep+기/etn
때문에	때문/nbn+에/jca
과오는	과오/ncn+는/jxc
비교적	비교/ncn+적/xsn
적었다고	적/paa+었/ep+다/ef+고/jcr
생각된다	생각/ncpa+되/xsv+ㄴ다/ef
.	./sf
따라서	따라서/maj
선친	선친/ncn
(	(/sl
先親	先親/ncn
)	)/sr
중에	중/nbn+에/jca
분열병	분열/ncn+병/ncn
환자가	환자/ncn+가/jcs
있었다	있/paa+었/ep+다/ef
하더라도	하/pvg+더라도/ecs
본인이	본인/ncn+이/jcs
분열	분열/ncn
성격이	성격/ncn+이/jcc
아니라면	아니/paa+라면/ecs
자신이	자신/ncn+이/jcs
분열병에	분열/ncn+병/ncn+에/jca
걸릴	걸리/pvg+ㄹ/etm
우려가	우려/ncn+가/jcs
적을	적/paa+을/etm
것이며	것/nbn+이/jp+며/ecs
자손에게	자손/ncn+에게/jca
유전될	유전/ncpa+되/xsv+ㄹ/etm
염려도	염려/ncn+도/jxc
가벼워진다	가볍/paa+어/ecx+지/px+ㄴ다/ef
.	./sf
먼저	먼저/mag
,	,/sp
자신의	자신/ncn+의/jcm
성격을	성격/ncn+을/jco
관찰하라	관찰/ncpa+하/xsv+라/ef
A	A/f
양의	양/xsn+의/jcm
경우	경우/ncn
,	,/sp
물론	물론/mag
분열병의	분열/ncn+병/ncn+의/jcm
위험성이	위험/ncn+성/xsn+이/jcs
완전히	완전/ncn+히/xsa
없어졌다고는	없/paa+어/ecx+지/px+었/ep+다/ef+고/jcr+는/jxc
말할	말/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없으나	없/paa+으나/ecs
나로서는	나/npp+로서/jca+는/jxc
마음이	마음/ncn+이/jcs
한결	한결/mag
홀가분해졌다	홀가분/ncps+하/xsm+어/ecx+지/px+었/ep+다/ef
.	./sf
흔히들	흔히/ncn+들/xsn
분열병이라고	분열/ncn+병/ncn+이/jp+라/ef+고/jcr
하면	하/pvg+면/ecs
유전에서만	유전/ncn+에서/jca+만/jxc
발생하는	발생/ncpa+하/xsv+는/etm
줄로	줄/nbn+로/jca
생각하고	생각/ncpa+하/xsv+고/ecs
가까운	가깝/paa+ㄴ/etm
가족	가족/ncn
중에	중/nbn+에/jca
분열병	분열/ncn+병/ncn
환자만	환자/ncn+만/jxc
없으면	없/paa+으면/ecs
아무	아무/npd
염려	염려/ncn
없다고	없/paa+다/ef+고/jcr
생각하는	생각/ncpa+하/xsv+는/etm
사람이	사람/ncn+이/jcs
허다하다	허다/ncps+하/xsm+다/ef
.	./sf
그러나	그러나/maj
실제에	실제/ncn+에/jca
있어	있/paa+어/ecs
분열병	분열/ncn+병/ncn
환자의	환자/ncn+의/jcm
가계	가계/ncn
(	(/sl
家系	家系/ncn
)	)/sr
를	를/jco
조사해	조사/ncpa+하/xsv+어/ecx
보면	보/px+면/ecs
친척	친척/ncn
중에서	중/nbn+에서/jca
같은	같/paa+은/etm
환자가	환자/ncn+가/jcs
한	한/nnc
명도	명/nbu+도/jxc
없는	없/paa+는/etm
편이	편/ncn+이/jcs
오히려	오히려/mag
많다	많/paa+다/ef
.	./sf
자식의	자식/ncn+의/jcm
분열병을	분열/ncn+병/ncn+을/jco
겁낸다면	겁내/pvg+ㄴ다/ef+면/ecs
선조나	선조/ncn+나/jcj
친척의	친척/ncn+의/jcm
조사도	조사/ncn+도/jxc
필요하지	필요/ncps+하/xsm+지/ecx
않은	않/px+은/etm
것은	것/nbn+은/jxc
아니지만	아니/paa+지만/ecs
무엇보다도	무엇/npd+보다/jca+도/jxc
자신의	자신/ncn+의/jcm
성격을	성격/ncn+을/jco
면밀히	면밀/ncn+히/xsa
관찰하는	관찰/ncpa+하/xsv+는/etm
일이	일/ncn+이/jcs
중요하다	중요/ncps+하/xsm+다/ef
.	./sf
대학의	대학/ncn+의/jcm
입학수험이나	입학/ncn+수험/ncn+이나/jcj
취직수험장까지	취직/ncn+수험/ncn+장/xsn+까지/jxc
따라가지	따르/pvg+아/ecx+가/px+지/ecx
않으면	않/px+으면/ecs
마음이	마음/ncn+이/jcs
놓이지	놓이/pvg+지/ecx
않는	않/px+는/etm
교육심리가	교육/ncn+심리/ncn+가/jcs
유전의	유전/ncn+의/jcm
상담에도	상담/ncn+에/jca+도/jxc
가끔	가끔/mag
얼굴을	얼굴/ncn+을/jco
나타낸다	나타내/pvg+ㄴ다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
,	,/sp
남편이	남편/ncn+이/jcs
유전병에	유전/ncn+병/ncn+에/jca
걸리면	걸리/pvg+면/ecs
그것은	그것/npd+은/jxc
견딜	견디/pvg+ㄹ/etm
수	수/nbn
있지만	있/paa+지만/ecs
,	,/sp
자식에게	자식/ncn+에게/jca
유전된다는	유전/ncpa+되/xsv+ㄴ다/ef+는/etm
사실은	사실/ncn+은/jxc
생각만	생각/ncn+만/jxc
하여도	하/pvg+어도/ecs
견딜	견디/pvg+ㄹ/etm
수	수/nbn
없다고	없/paa+다/ef+고/jcr
호소해	호소/ncpa+하/xsv+어/ecx
온	오/px+ㄴ/etm
젊은	젊/paa+은/etm
부인이	부인/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
이런	이런/mmd
생각은	생각/ncn+은/jxc
많거나	많/paa+거나/ecc
적거나	적/pvg+거나/ecs
대개의	대개/ncn+의/jcm
부모	부모/ncn
,	,/sp
특히	특히/mag
엄마들이	엄마/ncn+들/xsn+이/jcs
공통적으로	공통/ncn+적/xsn+으로/jca
갖고	갖/pvg+고/ecx
있다고	있/px+다/ef+고/jcr
생각한다	생각/ncpa+하/xsv+ㄴ다/ef
.	./sf
자식을	자식/ncn+을/jco
유명한	유명/ncps+하/xsm+ㄴ/etm
학교에	학교/ncn+에/jca
입학시키기	입학/ncpa+시키/xsv+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
부부가	부부/ncn+가/jcs
별거생활을	별거/ncn+생활/ncn+을/jco
해도	하/pvg+어도/ecs
무방하다는	무방/ncps+하/xsm+다/ef+는/etm
보호	보호/ncn
의식은	의식/ncn+은/jxc
결혼시	결혼/ncn+시/nbn
남편보다도	남편/ncn+보다/jca+도/jxc
자식으로의	자식/ncn+으로/jca+의/jcm
유전을	유전/ncn+을/jco
우선	우선/mag
시키고	시키/pvg+고/ecs
남편을	남편/ncn+을/jco
다음으로	다음/ncn+으로/jca
미루는	미루/pvg+는/etm
생각과도	생각/ncn+과/jct+도/jxc
상통하다	상통/ncpa+하/xsv+다/ef
하겠다	하/pvg+겠/ep+다/ef
.	./sf
배우자의	배우/ncn+자/xsn+의/jcm
선택은	선택/ncn+은/jxc
행복의	행복/ncn+의/jcm
선택이다	선택/ncn+이/jp+다/ef
결혼을	결혼/ncn+을/jco
하면	하/pvg+면/ecs
반드시	반드시/mag
남편이	남편/ncn+이/jcc
되고	되/pvg+고/ecc
아내가	아내/ncn+가/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
그녀의	그녀/npp+의/jcm
근친	근친/ncn
중에	중/nbn+에/jca
기형환자	기형/ncn+환자/ncn
(	(/sl
奇形患者	奇形/ncn+患者/ncn
)	)/sr
가	가/jcs
있어	있/paa+어/ecs
남자	남자/ncn
쪽	쪽/nbn
부모들의	부모/ncn+들/xsn+의/jcm
반대가	반대/ncn+가/jcs
심했고	심하/paa+었/ep+고/ecs
그녀	그녀/npp
역시	역시/mag
유전을	유전/ncn+을/jco
두려워하여	두렵/paa+어/ecx+하/px+어/ecs
몹시	몹시/mag
고민했다	고민/ncpa+하/xsv+었/ep+다/ef
.	./sf
그러다가	그러/pvd+다가/ecs
결혼을	결혼/ncn+을/jco
한	하/pvg+ㄴ/etm
것인데	것/nbn+이/jp+ㄴ데/ecs
결국	결국/mag
한	한/nnc
번도	번/nbu+도/jxc
임신해	임신/ncpa+하/xsv+어/ecx
보지	보/px+지/ecx
못하자	못하/px+자/ecs
기형의	기형/ncn+의/jcm
유전을	유전/ncn+을/jco
겁냈던	겁내/pvg+었/ep+던/etm
그	그/mmd
의미마저도	의미/ncn+마저/jxc+도/jxc
없어졌다고	없/paa+어/ecx+지/px+었/ep+다/ef+고/jcr
C	C/f
양은	양/xsn+은/jxc
말한	말/ncpa+하/xsv+ㄴ/etm
바	바/nbn
있다	있/paa+다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
안짱다리	안짱다리/ncn
환자가	환자/ncn+가/jcs
결혼했을	결혼/ncpa+하/xsv+었/ep+을/etm
때	때/ncn
자식이	자식/ncn+이/jcs
기형으로	기형/ncn+으로/jca
나타나는	나타나/pvg+는/etm
비율은	비율/ncn+은/jxc
50	50/nnc
명	명/nbu
중	중/nbn
1	1/nnc
명	명/nbu
정도라고	정도/ncn+라고/jcr
하니	하/pvg+니/ecs
대부분의	대부분/ncn+의/jcm
환자는	환자/ncn+는/jxc
정상아를	정상/ncn+아/xsn+를/jco
갖는다는	갖/pvg+는다/ef+는/etm
결론이	결론/ncn+이/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
즉	즉/maj
,	,/sp
유전의	유전/ncn+의/jcm
염려가	염려/ncn+가/jcs
있다고	있/paa+다/ef+고/jcr
해도	하/pvg+어도/ecs
그것이	그것/npd+이/jcs
반드시	반드시/mag
자기	자기/npp
자식에게	자식/ncn+에게/jca
나타난다고	나타나/pvg+ㄴ다/ef+고/jcr
볼	보/pvg+ㄹ/etm
수는	수/nbn+는/jxc
없다	없/paa+다/ef
.	./sf
유전할지도	유전/ncpa+하/xsv+ㄹ지/ecs+도/jxc
모르나	모르/pvg+나/ecs
유전하지	유전/ncpa+하/xsv+지/ecx
않을지도	않/px+을지/ecs+도/jxc
모른다는	모르/pvg+ㄴ다/ef+는/etm
매우	매우/mag
불확정한	불/xp+확정/ncps+하/xsm+ㄴ/etm
요소가	요소/ncn+가/jcs
포함되어	포함/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
배우자로서	배우/ncn+자/xsn+로서/jca
한	한/nnc
사람을	사람/ncn+을/jco
선택했다고	선택/ncpa+하/xsv+었/ep+다/ef+고/jcr
하면	하/pvg+면/ecs
그	그/mmd
사람은	사람/ncn+은/jxc
이미	이미/mag
정해져	정하/pvg+어/ecx+지/px+어/ecx
버린	버리/px+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러므로	그러므로/maj
원만하고	원만/ncps+하/xsm+고/ecc
정상적인	정상/ncn+적/xsn+이/jp+ㄴ/etm
배우자의	배우/ncn+자/xsn+의/jcm
선택은	선택/ncn+은/jxc
곧	곧/maj
일생의	일생/ncn+의/jcm
행	행/ncn
불행을	불행/ncn+을/jco
선택하는	선택/ncpa+하/xsv+는/etm
결과를	결과/ncn+를/jco
가져온다	가지/pvg+어/ecx+오/px+ㄴ다/ef
.	./sf
천재와	천재/ncn+와/jcj
광인은	광인/ncn+은/jxc
종이	종이/ncn
한	한/nnc
장	장/nbu
차이	차이/ncn
자식으로의	자식/ncn+으로/jca+의/jcm
유전을	유전/ncn+을/jco
무시해도	무시/ncpa+하/xsv+어도/ecs
좋다는	좋/paa+다/ef+는/etm
말은	말/ncn+은/jxc
아니지만	아니/paa+지만/ecs
결혼상대인	결혼/ncn+상대/ncn+이/jp+ㄴ/etm
본인을	본인/ncn+을/jco
뒤로	뒤/ncn+로/jca
미루는	미루/pvg+는/etm
것은	것/nbn+은/jxc
순서가	순서/ncn+가/jcs
틀린다	틀리/pvg+ㄴ다/ef
.	./sf
정신병	정신/ncn+병/ncn
중	중/nbn
가장	가장/mag
중대시	중대/ncn+시/xsn
되고	되/xsv+고/ecx
있는	있/px+는/etm
것은	것/nbn+은/jxc
분열병이고	분열/ncn+병/ncn+이/jp+고/ecs
,	,/sp
그	그/mmd
다음은	다음/ncn+은/jxc
조울증으로	조울/ncn+증/xsn+으로/jca
양쪽이	양쪽/ncn+이/jcs
모두	모두/mag
유전성이	유전/ncn+성/xsn+이/jcs
강하다	강하/paa+다/ef
.	./sf
정신병	정신/ncn+병/ncn
환자의	환자/ncn+의/jcm
자손은	자손/ncn+은/jxc
같은	같/paa+은/etm
병이	병/ncn+이/jcs
발생하기	발생/ncpa+하/xsv+기/etn
쉬우니	쉽/paa+으니/ecs
자식을	자식/ncn+을/jco
낳지	낳/pvg+지/ecx
못하도록	못하/px+도록/ecs
수술을	수술/ncn+을/jco
해버리면	하/pvg+어/ecx+버리/px+면/ecs
장래에	장래/ncn+에/jca
정신병	정신/ncn+병/ncn
환자를	환자/ncn+를/jco
격감시킬	격감/ncpa+시키/xsv+ㄹ/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
문제였다	문제/ncn+이/jp+었/ep+다/ef
.	./sf
그러나	그러나/maj
한	한/nnc
자리에	자리/ncn+에/jca
모인	모이/pvg+ㄴ/etm
정신과	정신/ncn+과/ncn
의사들의	의사/ncn+들/xsn+의/jcm
공통적인	공통/ncn+적/xsn+이/jp+ㄴ/etm
의견은	의견/ncn+은/jxc
조울증이	조울/ncn+증/xsn+이/jcs
줄면	줄/pvg+면/ecs
천재도	천재/ncn+도/jxc
그만큼	그/npd+만큼/jxc
줄어든다는	줄/pvg+어/ecx+들/px+ㄴ다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
조울증과	조울/ncn+증/xsn+과/jcj
천재	천재/ncn
조울증이란	조울/ncn+증/xsn+이/jp+라/ef+ㄴ/jxc
우울한	우울/ncps+하/xsm+ㄴ/etm
상태와	상태/ncn+와/jct
또	또/maj
다른	다르/paa+ㄴ/etm
상태가	상태/ncn+가/jcs
겸하는	겸하/pvg+는/etm
정신병인데	정신/ncn+병/ncn+이/jp+ㄴ데/ecs
어느	어느/mmd
한	한/nnc
명이	명/nbu+이/jcs
강하게	강하/paa+게/ecc
나타나는	나타나/pvg+는/etm
경우도	경우/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
조울증	조울/ncn+증/xsn
환자의	환자/ncn+의/jcm
발병	발병/ncn
전	전/ncn
성격에도	성격/ncn+에/jca+도/jxc
이러한	이러하/pad+ㄴ/etm
경향이	경향/ncn+이/jcs
확실히	확실/ncn+히/xsa
보이므로	보이/pvg+므로/ecs
순환성격이란	순환/ncn+성격/ncn+이/jp+라/ef+ㄴ/jxc
이름이	이름/ncn+이/jcs
붙어	붙/pvg+어/ecx
있다	있/px+다/ef
.	./sf
게다가	게다가/maj
그런	그런/mmd
상태가	상태/ncn+가/jcc
되면	되/pvg+면/ecs
침식을	침식/ncn+을/jco
잃고	잃/pvg+고/ecs
일에	일/ncn+에/jca
열중하면	열중/ncpa+하/xsv+면/ecs
피로한	피로/ncps+하/xsm+ㄴ/etm
줄도	줄/nbn+도/jxc
모르기	모르/pvg+기/etn
때문에	때문/nbn+에/jca
대	대/ncn
사업을	사업/ncn+을/jco
성공시킬	성공/ncpa+시키/xsv+ㄹ/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
만약	만약/mag
조울증	조울/ncn+증/xsn
환자를	환자/ncn+를/jco
단종	단종/ncn
(	(/sl
斷種	斷種/ncn
)	)/sr
해	하/pvg+어/ecx
버리면	버리/px+면/ecs
환자는	환자/ncn+는/jxc
줄어들지	줄/pvg+어/ecx+들/px+지/ecx
모르지만	모르/pvg+지만/ecs
대천재	대/xp+천재/ncn
역시	역시/mag
줄어들게	줄/pvg+어/ecx+들/px+게/ecx
되는	되/px+는/etm
문명의	문명/ncn+의/jcm
발달	발달/ncn
정도도	정도/ncn+도/jxc
또한	또한/maj
그만큼	그/npd+만큼/jxc
늦어질	늦/paa+어/ecx+지/px+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
분열병과	분열/ncn+병/ncn+과/jcj
천재	천재/ncn
분열병이란	분열/ncn+병/ncn+이/jp+란/jxc
발병하면	발병/ncpa+하/xsv+면/ecs
낫기	낫/pvg+기/etn
어려우므로	어렵/paa+으므로/ecs
일단	일단/mag
발병한	발병/ncpa+하/xsv+ㄴ/etm
사람은	사람/ncn+은/jxc
본래	본래/mag
천재로서의	천재/ncn+로서/jca+의/jcm
능력을	능력/ncn+을/jco
발휘할	발휘/ncpa+하/xsv+ㄹ/etm
가망이	가망/ncn+이/jcs
거의	거의/mag
없지만	없/paa+지만/ecs
그러나	그러나/maj
용케	용케/mag
발병을	발병/ncn+을/jco
면하게	면하/pvg+게/ecx
된	되/px+ㄴ/etm
이상	이상/ncn
성경의	성경/ncn+의/jcm
사람들	사람/ncn+들/xsn
중에는	중/nbn+에/jca+는/jxc
천재적인	천재/ncn+적/xsn+이/jp+ㄴ/etm
능력을	능력/ncn+을/jco
가진	가지/pvg+ㄴ/etm
사람을	사람/ncn+을/jco
이따금	이따금/mag
볼	보/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
미국의	미국/nq+의/jcm
한	한/nnc
조사에	조사/ncn+에/jca
의하면	의하/pvg+면/ecs
,	,/sp
여러	여러/mma
가지	가지/nbu
원인으로	원인/ncn+으로/jca
친부모와	친/mma+부모/ncn+와/jct
떨어져	떨어지/pvg+어/ecs
생활하는	생활/ncpa+하/xsa+는/etm
양자	양자/ncn
(	(/sl
養子	養子/ncn
)	)/sr
들의	들/xsn+의/jcm
상태를	상태/ncn+를/jco
조사한	조사/ncpa+하/xsv+ㄴ/etm
바	바/nbn
,	,/sp
친	친/mma
엄마가	엄마/ncn+가/jcs
분열병인	분열/ncn+병/ncn+이/jp+ㄴ/etm
경우에는	경우/ncn+에/jca+는/jxc
47	47/nnc
명의	명/nbu+의/jcm
아동	아동/ncn
중	중/nbn
5	5/nnc
명이	명/nbu+이/jcs
분열병에	분열/ncn+병/ncn+에/jca
걸려있는데	걸리/pvg+어/ecx+있/px+는데/ecs
,	,/sp
친	친/mma
엄마가	엄마/ncn+가/jcs
정상일	정상/ncn+이/jp+ㄹ/etm
경우는	경우/ncn+는/jxc
50	50/nnc
명의	명/nbu+의/jcm
아동	아동/ncn
중	중/nbn
분열병	분열/ncn+병/ncn
환자는	환자/ncn+는/jxc
한	한/nnc
사람도	사람/ncn+도/jxc
없었다고	없/paa+었/ep+다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
일들은	일/ncn+들/xsn+은/jxc
어두운	어둡/paa+ㄴ/etm
면이지만	면/ncn+이/jp+지만/ecs
성격	성격/ncn
이상이	이상/ncn+이/jcs
없었던	없/paa+었/ep+던/etm
아이들	아이/ncn+들/xsn
중에는	중/nbn+에/jca+는/jxc
능력이	능력/ncn+이/jcs
월등하게	월등/ncps+하/xsm+게/ecc
높은	높/paa+은/etm
율로	율/ncn+로/jca
나타나	나타나/pvg+아/ecs
예술가로서	예술/ncn+가/xsn+로서/jca
우수한	우수/ncps+하/xsm+ㄴ/etm
재능을	재능/ncn+을/jco
보여	보이/pvg+어/ecx
준	주/px+ㄴ/etm
사람도	사람/ncn+도/jxc
있었다	있/paa+었/ep+다/ef
.	./sf
그러고	그러/pvg+고/ecx
보니	보/px+니/ecs
문화훈장의	문화/ncn+훈장/ncn+의/jcm
수상자	수상/ncn+자/xsn
중에는	중/nbn+에/jca+는/jxc
성격	성격/ncn
이상자로서	이상/ncn+자/xsn+로/jca+서/jca
분열병을	분열/ncn+병/ncn+을/jco
의심받은	의심/ncn+받/pvg+은/etm
사람도	사람/ncn+도/jxc
있으며	있/paa+으며/ecs
친척	친척/ncn
중에	중/nbn+에/jca
분열병	분열/ncn+병/ncn
환자를	환자/ncn+를/jco
가진	가지/pvg+ㄴ/etm
사람도	사람/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
어떠한	어떠하/pad+ㄴ/etm
면에서	면/ncn+에서/jca
고금을	고금/ncn+을/jco
통한	통하/pvg+ㄴ/etm
제	제/xp
일인자가	일/nno+인/xsn+자/xsn+가/jcc
되기	되/pvg+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
한	한/nnc
쪽으로	쪽/nbu+으로/jca
치우친	치우치/pvg+ㄴ/etm
성격과	성격/ncn+과/jcj
재능의	재능/ncn+의/jcm
혜택을	혜택/ncn+을/jco
받지	받/pvg+지/ecx
못하면	못하/px+면/ecs
성공을	성공/ncn+을/jco
못할는지도	못하/pvg+ㄹ는지/ef+도/jxc
모른다	모르/pvg+ㄴ다/ef
.	./sf
범인	범인/ncn
(	(/sl
凡人	凡人/ncn
)	)/sr
은	은/jxc
인류문명의	인류/ncn+문명/ncn+의/jcm
역사에	역사/ncn+에/jca
이름을	이름/ncn+을/jco
남기지는	남기/pvg+지/ecx+는/jxc
못하지만	못하/pvg+지만/ecs
좋은	좋/paa+은/etm
가정을	가정/ncn+을/jco
가꾸는	가꾸/pvg+는/etm
행복한	행복/ncps+하/xsm+ㄴ/etm
아빠	아빠/ncn
엄마는	엄마/ncn+는/jxc
될	되/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
3	3/nno
혈통이	혈통/ncn+이/jcs
좋은	좋/paa+은/etm
배우자를	배우/ncn++자/xsn+를/jco
선택하라	선택/ncpa+하/xsv+라/ef
유전	유전/ncn
조사는	조사/ncn+는/jxc
어느	어느/mmd
범위까지	범위/ncn+까지/jxc
필요한가	필요/ncps+하/xsm+ㄴ가/ef
결혼을	결혼/ncn+을/jco
앞둔	앞/ncn+두/pvg+ㄴ/etm
젊은이들로부터	젊은이/ncn+들/xsn+로/jca+부터/jxc
상대방의	상대방/ncn+의/jcm
선조나	선조/ncn+나/jcj
친척을	친척/ncn+을/jco
어느	어느/mmd
범위까지	범위/ncn+까지/jxc
