<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0024.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0024.txt </filename>
<title>문학비평론  </title>
<author>홍문표  </author>
<date>1993  </date>
<publisher>양문각  </publisher>
<kdc>809  </kdc>
<ddc>801.95  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1.	1/nno+./sf
것이	것/nbn+이/jcs
보통이다.	보통/ncn+이/jp+다/ef+./sf
넓은	넓/paa+은/etm
의미에서	의미/ncn+에서/jca
해석한다는	해석/ncpa+하/xsv+ㄴ다/ef+는/etm
것은	것/nbn+은/jxc
언어를	언어/ncn+를/jco
매체로	매체/ncn+로/jca
하는	하/pvg+는/etm
전	전/mma
문학작품의	문학/ncn+작품/ncn+의/jcm
의미를	의미/ncn+를/jco
밝히는	밝히/pvg+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
이런	이런/mmd
의미에서	의미/ncn+에서/jca
해석	해석/ncn
속에는	속/ncn+에/jca+는/jxc
작품의	작품/ncn+의/jcm
장르	장르/ncn
,	,/sp
요소	요소/ncn
,	,/sp
구조	구조/ncn
,	,/sp
테마	테마/ncn
및	및/maj
효과와	효과/ncn+와/jct
같은	같/paa+은/etm
양상들에	양상/ncn+들/xsn+에/jca
대한	대하/pvg+ㄴ/etm
해명이	해명/ncn+이/jcs
포함되어	포함/ncpa+되/xsv+어/ecx
있다고	있/px+다/ef+고/jcr
말하고	말/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
그러나	그러나/maj
해석이란	해석/ncn+이/jp+란/jxc
이런	이런/mmd
것이라고	것/nbn+이/jp+라/ef+고/jcr
정의하면서도	정의/ncpa+하/xsv+면서/ecs+도/jxc
막상	막상/mag
작품을	작품/ncn+을/jco
해석하는	해석/ncpa+하/xsv+는/etm
일은	일/ncn+은/jxc
쉬운	쉽/paa+ㄴ/etm
일이	일/ncn+이/jcc
아니다.	아니/paa+다/ef+./sf
사람의	사람/ncn+의/jcm
말이나	말/ncn+이나/jcj
글은	글/ncn+은/jxc
사람들끼리	사람/ncn+들/xsn+끼리/xsn
의사소통이	의사/ncn+소통/ncn+이/jcs
거의	거의/mag
절대적인	절대/ncn+적/xsn+이/jp+ㄴ/etm
수단이지만	수단/ncn+이/jp+지만/ecs
말이	말/ncn+이/jcs
의사를	의사/ncn+를/jco
정확히	정확/ncn+히/xsa
전달해	전달/ncpa+하/xsv+어/ecs
준다는	주/pvg+ㄴ다/ef+는/etm
보장은	보장/ncn+은/jxc
없다.	없/paa+다/ef+./sf
이것은	이것/npd+은/jxc
말하는	말/ncpa+하/xsv+는/etm
사람의	사람/ncn+의/jcm
잘못일	잘못/ncn+이/jp+ㄹ/etm
수도	수/nbn+도/jxc
있고	있/paa+고/ecc
,	,/sp
말자체에	말/ncn+자체/ncn+에/jca
결함이	결함/ncn+이/jcs
있을	있/paa+을/etm
수도	수/nbn+도/jxc
있고	있/paa+고/ecc
,	,/sp
말을	말/ncn+을/jco
듣는	듣/pvg+는/etm
사람의	사람/ncn+의/jcm
잘못에서	잘못/ncn+에서/jca
비롯될	비롯/ncpa+되/xsv+ㄹ/etm
수도	수/nbn+도/jxc
있다.	있/paa+다/ef+./sf
또한	또한/maj
셋	셋/nnc
중의	중/nbn+의/jcm
누구의	누구/npp+의/jcm
잘못도	잘못/ncn+도/jxc
아니나	아니/paa+나/ecs
시간의	시간/ncn+의/jcm
흐름에	흐름/ncn+에/jca
따라	따르/pvg+아/ecs
말의	말/ncn+의/jcm
뜻이	뜻/ncn+이/jcs
달라져서	다르/paa+아/ecx+지/px+어서/ecs
의사가	의사/ncn+가/jcs
전달되지	전달/ncpa+되/xsv+지/ecx
않는	않/px+는/etm
경우도	경우/ncn+도/jxc
허다하다.	허다/ncps+하/xsm+다/ef+./sf
이러한	이러하/pad+ㄴ/etm
여러가지	여러가지/ncn
난점을	난점/ncn+을/jco
극복하고	극복/ncpa+하/xsv+고/ecc
말이나	말/ncn+이나/jcj
글의	글/ncn+의/jcm
진정한	진정/ncps+하/xsm+ㄴ/etm
의미를	의미/ncn+를/jco
찾아내고	찾/pvg+아/ecx+내/px+고/ecc
이를	이/npd+를/jco
다시	다시/mag
독자에게	독자/ncn+에게/jca
알려주는	알리/pvg+어/ecx+주/px+는/etm
일이	일/ncn+이/jcs
해석의	해석/ncn+의/jcm
사명이	사명/ncn+이/jcs
되어야	되/pvg+어야/ecs
할	하/px+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
문학작품은	문학/ncn+작품/ncn+은/jxc
잘	잘/mag
쓴	쓰/pvg+ㄴ/etm
글	글/ncn
,	,/sp
곧	곧/maj
의미가	의미/ncn+가/jcs
잘	잘/mag
구현되도록	구현/ncpa+되/xsv+도록/ecs
잘	잘/mag
쓰여진	쓰이/pvg+어/ecx+지/px+ㄴ/etm
글이다.	글/ncn+이/jp+다/ef+./sf
따라서	따라서/maj
언어가	언어/ncn+가/jcs
변한다고	변하/pvg+ㄴ다/ef+고/jcr
해도	하/pvg+어도/ecs
그	그/mmd
잘	잘/mag
짜여진	짜이/pvg+어/ecx+지/px+ㄴ/etm
근본구조가	근본/ncn+구조/ncn+가/jcs
변하는	변하/pvg+는/etm
것은	것/nbn+은/jxc
아니다.	아니/paa+다/ef+./sf
말하자면	말/ncpa+하/xsv+자/ef+면/ecs
작품에	작품/ncn+에/jca
진술된	진술/ncpa+되/xsv+ㄴ/etm
그	그/mmd
근본적	근본/ncn+적/xsn
의미가	의미/ncn+가/jcs
변한다고는	변하/pvg+ㄴ다/ef+고/ecx+는/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
없다.	없/paa+다/ef+./sf
이러한	이러하/pad+ㄴ/etm
명제는	명제/ncn+는/jxc
과거의	과거/ncn+의/jcm
작품이든	작품/ncn+이/jp+든/ecc
현재의	현재/ncn+의/jcm
작품이든	작품/ncn+이/jp+든/ecc
어느	어느/mmd
경우에나	경우/ncn+에/jca+나/jxc
타당하다고	타당/ncps+하/xsm+다/ef+고/ecs
동의할	동의/ncpa+하/xsv+ㄹ/etm
만한	만하/px+ㄴ/etm
의미의	의미/ncn+의/jcm
영역을	영역/ncn+을/jco
가려낼	가리/pvg+어/ecx+내/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
그러나	그러나/maj
해석에서	해석/ncn+에서/jca
논란이	논란/ncn+이/jcc
되는	되/pvg+는/etm
것은	것/nbn+은/jxc
작품의	작품/ncn+의/jcm
의미와	의미/ncn+와/jcj
의의를	의의/ncn+를/jco
혼동하는데	혼동/ncpa+하/xsv+는데/ecs
있다는	있/paa+다/ef+는/etm
견해도	견해/ncn+도/jxc
있다.	있/paa+다/ef+./sf
작품의	작품/ncn+의/jcm
'意味	'/sl+意味/ncn
'는	'/sr+는/jxc
단일한	단일/ncps+하/xsm+ㄴ/etm
것이지만	것/nbn+이/jp+지만/ecs
,	,/sp
작품이	작품/ncn+이/jcs
독자에	독자/ncn+에/jca
대하여	대하/pvg+어/ecs
가지는	가지/pvg+는/etm
'意義	'/sl+意義/ncn
'는	'/sr+는/jxc
다양하다.	다양/ncps+하/xsm+다/ef+./sf
따라서	따라서/maj
그것에	그것/npd+에/jca
대한	대하/pvg+ㄴ/etm
주관성을	주관/ncn+성/xsn+을/jco
배제하는	배제/ncpa+하/xsv+는/etm
일이	일/ncn+이/jcs
중요한	중요/ncps+하/xsm+ㄴ/etm
문제이다.	문제/ncn+이/jp+다/ef+./sf
이	이/mmd
점에	점/ncn+에/jca
대하여	대하/pvg+어/ecs
허쉬	허쉬/nq
(E.D.Hirsch	(/sl+E/f+./sf+D/f+./sf+Hirsch/f
)는	)/sr+는/jxc
주관성의	주관/ncn+성/xsn+의/jcm
문제를	문제/ncn+를/jco
간단히	간단/ncn+히/xsa
처리하기	처리/ncpa+하/xsv+기/etn
위한	위하/pvg+ㄴ/etm
명쾌한	명쾌/ncps+하/xsm+ㄴ/etm
원칙으로	원칙/ncn+으로/jca
의미	의미/ncn
(meaning	(/sl+meaning/f
)와	)/sr+와/jcj
의의	의의/ncn
(significance	(/sl+significance/f
)의	)/sr+의/jcm
구별을	구별/ncn+을/jco
제시하였다.	제시/ncpa+하/xsv+었/ep+다/ef+./sf
한	한/nnc
텍스트의	텍스트/ncn+의/jcm
의미는	의미/ncn+는/jxc
작자가	작자/ncn+가/jcs
의도한	의도/ncpa+하/xsv+ㄴ/etm
텍스트	텍스트/ncn
자체가	자체/ncn+가/jcs
구현하고	구현/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
대로	대로/nbn
단일하지만	단일/ncps+하/xsm+지만/ecs
그	그/mmd
의미나	의미/ncn+나/jxc
텍스트의	텍스트/ncn+의/jcm
어떤	어떤/mmd
성질에	성질/ncn+에/jca
대한	대하/pvg+ㄴ/etm
각자의	각자/ncn+의/jcm
반응은	반응/ncn+은/jxc
다양하다.	다양/ncps+하/xsm+다/ef+./sf
허쉬는	허쉬/nq+는/jxc
이렇게	이렇/pad+게/ecs
다양한	다양/ncps+하/xsm+ㄴ/etm
반응을	반응/ncn+을/jco
텍스트가	텍스트/ncn+가/jcs
독자에게	독자/ncn+에게/jca
가지는	가지/pvg+는/etm
의의라고	의의/ncn+라/ef+고/jcr
부른다.	부르/pvg+ㄴ다/ef+./sf
허쉬는	허쉬/nq+는/jxc
다시	다시/mag
해석과	해석/ncn+과/jcj
이해	이해/ncn
(understanding	(/sl+understanding/f
)를	)/sr+를/jco
012999500	ep+다/ef+./sf를
이해는	이해/ncn+는/jxc
텍스트의	텍스트/ncn+의/jcm
문면에	문면/ncn+에/jca
나타난	나타나/pvg+ㄴ/etm
의미의	의미/ncn+의/jcm
기본적	기본/ncn+적/xsn
파악이고	파악/ncn+이/jp+고/ecc
,	,/sp
일반	일반/ncn
독자들도	독자/ncn+들/xsn+도/jxc
어느	어느/mmd
정도	정도/ncn
가릴	가리/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
기능이다.	기능/ncn+이/jp+다/ef+./sf
그러나	그러나/maj
해석은	해석/ncn+은/jxc
이	이/mmd
파악된	파악/ncpa+되/xsv+ㄴ/etm
의미를	의미/ncn+를/jco
다시	다시/mag
해설하는	해설/ncpa+하/xsv+는/etm
일이다.	일/ncn+이/jp+다/ef+./sf
따라서	따라서/maj
해석은	해석/ncn+은/jxc
의미의	의미/ncn+의/jcm
이해	이해/ncn
내용을	내용/ncn+을/jco
독자를	독자/ncn+를/jco
의식하면서	의식/ncn+하/xsv+면서/ecs
진술	진술/ncn
,	,/sp
전개하는	전개/ncpa+하/xsv+는/etm
기술이다	기술/ncn+이/jp+다/ef
.	./sf
그러므로	그러므로/maj
이해는	이해/ncn+는/jxc
알아듣기이고	알/pvg+아/ecs+듣/pvg+기/etn+이/jp+고/ecc
,	,/sp
해석은	해석/ncn+은/jxc
알아들은	알/pvg+아/ecs+듣/pvg+은/etm
내용의	내용/ncn+의/jcm
효과적인	효과/ncn+적/xsn+이/jp+ㄴ/etm
전달이다.	전달/ncn+이/jp+다/ef+./sf
이러한	이러하/pad+ㄴ/etm
논의를	논의/ncn+를/jco
통하여	통하/pvg+어/ecs
볼	보/pvg+ㄹ/etm
때	때/ncn
해석은	해석/ncn+은/jxc
작품의	작품/ncn+의/jcm
의미를	의미/ncn+를/jco
객관적으로	객관/ncn+적/xsn+으로/jca
파악하는	파악/ncpa+하/xsv+는/etm
일이며	일/ncn+이/jp+며/ecc
작품을	작품/ncn+을/jco
인식하고	인식/ncpa+하/xsv+고/ecc
이해하려는	이해/ncpa+하/xsv+려/ecs+는/etm
기본적인	기본/ncn+적/xsn+이/jp+ㄴ/etm
행위이다.	행위/ncn+이/jp+다/ef+./sf
이런	이런/mmd
분명한	분명/ncps+하/xsm+ㄴ/etm
해석의	해석/ncn+의/jcm
과정을	과정/ncn+을/jco
거친	거치/pvg+ㄴ/etm
다음에야	다음/ncn+에/jca+야/jxc
작품의	작품/ncn+의/jcm
가치를	가치/ncn+를/jco
평가하는	평가/ncpa+하/xsv+는/etm
비평의	비평/ncn+의/jcm
작업이	작업/ncn+이/jcs
이루어지는	이루/pvg+어/ecx+지/px+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
(3	(/sl+3/nno
)	)/sr
미적인	미적/ncn+이/jp+ㄴ/etm
감상	감상/ncn
감상	감상/ncn
(appreciation	(/sl+appreciation/f
)이라면	)/sr+이/jp+라면/ecs
작품을	작품/ncn+을/jco
享受하고	享受/ncpa+하/xsv+고/ecc
즐긴다는	즐기/pvg+ㄴ다/ef+는/etm
뜻이다.	뜻/ncn+이/jp+다/ef+./sf
작품을	작품/ncn+을/jco
통하여	통하/pvg+어/ecs
취미를	취미/ncn+를/jco
확장하고	확장/ncpa+하/xsv+고/ecc
교양을	교양/ncn+을/jco
넓히며	넓히/pvg+며/ecc
자기를	자기/ncn+를/jco
투영하여	투영/ncpa+하/xsv+어/ecs
재창조하는	재/xp+창조/ncpa+하/xsv+는/etm
것을	것/nbn+을/jco
말한다.	말/ncpa+하/xsv+ㄴ다/ef+./sf
엘리어트가	엘리어트/nq+가/jcs
문학의	문학/ncn+의/jcm
기능을	기능/ncn+을/jco
이해와	이해/ncn+와/jcj
향수를	향수/ncn+를/jco
촉진하는	촉진/ncpa+하/xsv+는/etm
일이라고	일/ncn+이/jp+라/ef+고/jcr
하였는데	하/pvg+었/ep+는데/ecs
역시	역시/mag
감상의	감상/ncn+의/jcm
의미를	의미/ncn+를/jco
강조한	강조/ncpa+하/xsv+ㄴ/etm
말이다.	말/ncn+이/jp+다/ef+./sf
감상이란	감상/ncn+이/jp+란/jxc
작품을	작품/ncn+을/jco
하나의	하나/ncn+의/jcm
통일체로서	통일/ncn+체/xsn+로서/jca
맛보는	맛/ncn+보/pvg+는/etm
일이다.	일/ncn+이/jp+다/ef+./sf
문법	문법/ncn
,	,/sp
언어	언어/ncn
,	,/sp
문체	문체/ncn
,	,/sp
수사	수사/ncn
,	,/sp
사상	사상/ncn
등은	등/nbn+은/jxc
작품을	작품/ncn+을/jco
구성하는	구성/ncpa+하/xsv+는/etm
부분이어서	부분/ncn+이/jp+어서/ecs
그것으로는	그것/npd+으로/jca+는/jxc
완전한	완전/ncps+하/xsm+ㄴ/etm
의미를	의미/ncn+를/jco
이루지	이루/pvg+지/ecx
못한다.	못하/px+ㄴ다/ef+./sf
그들이	그/npd+들/xsn+이/jcs
재조직되어서	재/xp+조직/ncpa+되/xsv+어서/ecs
하나의	하나/ncn+의/jcm
통일체가	통일/ncn+체/xsn+가/jcc
되었을	되/pvg+었/ep+을/etm
때	때/ncn
처음으로	처음/ncn+으로/jca
완전한	완전/ncps+하/xsm+ㄴ/etm
의미를	의미/ncn+를/jco
표현하고	표현/ncpa+하/xsv+고/ecc
이해하게	이해/ncpa+하/xsv+게/ecs
된다.	되/pvg+ㄴ다/ef+./sf
이	이/mmd
의미를	의미/ncn+를/jco
공감하는	공감/ncpa+하/xsv+는/etm
일이	일/ncn+이/jcs
감상이다.	감상/ncn+이/jp+다/ef+./sf
그러므로	그러므로/maj
작품에	작품/ncn+에/jca
숨어있는	숨/pvg+어/ecx+있/px+는/etm
작품과	작품/ncn+과/jcj
,	,/sp
작품세계	작품/ncn+세계/ncn
,	,/sp
작품정신을	작품/ncn+정신/ncn+을/jco
받아들여서	받/pvg+아/ecs+들이/pvg+어서/ecs
공감하고	공감/ncpa+하/xsv+고/ecc
,	,/sp
그	그/mmd
순간을	순간/ncn+을/jco
즐기는	즐기/pvg+는/etm
일을	일/ncn+을/jco
감상이라고	감상/ncn+이/jp+라/ef+고/jcr
할	하/pvg+ㄹ/etm
수있다.	수/nbn+있/paa+다/ef+./sf
비평을	비평/ncn+을/jco
예술작품의	예술/ncn+작품/ncn+의/jcm
의식적인	의식/ncn+적/xsn+이/jp+ㄴ/etm
평가와	평가/ncn+와/jcj
감상이라고	감상/ncn+이/jp+라/ef+고/jcr
말할	말/ncpa+하/xsv+ㄹ/etm
때	때/ncn
감상은	감상/ncn+은/jxc
넓은	넓/paa+은/etm
의미에서	의미/ncn+에서/jca
비평이	비평/ncn+이/jcc
되지만	되/pvg+지만/ecs
그보다는	그/npd+보다/jca+는/jxc
작가가	작가/ncn+가/jcs
상상을	상상/ncn+을/jco
통하여	통하/pvg+어/ecs
체험한	체험/ncpa+하/xsv+ㄴ/etm
창조적인	창조/ncn+적/xsn+이/jp+ㄴ/etm
세계를	세계/ncn+를/jco
독자의	독자/ncn+의/jcm
입장에서	입장/ncn+에서/jca
재체험하는	재/xp+체험/ncpa+하/xsv+는/etm
행위라고도	행위/ncn+라고/jcr+도/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
따라서	따라서/maj
감상은	감상/ncn+은/jxc
논리적인	논리/ncn+적/xsn+이/jp+ㄴ/etm
분석이나	분석/ncn+이나/jcj
가치를	가치/ncn+를/jco
평가하는	평가/ncpa+하/xsv+는/etm
긴장의	긴장/ncn+의/jcm
세계	세계/ncn
기장의	기장/ncn+의/jcm
세계라기보다	세계/ncn+라/ef+기/etn+보다/jca
작가가	작가/ncn+가/jcs
체험한	체험/ncpa+하/xsv+ㄴ/etm
미적인	미적/ncn+이/jp+ㄴ/etm
형상을	형상/ncn+을/jco
통하여	통하/pvg+어/ecs
함께	함께/mag
이해하고	이해/ncpa+하/xsv+고/ecc
감동하는	감동/ncpa+하/xsv+는/etm
문학	문학/ncn
본래의	본래/ncn+의/jcm
기능에	기능/ncn+에/jca
충실하는	충실/ncpa+하/xsv+는/etm
일이다.	일/ncn+이/jp+다/ef+./sf
그러나	그러나/maj
지나간	지나/pvg+아/ecs+가/pvg+ㄴ/etm
시대	시대/ncn
문학의	문학/ncn+의/jcm
비평이란	비평/ncn+이/jp+란/jxc
감상의	감상/ncn+의/jcm
행위만이	행위/ncn+만/jxc+이/jcs
그	그/mmd
전부라는	전부/ncn+라/jcr+는/etm
생각에서	생각/ncn+에서/jca
작가가	작가/ncn+가/jcs
형상한	형상/ncpa+하/xsv+ㄴ/etm
체험에	체험/ncn+에/jca
대한	대하/pvg+ㄴ/etm
공명이나	공명/ncn+이나/jcj
공감의	공감/ncn+의/jcm
과정을	과정/ncn+을/jco
넘어	넘/pvg+어/ecs
작품에서	작품/ncn+에서/jca
받은	받/pvg+은/etm
인상이나	인상/ncn+이/jp+나/jxc
작품을	작품/ncn+을/jco
통하여	통하/pvg+어/ecs
다시	다시/mag
발견하게	발견/ncpa+하/xsv+게/ecs
된	되/pvg+ㄴ/etm
자신의	자신/ncn+의/jcm
세계를	세계/ncn+를/jco
유일한	유일/ncps+하/xsm+ㄴ/etm
비평의	비평/ncn+의/jcm
기준으로	기준/ncn+으로/jca
삼아야	삼/pvg+아야/ecs
한다는	하/px+ㄴ다/ef+는/etm
인상비평이나	인상/ncn+비평/ncn+이나/jcj
감상비평이	감상/ncn+비평/ncn+이/jcs
주류를	주류/ncn+를/jco
이루던	이루/pvg+던/etm
시대도	시대/ncn+도/jxc
있었다.	있/paa+었/ep+다/ef+./sf
프랑스	프랑스/nq
(A.France	(/sl+A/f+./sf+France/f
)는	)/sr+는/jxc
훌륭한	훌륭/ncps+하/xsm+ㄴ/etm
비평가란	비평/ncn+가/xsn+란/jxc
자기의	자기/ncn+의/jcm
혼이	혼/ncn+이/jcs
여러	여러/mma
가지	가지/nbu
걸작	걸작/ncn
사이에서	사이/ncn+에서/jca
어떠한	어떠하/pad+ㄴ/etm
모험을	모험/ncn+을/jco
하였는가를	하/pvg+었/ep+는가/ef+를/jco
말하는	말/ncpa+하/xsv+는/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
말하면서	말/ncpa+하/xsv+면서/ecs
작품이	작품/ncn+이/jcs
주는	주/pvg+는/etm
쾌락이야말로	쾌락/ncn+이/jp+야말로/jxc
그	그/mmd
작품의	작품/ncn+의/jcm
우열을	우열/ncn+을/jco
측정하는	측정/ncpa+하/xsv+는/etm
유일한	유일/ncps+하/xsm+ㄴ/etm
척도라고	척도/ncn+라/ef+고/jcr
하였다.	하/pvg+었/ep+다/ef+./sf
또한	또한/maj
후네커	후네커/nq
(J.G.Huneker	(/sl+J/f+./sf+G/f+./sf+Huneker/f
)는	)/sr+는/jxc
비평이란	비평/ncn+이/jp+란/jxc
예술작품에	예술/ncn+작품/ncn+에/jca
대한	대하/pvg+ㄴ/etm
그	그/mmd
자신	자신/ncn
혼의	혼/ncn+의/jcm
모험	모험/ncn
(adventure	(/sl+adventure/f
of	of/f
his	his/f
soul	soul/f
)	)/sr+이며/jcj
직접	직접/mag
감동과	감동/ncn+과/jcj
감동	감동/ncn
(sensation	(/sl+sensation/f
)을	)/sr+을/jco
기록한	기록/ncpa+하/xsv+ㄴ/etm
것이라고	것/nbn+이/jp+라고/jcr
하였다.	하/pvg+었/ep+다/ef+./sf
페이터는	페이터/nq+는/jxc
비평가는	비평/ncn+가/xsn+는/jxc
인생이나	인생/ncn+이나/jcj
서적의	서적/ncn+의/jcm
그림과	그림/ncn+과/jcj
풍경과	풍경/ncn+과/jcj
인물의	인물/ncn+의/jcm
미와	미/ncn+와/jcj
쾌락의	쾌락/ncn+의/jcm
특수한	특수/ncps+하/xsm+ㄴ/etm
인상을	인상/ncn+을/jco
주는	주/pvg+는/etm
그	그/mmd
덕성을	덕성/ncn+을/jco
그	그/mmd
부가물과	부가/ncn+물/xsn+과/jct
분리하여	분리/ncpa+하/xsv+어/ecs
구별하고	구별/ncpa+하/xsv+고/ecc
분석하는	분석/ncpa+하/xsv+는/etm
것	것/nbn
,	,/sp
그	그/mmd
이상의	이상/ncn+의/jcm
근원이	근원/ncn+이/jcs
무엇이며	무엇/npd+이/jp+며/jcj
그것은	그것/npd+은/jxc
어떤	어떤/mmd
조건밑에서	조건/ncn+밑/ncn+에서/jca
경험된	경험/ncpa+되/xsv+ㄴ/etm
것인가를	것/nbn+이/jp+ㄴ가/ef+를/jco
제시하는	제시/ncpa+하/xsv+는/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
하였다.	하/pvg+었/ep+다/ef+./sf
그러나	그러나/maj
이러한	이러하/pad+ㄴ/etm
비평은	비평/ncn+은/jxc
지나친	지나치/paa+ㄴ/etm
주관에	주관/ncn+에/jca
치우쳐	치우치/pvg+어/ecs
작품의	작품/ncn+의/jcm
가치가	가치/ncn+가/jcs
올바르게	올바르/paa+게/ecs
이해되고	이해/ncpa+되/xsv+고/ecc
감상되지	감상/ncpa+되/xsv+지/ecx
못할	못하/px+ㄹ/etm
염려가	염려/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
물론	물론/mag
작품의	작품/ncn+의/jcm
향수에	향수/ncn+에/jca
비평의	비평/ncn+의/jcm
기능이	기능/ncn+이/jcs
있다고	있/paa+다/ef+고/ecx
하지만	하/px+지만/ecs
비평이	비평/ncn+이/jcs
작품의	작품/ncn+의/jcm
감상이나	감상/ncn+이나/jcj
향수에	향수/ncn+에/jca
그치는	그치/pvg+는/etm
것이	것/nbn+이/jcc
아니고	아니/paa+고/ecc
,	,/sp
평가에	평가/ncn+에/jca
그	그/mmd
궁극적인	궁극/ncn+적/xsn+이/jp+ㄴ/etm
작용이	작용/ncn+이/jcs
있기	있/paa+기/etn
때문이다.	때문/nbn+이/jp+다/ef+./sf
(4	(/sl+4/nno
)	)/sr
작품의	작품/ncn+의/jcm
가치와	가치/ncn+와/jcj
평가	평가/ncn
허쉬는	허쉬/nq+는/jxc
언어적	언어/ncn+적/xsn
의미의	의미/ncn+의/jcm
문제는	문제/ncn+는/jxc
해석의	해석/ncn+의/jcm
영역이지만	영역/ncn+이/jp+지만/ecs
언어적	언어/ncn+적/xsn
의의에	의의/ncn+에/jca
관한	관하/pvg+ㄴ/etm
논의는	논의/ncn+는/jxc
비평의	비평/ncn+의/jcm
영역이라고	영역/ncn+이/jp+라/ef+고/jcr
지적한	지적/ncpa+하/xsv+ㄴ/etm
바가	바/nbn+가/jcs
있다.	있/paa+다/ef+./sf
말하자면	말/ncpa+하/xsv+자/ef+면/ecs
시대나	시대/ncn+나/jxc
관점에	관점/ncn+에/jca
따라	따르/pvg+아/ecs
다양하게	다양/ncps+하/xsm+게/ecs
해석될	해석/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
평가의	평가/ncn+의/jcm
영역은	영역/ncn+은/jxc
일반적인	일반/ncn+적/xsn+이/jp+ㄴ/etm
해석의	해석/ncn+의/jcm
개념과	개념/ncn+과/jct
달리	다르/paa+이/xsa
비평이라고	비평/ncn+이/jp+라/ef+고/jcr
할	하/pvg+ㄹ/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
견해다.	견해/ncn+다/jca+./sf
따라서	따라서/maj
비평은	비평/ncn+은/jxc
평가작용이며	평가/ncn+작용/ncn+이/jp+며/jcj
평가란	평가/ncn+란/jxc
어떠한	어떠하/pad+ㄴ/etm
판단기준에	판단/ncn+기준/ncn+에/jca
의하여	의하/pvg+어/ecs
작품의	작품/ncn+의/jcm
예술성을	예술/ncn+성/xsn+을/jco
판단하는	판단/ncpa+하/xsv+는/etm
활동을	활동/ncn+을/jco
말한다.	말/ncpa+하/xsv+ㄴ다/ef+./sf
소박하게	소박/ncps+하/xsm+게/ecs
말해서	말/ncpa+하/xsv+어서/ecs
독자는	독자/ncn+는/jxc
작품을	작품/ncn+을/jco
읽고	읽/pvg+고/ecc
,	,/sp
작품의	작품/ncn+의/jcm
의미를	의미/ncn+를/jco
해석하고	해석/ncpa+하/xsv+고/ecc
작품에	작품/ncn+에/jca
나타난	나타나/pvg+ㄴ/etm
미적	미적/ncn
세계를	세계/ncn+를/jco
감상하고	감상/ncpa+하/xsv+고/ecc
마침내는	마침내/mag+는/jxc
작품의	작품/ncn+의/jcm
정도를	정도/ncn+를/jco
평가의	평가/ncn+의/jcm
기준에	기준/ncn+에/jca
의하여	의하/pvg+어/ecs
결정하는	결정/ncpa+하/xsv+는/etm
일이다.	일/ncn+이/jp+다/ef+./sf
그것은	그것/npd+은/jxc
비평이란	비평/ncn+이/jp+란/jxc
미적	미적/ncn
가치의식에	가치/ncn+의식/ncn+에/jca
의한	의하/pvg+ㄴ/etm
판단을	판단/ncn+을/jco
하는	하/pvg+는/etm
것이기	것/nbn+이/jp+기/etn
때문이다.	때문/nbn+이/jp+다/ef+./sf
따라서	따라서/maj
비평의	비평/ncn+의/jcm
목적이	목적/ncn+이/jcs
어디에	어디/npd+에/jca
있는지	있/paa+는지/ecs
,	,/sp
이	이/mmd
평가를	평가/ncn+를/jco
전제로	전제/ncn+로/jca
해서만	하/pvg+어서/ecs
비평은	비평/ncn+은/jxc
가능한	가능/ncps+하/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러므로	그러므로/maj
비평의	비평/ncn+의/jcm
기능을	기능/ncn+을/jco
해석과	해석/ncn+과/jcj
판단에	판단/ncn+에/jca
있다고	있/paa+다/ef+고/ecx
본	보/px+ㄴ/etm
허드슨이나	허드슨/nq+이/jp+나/jcj
미적인	미적/ncn+이/jp+ㄴ/etm
문체양식의	문체/ncn+양식/ncn+의/jcm
분석적	분석/ncn+적/xsn
평가에	평가/ncn+에/jca
있다고	있/paa+다/ef+고/ecx
보는	보/px+는/etm
테이트나	테이트/nq+나/jcj
브룩스	브룩스/nq
또한	또한/maj
문학을	문학/ncn+을/jco
통해서	통하/pvg+어서/ecs
현대의	현대/ncn+의/jcm
위기를	위기/ncn+를/jco
